case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_11318,RMG_delivery,T09,2026-04-27 20:37:00,2026-04-27 20:38:00,2026-04-27 20:41:00,delivery,3,17.0,T09,0,0,medium,0.8104,5.83,1,79.83,17.17,low,0.5202,2,0.62,0.5196,11.75,120.67,0.64,0.0,medium,0,T09,2
case_11320,Gate In,Res.GateIn,2026-04-27 20:38:00,2026-04-27 20:38:00,2026-04-27 20:38:00,receive,5,,VC,0,1,very_high,0.7579,26.67,1,132.25,20.83,non_rmg,0.469,0,0.52,0.469,26.67,154.75,0.55,1.0,low,0,VC,1
case_11321,Gate In,Res.GateIn,2026-04-27 20:38:00,2026-04-27 20:38:00,2026-04-27 20:38:00,delivery,3,,MT,0,0,medium,0.81,6.23,1,38.53,6.23,non_rmg,0.3978,1,0.5578,0.81,5.42,51.37,0.57,0.0,very_high,0,MT,1
case_11287,Gate Out,Res.GateOut,2026-04-27 20:31:00,2026-04-27 20:39:00,2026-04-27 20:39:00,receive,5,11.0,T09,0,1,high,0.8584,10.2,1,162.3,9.1,low,0.4142,0,0.54,0.62,13.4,169.03,0.5742,1.0,medium,0,T09,1
case_11293,Gate Out,Res.GateOut,2026-04-27 20:27:00,2026-04-27 20:39:00,2026-04-27 20:39:00,delivery,4,1.0,T24,0,0,high,0.8485,8.17,1,165.17,23.75,top_3,0.5315,1,0.62,0.77,22.42,188.67,0.64,1.0,very_high,0,T24,1
case_11302,LL_delivery,LL,2026-04-27 20:26:00,2026-04-27 20:39:00,2026-04-27 20:43:00,delivery,3,,MT,0,0,very_high,0.8233,25.67,1,132.67,25.67,non_rmg,0.3817,1,0.55,0.8233,24.33,162.0,0.5617,0.0,very_high,0,MT,1
case_11307,Gate Out,Res.GateOut,2026-04-27 20:35:00,2026-04-27 20:39:00,2026-04-27 20:39:00,receive,5,3.0,T21,0,1,low,0.8502,1.87,1,47.27,8.93,top_3,0.4101,0,0.54,0.67,5.8,57.67,0.5701,1.0,high,0,T21,1
case_11310,RMG_delivery,T24,2026-04-27 20:33:00,2026-04-27 20:39:00,2026-04-27 20:43:00,delivery,3,2.0,T24,0,0,high,0.84,7.65,1,101.1,7.12,top_3,0.48,1,0.5778,0.72,18.0,110.97,0.6,0.0,very_high,0,T24,1
case_11322,Gate In,Res.GateIn,2026-04-27 20:39:00,2026-04-27 20:39:00,2026-04-27 20:39:00,receive,5,11.0,T12,0,1,low,0.882,2.8,1,89.4,7.8,low,0.426,0,0.546,0.594,17.4,112.6,0.586,1.0,medium,0,T12,1
case_11323,Gate In,Res.GateIn,2026-04-27 20:39:00,2026-04-27 20:39:00,2026-04-27 20:39:00,mixed,9,15.0,T27,0,1,medium,0.8585,6.92,2,165.75,9.25,low,0.4143,1,0.54,0.56,14.0,172.58,0.5743,0.5,medium,0,T27,2
case_11324,Gate In,Res.GateIn,2026-04-27 20:39:00,2026-04-27 20:39:00,2026-04-27 20:39:00,mixed,10,14.0,T12,0,1,high,0.8416,7.9,2,112.57,29.1,low,0.3584,1,0.5084,0.5668,21.17,148.9,0.54,0.5,medium,0,T12,2
case_11251,Gate Out,Res.GateOut,2026-04-27 20:04:00,2026-04-27 20:40:00,2026-04-27 20:40:00,receive,4,16.0,T09,0,1,medium,0.834,5.53,1,86.07,24.43,low,0.526,0,0.616,0.5081,15.47,110.63,0.636,1.0,medium,0,T09,1
case_11316,RMG_delivery,T13,2026-04-27 20:37:00,2026-04-27 20:40:00,2026-04-27 20:46:00,delivery,4,,VC,0,0,very_high,0.92,26.48,1,108.68,7.38,non_rmg,0.4837,1,0.58,0.4837,26.48,140.38,0.62,1.0,low,0,VC,1
case_11320,HO2_delivery,HO2,2026-04-27 20:38:00,2026-04-27 20:40:00,2026-04-27 20:42:00,receive,5,,VC,0,1,very_high,0.7579,26.67,1,132.25,20.83,non_rmg,0.469,0,0.52,0.469,26.67,154.75,0.55,1.0,low,0,VC,1
case_11322,RMG_receive,T12,2026-04-27 20:39:00,2026-04-27 20:40:00,2026-04-27 20:47:00,receive,5,11.0,T12,0,1,low,0.882,2.8,1,89.4,7.8,low,0.426,0,0.546,0.594,17.4,112.6,0.586,1.0,medium,0,T12,1
case_11325,Gate In,Res.GateIn,2026-04-27 20:40:00,2026-04-27 20:40:00,2026-04-27 20:40:00,receive,4,8.0,T16,0,1,low,0.86,3.3,1,86.2,19.0,mid,0.3865,0,0.5882,0.6765,10.1,124.2,0.5982,1.0,high,0,T16,1
case_11233,Gate Out,Res.GateOut,2026-04-27 20:09:00,2026-04-27 20:41:00,2026-04-27 20:41:00,mixed,8,16.0,T09,0,1,low,0.86,1.98,2,31.75,12.88,low,0.5,1,0.4725,0.3875,3.98,42.53,0.5425,0.5,low,0,T09,2
case_11306,Gate Out,Res.GateOut,2026-04-27 20:37:00,2026-04-27 20:41:00,2026-04-27 20:41:00,receive,4,20.0,T07,0,1,low,0.81,1.0,1,22.47,8.43,low,0.4522,0,0.56,0.3311,1.3,32.6,0.5811,1.0,low,0,T07,1
case_11323,LL_delivery,LL,2026-04-27 20:39:00,2026-04-27 20:41:00,2026-04-27 20:48:00,mixed,9,15.0,T27,0,1,medium,0.8585,6.92,2,165.75,9.25,low,0.4143,1,0.54,0.56,14.0,172.58,0.5743,0.5,medium,0,T27,2
case_11326,Gate In,Res.GateIn,2026-04-27 20:41:00,2026-04-27 20:41:00,2026-04-27 20:41:00,receive,4,16.0,T18,0,1,medium,0.8157,5.15,1,116.25,30.28,low,0.53,0,0.6343,0.4629,33.87,166.47,0.65,1.0,low,0,T18,1
case_11276,Gate Out,Res.GateOut,2026-04-27 20:36:00,2026-04-27 20:42:00,2026-04-27 20:42:00,delivery,3,18.0,T07,0,0,high,0.8618,8.0,1,127.88,42.87,low,0.4482,2,0.58,0.339,18.12,168.82,0.61,0.0,low,0,T07,2
case_11298,Gate Out,Res.GateOut,2026-04-27 20:37:00,2026-04-27 20:42:00,2026-04-27 20:42:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_11313,Gate Out,Res.GateOut,2026-04-27 20:37:00,2026-04-27 20:42:00,2026-04-27 20:42:00,mixed,13,,VC,0,1,very_high,0.87,34.0,1,135.2,31.6,non_rmg,0.35,1,0.45,0.35,34.0,187.0,0.509,1.0,low,0,VC,2
case_11327,Gate In,Res.GateIn,2026-04-27 20:42:00,2026-04-27 20:42:00,2026-04-27 20:42:00,delivery,3,,MT,0,0,very_high,0.74,33.5,1,122.5,33.5,non_rmg,0.4054,1,0.5446,0.74,20.33,154.33,0.5546,0.0,very_high,0,MT,1
case_11326,RMG_receive,T18,2026-04-27 20:41:00,2026-04-27 20:42:00,2026-04-27 20:46:00,receive,4,16.0,T18,0,1,medium,0.8157,5.15,1,116.25,30.28,low,0.53,0,0.6343,0.4629,33.87,166.47,0.65,1.0,low,0,T18,1
case_11325,RMG_receive,T16,2026-04-27 20:40:00,2026-04-27 20:42:00,2026-04-27 20:58:00,receive,4,8.0,T16,0,1,low,0.86,3.3,1,86.2,19.0,mid,0.3865,0,0.5882,0.6765,10.1,124.2,0.5982,1.0,high,0,T16,1
case_11321,LL_delivery,LL,2026-04-27 20:38:00,2026-04-27 20:43:00,2026-04-27 20:52:00,delivery,3,,MT,0,0,medium,0.81,6.23,1,38.53,6.23,non_rmg,0.3978,1,0.5578,0.81,5.42,51.37,0.57,0.0,very_high,0,MT,1
case_11328,Gate In,Res.GateIn,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:43:00,delivery,3,,MT,0,0,very_high,0.851,35.42,1,149.92,35.42,non_rmg,0.42,1,0.531,0.851,19.67,181.0,0.571,0.0,very_high,0,MT,1
case_11329,Gate In,Res.GateIn,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:43:00,receive,7,2.0,T17,0,1,high,0.7371,8.25,1,102.42,4.92,top_3,0.4615,0,0.59,0.6815,12.17,113.75,0.6,1.0,high,0,T17,1
case_11330,Gate In,Res.GateIn,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:43:00,receive,5,3.0,T14,0,1,low,0.7842,4.33,1,116.33,25.0,top_3,0.4542,0,0.59,0.73,20.67,154.67,0.6,1.0,very_high,0,T14,1
case_11330,RMG_receive,T14,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:49:00,receive,5,3.0,T14,0,1,low,0.7842,4.33,1,116.33,25.0,top_3,0.4542,0,0.59,0.73,20.67,154.67,0.6,1.0,very_high,0,T14,1
case_11331,Gate In,Res.GateIn,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:43:00,receive,7,1.0,T23,1,1,low,0.84,4.03,1,102.87,22.43,top_3,0.45,0,0.5748,0.7524,14.1,131.4,0.6,1.0,very_high,0,T23,1
case_11332,Gate In,Res.GateIn,2026-04-27 20:43:00,2026-04-27 20:43:00,2026-04-27 20:43:00,receive,5,1.0,T15,0,1,low,0.7937,1.97,1,34.38,8.93,top_3,0.41,0,0.4737,0.63,5.03,37.28,0.5137,1.0,medium,0,T15,1
case_11295,Gate Out,Res.GateOut,2026-04-27 20:40:00,2026-04-27 20:44:00,2026-04-27 20:44:00,receive,5,7.0,T20,0,1,high,0.75,8.93,1,120.0,20.47,mid,0.3948,0,0.6,0.7052,39.13,156.53,0.59,1.0,high,0,T20,1
case_11309,Gate Out,Res.GateOut,2026-04-27 20:42:00,2026-04-27 20:44:00,2026-04-27 20:44:00,mixed,12,15.0,T06,0,1,high,0.7657,7.27,1,120.4,29.53,low,0.44,1,0.6022,0.47,21.67,151.67,0.6,0.5,low,0,T06,2
case_11308,RMG_receive,T16,2026-04-27 20:27:00,2026-04-27 20:44:00,2026-04-27 20:48:00,receive,4,6.0,T16,0,1,medium,0.7768,5.57,1,132.13,25.7,mid,0.5664,0,0.5932,0.7364,34.55,173.9,0.6232,1.0,very_high,0,T16,1
case_11328,LL_delivery,LL,2026-04-27 20:43:00,2026-04-27 20:44:00,2026-04-27 20:51:00,delivery,3,,MT,0,0,very_high,0.851,35.42,1,149.92,35.42,non_rmg,0.42,1,0.531,0.851,19.67,181.0,0.571,0.0,very_high,0,MT,1
case_11333,Gate In,Res.GateIn,2026-04-27 20:45:00,2026-04-27 20:45:00,2026-04-27 20:45:00,delivery,4,9.0,T16,0,0,high,0.9111,8.43,1,130.5,7.13,mid,0.4622,1,0.5889,0.6689,32.97,163.57,0.62,1.0,high,0,T16,1
case_11334,Gate In,Res.GateIn,2026-04-27 20:45:00,2026-04-27 20:45:00,2026-04-27 20:45:00,delivery,4,8.0,T15,0,0,high,0.8788,8.9,1,137.07,22.87,mid,0.3688,1,0.52,0.6064,13.03,162.52,0.5588,1.0,medium,0,T15,1
case_11302,Gate Out,Res.GateOut,2026-04-27 20:43:00,2026-04-27 20:46:00,2026-04-27 20:46:00,delivery,3,,MT,0,0,very_high,0.8233,25.67,1,132.67,25.67,non_rmg,0.3817,1,0.55,0.8233,24.33,162.0,0.5617,0.0,very_high,0,MT,1
case_11305,Gate Out,Res.GateOut,2026-04-27 20:42:00,2026-04-27 20:46:00,2026-04-27 20:46:00,delivery,3,,MT,0,0,very_high,0.84,11.17,1,81.67,11.17,non_rmg,0.4727,1,0.5427,0.84,10.83,101.83,0.5827,0.0,very_high,0,MT,1
case_11317,LL_receive,LL,2026-04-27 20:37:00,2026-04-27 20:46:00,2026-04-27 20:53:00,receive,9,11.0,T10,0,2,low,0.87,1.0,2,18.57,5.28,low,0.48,0,0.6057,0.6814,2.0,19.13,0.6257,1.0,high,0,T10,2
case_11327,LL_delivery,LL,2026-04-27 20:42:00,2026-04-27 20:46:00,2026-04-27 20:54:00,delivery,3,,MT,0,0,very_high,0.74,33.5,1,122.5,33.5,non_rmg,0.4054,1,0.5446,0.74,20.33,154.33,0.5546,0.0,very_high,0,MT,1
case_11335,Gate In,Res.GateIn,2026-04-27 20:46:00,2026-04-27 20:46:00,2026-04-27 20:46:00,delivery,3,11.0,T11,0,0,high,0.8736,8.45,1,86.85,20.6,low,0.3568,1,0.4804,0.5341,12.2,115.95,0.5304,1.0,medium,0,T11,1
case_11334,RMG_delivery,T15,2026-04-27 20:45:00,2026-04-27 20:46:00,2026-04-27 20:53:00,delivery,4,8.0,T15,0,0,high,0.8788,8.9,1,137.07,22.87,mid,0.3688,1,0.52,0.6064,13.03,162.52,0.5588,1.0,medium,0,T15,1
case_11336,Gate In,Res.GateIn,2026-04-27 20:47:00,2026-04-27 20:47:00,2026-04-27 20:47:00,delivery,3,14.0,T10,0,0,high,0.84,8.0,1,128.0,40.33,low,0.3583,2,0.5117,0.5517,20.67,194.67,0.54,0.0,medium,0,T10,2
case_11337,Gate In,Res.GateIn,2026-04-27 20:47:00,2026-04-27 20:47:00,2026-04-27 20:47:00,mixed,10,,VC,0,1,low,0.7771,3.6,1,24.45,3.3,non_rmg,0.4971,1,0.5371,0.4971,3.6,28.2,0.57,0.5,low,0,VC,2
case_11271,Gate Out,Res.GateOut,2026-04-27 20:23:00,2026-04-27 20:47:00,2026-04-27 20:47:00,receive,5,19.0,T07,0,1,low,0.8133,4.37,1,135.07,27.27,low,0.3867,0,0.55,0.2967,26.83,165.53,0.5667,1.0,low,0,T07,1
case_11296,RMG_receive,T16,2026-04-27 20:19:00,2026-04-27 20:47:00,2026-04-27 21:08:00,receive,4,8.0,T16,0,1,high,0.84,8.47,1,131.0,41.27,mid,0.3582,0,0.5118,0.6455,20.93,201.33,0.54,1.0,high,0,T16,1
case_11336,RMG_delivery,T10,2026-04-27 20:47:00,2026-04-27 20:48:00,2026-04-27 20:50:00,delivery,3,14.0,T10,0,0,high,0.84,8.0,1,128.0,40.33,low,0.3583,2,0.5117,0.5517,20.67,194.67,0.54,0.0,medium,0,T10,2
case_11338,Gate In,Res.GateIn,2026-04-27 20:48:00,2026-04-27 20:48:00,2026-04-27 20:48:00,receive,4,12.0,T16,0,1,very_high,0.8532,11.35,1,115.6,23.45,low,0.45,0,0.5766,0.65,11.45,148.85,0.6066,1.0,high,0,T16,1
case_11339,Gate In,Res.GateIn,2026-04-27 20:48:00,2026-04-27 20:48:00,2026-04-27 20:48:00,mixed,10,16.0,T26,0,1,low,0.7752,1.0,2,19.67,16.75,low,0.46,1,0.59,0.552,12.42,38.58,0.5976,1.0,medium,0,T26,2
case_11340,Gate In,Res.GateIn,2026-04-27 20:48:00,2026-04-27 20:48:00,2026-04-27 20:48:00,delivery,4,11.0,T26,0,0,high,0.8332,9.27,1,134.6,5.87,low,0.4037,1,0.59,0.6905,30.87,161.93,0.6,1.0,high,0,T26,1
case_11292,RMG_delivery,T24,2026-04-27 20:18:00,2026-04-27 20:48:00,2026-04-27 20:59:00,delivery,5,5.0,T24,0,0,high,0.81,7.33,1,132.67,24.67,mid,0.4067,1,0.5233,0.6033,18.67,165.33,0.5533,1.0,medium,1,T24,1
case_11326,Gate Out,Res.GateOut,2026-04-27 20:46:00,2026-04-27 20:48:00,2026-04-27 20:48:00,receive,4,16.0,T18,0,1,medium,0.8157,5.15,1,116.25,30.28,low,0.53,0,0.6343,0.4629,33.87,166.47,0.65,1.0,low,0,T18,1
case_11341,Gate In,Res.GateIn,2026-04-27 20:49:00,2026-04-27 20:49:00,2026-04-27 20:49:00,receive,4,7.0,T15,0,1,medium,0.86,6.5,1,101.0,25.17,mid,0.3896,0,0.5898,0.6996,8.25,126.67,0.5998,1.0,high,0,T15,1
case_11342,Gate In,Res.GateIn,2026-04-27 20:49:00,2026-04-27 20:49:00,2026-04-27 20:49:00,delivery,3,,MT,0,0,very_high,0.84,38.0,1,120.5,38.0,non_rmg,0.3588,1,0.5112,0.84,20.0,178.0,0.54,0.0,very_high,0,MT,1
case_11342,LL_delivery,LL,2026-04-27 20:49:00,2026-04-27 20:49:00,2026-04-27 20:56:00,delivery,3,,MT,0,0,very_high,0.84,38.0,1,120.5,38.0,non_rmg,0.3588,1,0.5112,0.84,20.0,178.0,0.54,0.0,very_high,0,MT,1
case_11343,Gate In,Res.GateIn,2026-04-27 20:49:00,2026-04-27 20:49:00,2026-04-27 20:49:00,delivery,4,2.0,T22,0,0,low,0.7529,3.58,1,86.97,23.9,top_3,0.4186,1,0.6029,0.7571,21.03,96.13,0.6,1.0,very_high,0,T22,1
case_11344,Gate In,Res.GateIn,2026-04-27 20:49:00,2026-04-27 20:49:00,2026-04-27 20:49:00,receive,5,3.0,T22,0,1,medium,0.7342,5.63,1,137.85,27.38,top_3,0.4158,0,0.5342,0.6384,33.73,169.2,0.5442,1.0,high,0,T22,1
case_11285,RMG_receive,T11,2026-04-27 20:32:00,2026-04-27 20:49:00,2026-04-27 21:03:00,mixed,10,10.0,T11,0,1,low,0.87,2.8,2,89.1,25.9,mid,0.4698,1,0.63,0.72,19.4,120.5,0.64,0.5,very_high,0,T11,2
case_11299,Gate Out,Res.GateOut,2026-04-27 20:45:00,2026-04-27 20:49:00,2026-04-27 20:49:00,delivery,4,17.0,T10,0,0,medium,0.7864,7.0,1,123.7,25.3,low,0.4564,1,0.59,0.4536,30.0,174.15,0.6,1.0,low,0,T10,1
case_11339,LL_delivery,LL,2026-04-27 20:48:00,2026-04-27 20:50:00,2026-04-27 21:06:00,mixed,10,16.0,T26,0,1,low,0.7752,1.0,2,19.67,16.75,low,0.46,1,0.59,0.552,12.42,38.58,0.5976,1.0,medium,0,T26,2
case_11345,Gate In,Res.GateIn,2026-04-27 20:50:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,5,11.0,T10,0,1,low,0.8146,0.3,1,30.5,8.85,low,0.45,0,0.5554,0.6054,4.25,37.9,0.58,1.0,medium,0,T10,1
case_11346,Gate In,Res.GateIn,2026-04-27 20:50:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,5,5.0,T17,0,1,low,0.84,2.0,1,31.83,7.3,mid,0.3539,0,0.5161,0.67,2.7,39.6,0.54,1.0,high,0,T17,1
case_11277,Gate Out,Res.GateOut,2026-04-27 20:43:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,5,2.0,T13,0,1,medium,0.84,5.53,1,94.97,7.47,top_3,0.3766,0,0.58,0.72,24.13,143.67,0.59,1.0,very_high,0,T13,1
case_11291,Gate Out,Res.GateOut,2026-04-27 20:40:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,4,20.0,T08,0,1,medium,0.8365,6.08,1,47.07,7.45,low,0.5235,0,0.6135,0.483,10.0,49.63,0.6335,1.0,low,0,T08,1
case_11301,Gate Out,Res.GateOut,2026-04-27 20:40:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,5,5.0,T15,0,1,medium,0.7464,4.8,1,120.75,23.6,mid,0.4036,0,0.5964,0.7136,17.9,164.75,0.59,1.0,high,0,T15,1
case_11310,Gate Out,Res.GateOut,2026-04-27 20:43:00,2026-04-27 20:50:00,2026-04-27 20:50:00,delivery,3,2.0,T24,0,0,high,0.84,7.65,1,101.1,7.12,top_3,0.48,1,0.5778,0.72,18.0,110.97,0.6,0.0,very_high,0,T24,1
case_11320,Gate Out,Res.GateOut,2026-04-27 20:42:00,2026-04-27 20:50:00,2026-04-27 20:50:00,receive,5,,VC,0,1,very_high,0.7579,26.67,1,132.25,20.83,non_rmg,0.469,0,0.52,0.469,26.67,154.75,0.55,1.0,low,0,VC,1
case_11347,Gate In,Res.GateIn,2026-04-27 20:51:00,2026-04-27 20:51:00,2026-04-27 20:51:00,delivery,5,4.0,T21,0,0,medium,0.8858,6.0,1,156.67,28.0,mid,0.3758,1,0.5258,0.6617,22.0,184.0,0.5658,1.0,high,1,T21,1
case_11348,Gate In,Res.GateIn,2026-04-27 20:51:00,2026-04-27 20:51:00,2026-04-27 20:51:00,receive,5,2.0,T18,0,1,low,0.798,2.2,1,29.4,5.6,top_3,0.478,0,0.599,0.718,2.6,41.8,0.609,1.0,very_high,0,T18,1
case_11283,Gate Out,Res.GateOut,2026-04-27 20:40:00,2026-04-27 20:51:00,2026-04-27 20:51:00,receive,5,17.0,T08,0,1,low,0.69,2.65,1,122.55,32.8,low,0.5172,0,0.55,0.4228,17.45,166.5,0.5686,1.0,low,0,T08,1
case_11319,RMG_receive,T09,2026-04-27 20:37:00,2026-04-27 20:51:00,2026-04-27 20:58:00,receive,5,12.0,T09,0,1,high,0.87,8.35,1,85.95,29.05,low,0.4689,0,0.63,0.7011,20.8,122.25,0.64,1.0,high,0,T09,1
case_11347,RMG_delivery,T21,2026-04-27 20:51:00,2026-04-27 20:52:00,2026-04-27 20:55:00,delivery,5,4.0,T21,0,0,medium,0.8858,6.0,1,156.67,28.0,mid,0.3758,1,0.5258,0.6617,22.0,184.0,0.5658,1.0,high,1,T21,1
case_11349,Gate In,Res.GateIn,2026-04-27 20:52:00,2026-04-27 20:52:00,2026-04-27 20:52:00,mixed,12,3.0,T21,0,1,low,0.85,3.4,2,54.8,13.4,top_3,0.5015,1,0.6105,0.75,10.4,68.0,0.6305,0.5,very_high,1,T21,2
case_11324,LL_delivery,LL,2026-04-27 20:39:00,2026-04-27 20:52:00,2026-04-27 21:01:00,mixed,10,14.0,T12,0,1,high,0.8416,7.9,2,112.57,29.1,low,0.3584,1,0.5084,0.5668,21.17,148.9,0.54,0.5,medium,0,T12,2
case_11331,HO2_mixed,HO2,2026-04-27 20:43:00,2026-04-27 20:52:00,2026-04-27 21:15:00,receive,7,1.0,T23,1,1,low,0.84,4.03,1,102.87,22.43,top_3,0.45,0,0.5748,0.7524,14.1,131.4,0.6,1.0,very_high,0,T23,1
case_11332,RMG_receive,T15,2026-04-27 20:43:00,2026-04-27 20:52:00,2026-04-27 20:56:00,receive,5,1.0,T15,0,1,low,0.7937,1.97,1,34.38,8.93,top_3,0.41,0,0.4737,0.63,5.03,37.28,0.5137,1.0,medium,0,T15,1
case_11341,RMG_receive,T15,2026-04-27 20:49:00,2026-04-27 20:53:00,2026-04-27 21:02:00,receive,4,7.0,T15,0,1,medium,0.86,6.5,1,101.0,25.17,mid,0.3896,0,0.5898,0.6996,8.25,126.67,0.5998,1.0,high,0,T15,1
case_11350,Gate In,Res.GateIn,2026-04-27 20:53:00,2026-04-27 20:53:00,2026-04-27 20:53:00,delivery,3,14.0,T14,0,0,high,0.92,9.17,1,93.5,9.67,low,0.4854,1,0.58,0.6446,24.0,130.33,0.62,0.0,high,0,T14,1
case_11263,Gate Out,Res.GateOut,2026-04-27 20:20:00,2026-04-27 20:53:00,2026-04-27 20:53:00,mixed,12,16.0,T08,0,1,high,0.7569,7.55,2,135.25,21.23,low,0.4685,1,0.52,0.39,25.07,151.75,0.55,1.0,low,1,T08,2
case_11315,HO2_receive,HO2,2026-04-27 20:37:00,2026-04-27 20:53:00,2026-04-27 21:01:00,delivery,3,,VC,0,0,very_high,0.838,38.0,1,126.8,19.2,non_rmg,0.53,1,0.612,0.53,38.0,165.2,0.641,1.0,medium,0,VC,1
case_11317,LL_delivery,LL,2026-04-27 20:53:00,2026-04-27 20:53:00,2026-04-27 20:59:00,receive,9,11.0,T10,0,2,low,0.87,1.0,2,18.57,5.28,low,0.48,0,0.6057,0.6814,2.0,19.13,0.6257,1.0,high,0,T10,2
case_11333,RMG_delivery,T16,2026-04-27 20:45:00,2026-04-27 20:53:00,2026-04-27 21:04:00,delivery,4,9.0,T16,0,0,high,0.9111,8.43,1,130.5,7.13,mid,0.4622,1,0.5889,0.6689,32.97,163.57,0.62,1.0,high,0,T16,1
case_11340,RMG_delivery,T26,2026-04-27 20:48:00,2026-04-27 20:54:00,2026-04-27 21:01:00,delivery,4,11.0,T26,0,0,high,0.8332,9.27,1,134.6,5.87,low,0.4037,1,0.59,0.6905,30.87,161.93,0.6,1.0,high,0,T26,1
case_11343,RMG_delivery,T22,2026-04-27 20:49:00,2026-04-27 20:54:00,2026-04-27 21:07:00,delivery,4,2.0,T22,0,0,low,0.7529,3.58,1,86.97,23.9,top_3,0.4186,1,0.6029,0.7571,21.03,96.13,0.6,1.0,very_high,0,T22,1
case_11348,RMG_receive,T18,2026-04-27 20:51:00,2026-04-27 20:54:00,2026-04-27 21:03:00,receive,5,2.0,T18,0,1,low,0.798,2.2,1,29.4,5.6,top_3,0.478,0,0.599,0.718,2.6,41.8,0.609,1.0,very_high,0,T18,1
case_11350,RMG_delivery,T14,2026-04-27 20:53:00,2026-04-27 20:54:00,2026-04-27 21:06:00,delivery,3,14.0,T14,0,0,high,0.92,9.17,1,93.5,9.67,low,0.4854,1,0.58,0.6446,24.0,130.33,0.62,0.0,high,0,T14,1
case_11314,Gate Out,Res.GateOut,2026-04-27 20:43:00,2026-04-27 20:54:00,2026-04-27 20:54:00,receive,5,4.0,T20,0,1,high,0.7029,8.77,1,111.83,25.07,mid,0.451,0,0.5281,0.6719,22.67,148.73,0.54,1.0,high,0,T20,1
case_11338,RMG_receive,T16,2026-04-27 20:48:00,2026-04-27 20:55:00,2026-04-27 20:59:00,receive,4,12.0,T16,0,1,very_high,0.8532,11.35,1,115.6,23.45,low,0.45,0,0.5766,0.65,11.45,148.85,0.6066,1.0,high,0,T16,1
case_11308,Gate Out,Res.GateOut,2026-04-27 20:48:00,2026-04-27 20:55:00,2026-04-27 20:55:00,receive,4,6.0,T16,0,1,medium,0.7768,5.57,1,132.13,25.7,mid,0.5664,0,0.5932,0.7364,34.55,173.9,0.6232,1.0,very_high,0,T16,1
case_11322,Gate Out,Res.GateOut,2026-04-27 20:47:00,2026-04-27 20:55:00,2026-04-27 20:55:00,receive,5,11.0,T12,0,1,low,0.882,2.8,1,89.4,7.8,low,0.426,0,0.546,0.594,17.4,112.6,0.586,1.0,medium,0,T12,1
case_11329,RMG_receive,T17,2026-04-27 20:43:00,2026-04-27 20:55:00,2026-04-27 21:04:00,receive,7,2.0,T17,0,1,high,0.7371,8.25,1,102.42,4.92,top_3,0.4615,0,0.59,0.6815,12.17,113.75,0.6,1.0,high,0,T17,1
case_11330,Gate Out,Res.GateOut,2026-04-27 20:49:00,2026-04-27 20:55:00,2026-04-27 20:55:00,receive,5,3.0,T14,0,1,low,0.7842,4.33,1,116.33,25.0,top_3,0.4542,0,0.59,0.73,20.67,154.67,0.6,1.0,very_high,0,T14,1
case_11337,HO2_receive,HO2,2026-04-27 20:47:00,2026-04-27 20:57:00,2026-04-27 21:10:00,mixed,10,,VC,0,1,low,0.7771,3.6,1,24.45,3.3,non_rmg,0.4971,1,0.5371,0.4971,3.6,28.2,0.57,0.5,low,0,VC,2
case_11289,RMG_delivery,T18,2026-04-27 20:18:00,2026-04-27 20:57:00,2026-04-27 21:05:00,delivery,3,5.0,T18,0,0,low,0.84,3.0,1,55.53,6.03,mid,0.4733,1,0.5433,0.6833,13.17,78.97,0.5833,1.0,high,0,T18,1
case_11336,Gate Out,Res.GateOut,2026-04-27 20:50:00,2026-04-27 20:59:00,2026-04-27 20:59:00,delivery,3,14.0,T10,0,0,high,0.84,8.0,1,128.0,40.33,low,0.3583,2,0.5117,0.5517,20.67,194.67,0.54,0.0,medium,0,T10,2
case_11344,RMG_receive,T22,2026-04-27 20:49:00,2026-04-27 21:00:00,2026-04-27 21:15:00,receive,5,3.0,T22,0,1,medium,0.7342,5.63,1,137.85,27.38,top_3,0.4158,0,0.5342,0.6384,33.73,169.2,0.5442,1.0,high,0,T22,1
