case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,process_flow_type,visit_complexity,target_rank,target_area,has_reefer,n_receives,target_demand_bin,mt_utilization,target_demand,n_stops,rmg_demand,mt_demand,target_rank_group,vc_utilization,n_deliveries,rmg_utilization,target_utilization,vc_demand,gate_demand,gate_utilization,full_ratio,target_utilization_bin,has_hazardous,primary_target_area,n_containers
case_11290,Gate In,Res.GateIn,2026-04-27 20:18:00,2026-04-27 20:18:00,2026-04-27 20:18:00,receive,4,,MT,0,1,high,0.7947,9.0,1,15.07,9.0,non_rmg,0.4947,0,0.6247,0.7947,2.13,18.53,0.6347,0.0,very_high,0,MT,1
case_11291,Gate In,Res.GateIn,2026-04-27 20:18:00,2026-04-27 20:18:00,2026-04-27 20:18:00,receive,4,20.0,T08,0,1,medium,0.8365,6.08,1,47.07,7.45,low,0.5235,0,0.6135,0.483,10.0,49.63,0.6335,1.0,low,0,T08,1
case_11292,Gate In,Res.GateIn,2026-04-27 20:18:00,2026-04-27 20:18:00,2026-04-27 20:18:00,delivery,5,5.0,T24,0,0,high,0.81,7.33,1,132.67,24.67,mid,0.4067,1,0.5233,0.6033,18.67,165.33,0.5533,1.0,medium,1,T24,1
case_11293,Gate In,Res.GateIn,2026-04-27 20:18:00,2026-04-27 20:18:00,2026-04-27 20:18:00,delivery,4,1.0,T24,0,0,high,0.8485,8.17,1,165.17,23.75,top_3,0.5315,1,0.62,0.77,22.42,188.67,0.64,1.0,very_high,0,T24,1
case_11294,Gate In,Res.GateIn,2026-04-27 20:18:00,2026-04-27 20:18:00,2026-04-27 20:18:00,receive,4,3.0,T20,0,1,medium,0.8205,5.9,1,93.1,5.4,top_3,0.4052,0,0.5805,0.7558,15.6,98.9,0.5905,1.0,very_high,0,T20,1
case_11274,RMG_receive,T09,2026-04-27 20:05:00,2026-04-27 20:19:00,2026-04-27 20:23:00,mixed,9,16.0,T09,0,1,low,0.8531,3.47,2,108.53,29.08,low,0.35,1,0.4585,0.3769,34.4,151.88,0.51,0.5,low,0,T09,2
case_11278,RMG_mixed,T24,2026-04-27 20:08:00,2026-04-27 20:19:00,2026-04-27 20:28:00,mixed,13,7.0,T24,0,1,medium,0.8389,4.45,1,125.75,25.25,mid,0.5,1,0.5011,0.6422,31.75,174.3,0.56,1.0,high,0,T24,2
case_11286,RMG_receive,T12,2026-04-27 20:16:00,2026-04-27 20:19:00,2026-04-27 20:24:00,receive,5,8.0,T12,0,1,high,0.91,8.8,1,161.4,13.9,mid,0.42,0,0.56,0.6652,12.17,184.23,0.6,1.0,high,0,T12,1
case_11290,LL_receive,LL,2026-04-27 20:18:00,2026-04-27 20:19:00,2026-04-27 20:23:00,receive,4,,MT,0,1,high,0.7947,9.0,1,15.07,9.0,non_rmg,0.4947,0,0.6247,0.7947,2.13,18.53,0.6347,0.0,very_high,0,MT,1
case_11295,Gate In,Res.GateIn,2026-04-27 20:19:00,2026-04-27 20:19:00,2026-04-27 20:19:00,receive,5,7.0,T20,0,1,high,0.75,8.93,1,120.0,20.47,mid,0.3948,0,0.6,0.7052,39.13,156.53,0.59,1.0,high,0,T20,1
case_11294,RMG_receive,T20,2026-04-27 20:18:00,2026-04-27 20:19:00,2026-04-27 20:24:00,receive,4,3.0,T20,0,1,medium,0.8205,5.9,1,93.1,5.4,top_3,0.4052,0,0.5805,0.7558,15.6,98.9,0.5905,1.0,very_high,0,T20,1
case_11296,Gate In,Res.GateIn,2026-04-27 20:19:00,2026-04-27 20:19:00,2026-04-27 20:19:00,receive,4,8.0,T16,0,1,high,0.84,8.47,1,131.0,41.27,mid,0.3582,0,0.5118,0.6455,20.93,201.33,0.54,1.0,high,0,T16,1
case_11244,Gate Out,Res.GateOut,2026-04-27 20:12:00,2026-04-27 20:20:00,2026-04-27 20:20:00,receive,5,14.0,T12,0,1,very_high,0.8654,12.0,1,142.17,11.17,low,0.4177,0,0.54,0.5769,16.5,164.17,0.5777,1.0,medium,0,T12,1
case_11269,Gate Out,Res.GateOut,2026-04-27 20:07:00,2026-04-27 20:20:00,2026-04-27 20:20:00,delivery,6,9.0,T25,1,0,medium,0.8279,5.42,1,138.75,25.83,mid,0.53,1,0.6221,0.6921,22.08,164.83,0.646,1.0,high,0,T25,1
case_11268,Gate Out,Res.GateOut,2026-04-27 20:16:00,2026-04-27 20:20:00,2026-04-27 20:20:00,receive,4,2.0,T23,0,1,low,0.69,1.07,1,115.53,30.73,top_3,0.4998,0,0.5497,0.7698,21.8,152.33,0.5598,1.0,very_high,0,T23,1
case_11297,Gate In,Res.GateIn,2026-04-27 20:20:00,2026-04-27 20:20:00,2026-04-27 20:20:00,delivery,4,8.0,T18,0,0,high,0.91,8.13,1,131.77,14.05,mid,0.39,1,0.5405,0.6205,17.75,152.32,0.58,1.0,medium,0,T18,1
case_11298,Gate In,Res.GateIn,2026-04-27 20:20:00,2026-04-27 20:20:00,2026-04-27 20:20:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_11191,Gate Out,Res.GateOut,2026-04-27 20:07:00,2026-04-27 20:20:00,2026-04-27 20:20:00,receive,4,,VC,0,1,medium,0.9,6.7,1,58.7,8.4,non_rmg,0.45,0,0.58,0.45,6.7,63.5,0.61,1.0,low,0,VC,1
case_11299,Gate In,Res.GateIn,2026-04-27 20:20:00,2026-04-27 20:20:00,2026-04-27 20:20:00,delivery,4,17.0,T10,0,0,medium,0.7864,7.0,1,123.7,25.3,low,0.4564,1,0.59,0.4536,30.0,174.15,0.6,1.0,low,0,T10,1
case_11232,Gate Out,Res.GateOut,2026-04-27 19:46:00,2026-04-27 20:21:00,2026-04-27 20:21:00,receive,4,,VC,0,1,very_high,0.8351,16.18,1,79.15,15.07,non_rmg,0.5249,0,0.6149,0.5249,16.18,87.98,0.6349,1.0,medium,0,VC,1
case_11245,Gate Out,Res.GateOut,2026-04-27 20:04:00,2026-04-27 20:21:00,2026-04-27 20:21:00,delivery,3,4.0,T15,0,0,high,0.8521,10.33,1,142.83,30.83,mid,0.42,1,0.5321,0.63,16.33,161.0,0.5721,1.0,medium,0,T15,1
case_11250,Gate Out,Res.GateOut,2026-04-27 20:15:00,2026-04-27 20:21:00,2026-04-27 20:21:00,delivery,4,,VC,0,0,very_high,0.773,39.2,1,125.8,21.8,non_rmg,0.47,1,0.52,0.47,39.2,156.8,0.5565,1.0,low,0,VC,1
case_11282,RMG_receive,T25,2026-04-27 20:14:00,2026-04-27 20:21:00,2026-04-27 20:28:00,receive,5,10.0,T25,0,1,medium,0.83,7.0,1,129.07,16.2,mid,0.58,0,0.5501,0.6899,25.1,170.43,0.6001,1.0,high,0,T25,1
case_11288,HO2_delivery,HO2,2026-04-27 20:18:00,2026-04-27 20:21:00,2026-04-27 20:31:00,receive,4,,VC,0,1,very_high,0.744,14.42,1,75.33,20.08,non_rmg,0.406,0,0.594,0.406,14.42,113.5,0.59,1.0,low,0,VC,1
case_11297,RMG_delivery,T18,2026-04-27 20:20:00,2026-04-27 20:21:00,2026-04-27 20:23:00,delivery,4,8.0,T18,0,0,high,0.91,8.13,1,131.77,14.05,mid,0.39,1,0.5405,0.6205,17.75,152.32,0.58,1.0,medium,0,T18,1
case_11300,Gate In,Res.GateIn,2026-04-27 20:21:00,2026-04-27 20:21:00,2026-04-27 20:21:00,mixed,9,12.0,T13,0,1,medium,0.8722,6.77,2,86.62,16.53,low,0.3561,1,0.4783,0.5183,14.12,115.8,0.5283,0.5,medium,0,T13,2
case_11300,LL_delivery,LL,2026-04-27 20:21:00,2026-04-27 20:21:00,2026-04-27 20:26:00,mixed,9,12.0,T13,0,1,medium,0.8722,6.77,2,86.62,16.53,low,0.3561,1,0.4783,0.5183,14.12,115.8,0.5283,0.5,medium,0,T13,2
case_11301,Gate In,Res.GateIn,2026-04-27 20:21:00,2026-04-27 20:21:00,2026-04-27 20:21:00,receive,5,5.0,T15,0,1,medium,0.7464,4.8,1,120.75,23.6,mid,0.4036,0,0.5964,0.7136,17.9,164.75,0.59,1.0,high,0,T15,1
case_11301,RMG_receive,T15,2026-04-27 20:21:00,2026-04-27 20:21:00,2026-04-27 20:40:00,receive,5,5.0,T15,0,1,medium,0.7464,4.8,1,120.75,23.6,mid,0.4036,0,0.5964,0.7136,17.9,164.75,0.59,1.0,high,0,T15,1
case_11285,LL_delivery,LL,2026-04-27 20:16:00,2026-04-27 20:22:00,2026-04-27 20:32:00,mixed,10,10.0,T11,0,1,low,0.87,2.8,2,89.1,25.9,mid,0.4698,1,0.63,0.72,19.4,120.5,0.64,0.5,very_high,0,T11,2
case_11284,HO2_delivery,HO2,2026-04-27 20:15:00,2026-04-27 20:23:00,2026-04-27 20:26:00,receive,5,,VC,0,1,very_high,0.83,29.37,1,133.48,21.18,non_rmg,0.58,0,0.5572,0.58,29.37,153.4,0.6072,1.0,medium,0,VC,1
case_11293,RMG_delivery,T24,2026-04-27 20:18:00,2026-04-27 20:23:00,2026-04-27 20:27:00,delivery,4,1.0,T24,0,0,high,0.8485,8.17,1,165.17,23.75,top_3,0.5315,1,0.62,0.77,22.42,188.67,0.64,1.0,very_high,0,T24,1
case_11183,Gate Out,Res.GateOut,2026-04-27 19:43:00,2026-04-27 20:23:00,2026-04-27 20:23:00,receive,4,13.0,T17,0,1,high,0.8725,8.0,1,125.0,30.0,low,0.44,0,0.58,0.64,22.0,124.0,0.61,1.0,high,0,T17,1
case_11259,Gate Out,Res.GateOut,2026-04-27 20:14:00,2026-04-27 20:24:00,2026-04-27 20:24:00,mixed,12,6.0,T24,0,1,medium,0.758,6.8,1,102.8,26.0,mid,0.484,1,0.53,0.677,36.6,121.6,0.564,0.5,high,0,T24,2
case_11299,RMG_delivery,T10,2026-04-27 20:20:00,2026-04-27 20:24:00,2026-04-27 20:45:00,delivery,4,17.0,T10,0,0,medium,0.7864,7.0,1,123.7,25.3,low,0.4564,1,0.59,0.4536,30.0,174.15,0.6,1.0,low,0,T10,1
case_11205,Gate Out,Res.GateOut,2026-04-27 19:38:00,2026-04-27 20:24:00,2026-04-27 20:24:00,delivery,8,,VC,1,0,high,0.91,9.18,1,119.93,5.18,non_rmg,0.41,1,0.55,0.41,9.18,131.0,0.59,1.0,low,1,VC,1
case_11241,Gate Out,Res.GateOut,2026-04-27 20:14:00,2026-04-27 20:25:00,2026-04-27 20:25:00,delivery,4,,VC,0,0,very_high,0.75,37.53,1,122.88,22.23,non_rmg,0.3906,1,0.6,0.3906,37.53,156.4,0.5903,1.0,low,0,VC,1
case_11258,Gate Out,Res.GateOut,2026-04-27 20:19:00,2026-04-27 20:25:00,2026-04-27 20:25:00,delivery,4,,VC,0,0,very_high,0.894,15.8,1,65.8,10.8,non_rmg,0.444,1,0.58,0.444,15.8,98.0,0.61,1.0,low,0,VC,1
case_11264,Gate Out,Res.GateOut,2026-04-27 20:11:00,2026-04-27 20:25:00,2026-04-27 20:25:00,mixed,9,12.0,T27,0,1,low,0.9142,1.37,2,16.47,5.63,low,0.49,2,0.5684,0.6126,0.68,21.73,0.6142,0.333,medium,0,T27,3
case_11287,RMG_receive,T09,2026-04-27 20:18:00,2026-04-27 20:25:00,2026-04-27 20:31:00,receive,5,11.0,T09,0,1,high,0.8584,10.2,1,162.3,9.1,low,0.4142,0,0.54,0.62,13.4,169.03,0.5742,1.0,medium,0,T09,1
case_11302,Gate In,Res.GateIn,2026-04-27 20:26:00,2026-04-27 20:26:00,2026-04-27 20:26:00,delivery,3,,MT,0,0,very_high,0.8233,25.67,1,132.67,25.67,non_rmg,0.3817,1,0.55,0.8233,24.33,162.0,0.5617,0.0,very_high,0,MT,1
case_11248,Gate Out,Res.GateOut,2026-04-27 20:19:00,2026-04-27 20:27:00,2026-04-27 20:27:00,receive,4,9.0,T12,0,1,low,0.8739,2.0,1,34.95,11.6,mid,0.36,0,0.5122,0.59,2.35,42.7,0.5461,1.0,medium,0,T12,1
case_11303,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,delivery,4,1.0,T16,0,0,medium,0.832,5.4,1,65.0,16.6,top_3,0.528,1,0.618,0.736,12.0,99.4,0.638,1.0,very_high,0,T16,1
case_11304,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,receive,5,15.0,T07,0,1,low,0.9211,0.3,1,8.4,7.2,low,0.42,0,0.5622,0.5389,1.1,11.2,0.6011,1.0,medium,0,T07,1
case_11305,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,delivery,3,,MT,0,0,very_high,0.84,11.17,1,81.67,11.17,non_rmg,0.4727,1,0.5427,0.84,10.83,101.83,0.5827,0.0,very_high,0,MT,1
case_11306,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,receive,4,20.0,T07,0,1,low,0.81,1.0,1,22.47,8.43,low,0.4522,0,0.56,0.3311,1.3,32.6,0.5811,1.0,low,0,T07,1
case_11307,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,receive,5,3.0,T21,0,1,low,0.8502,1.87,1,47.27,8.93,top_3,0.4101,0,0.54,0.67,5.8,57.67,0.5701,1.0,high,0,T21,1
case_11308,Gate In,Res.GateIn,2026-04-27 20:27:00,2026-04-27 20:27:00,2026-04-27 20:27:00,receive,4,6.0,T16,0,1,medium,0.7768,5.57,1,132.13,25.7,mid,0.5664,0,0.5932,0.7364,34.55,173.9,0.6232,1.0,very_high,0,T16,1
case_11247,Gate Out,Res.GateOut,2026-04-27 20:24:00,2026-04-27 20:28:00,2026-04-27 20:28:00,receive,10,11.0,T12,0,2,low,0.87,2.67,2,56.67,24.17,low,0.47,0,0.61,0.6754,12.5,81.17,0.63,1.0,high,0,T12,2
case_11274,Gate Out,Res.GateOut,2026-04-27 20:23:00,2026-04-27 20:28:00,2026-04-27 20:28:00,mixed,9,16.0,T09,0,1,low,0.8531,3.47,2,108.53,29.08,low,0.35,1,0.4585,0.3769,34.4,151.88,0.51,0.5,low,0,T09,2
case_11280,Gate Out,Res.GateOut,2026-04-27 20:20:00,2026-04-27 20:28:00,2026-04-27 20:28:00,delivery,3,17.0,T06,0,0,low,0.8502,1.13,1,29.8,10.47,low,0.49,1,0.6198,0.46,5.07,40.53,0.63,1.0,low,0,T06,1
case_11307,RMG_receive,T21,2026-04-27 20:27:00,2026-04-27 20:28:00,2026-04-27 20:35:00,receive,5,3.0,T21,0,1,low,0.8502,1.87,1,47.27,8.93,top_3,0.4101,0,0.54,0.67,5.8,57.67,0.5701,1.0,high,0,T21,1
case_11252,Gate Out,Res.GateOut,2026-04-27 20:23:00,2026-04-27 20:29:00,2026-04-27 20:29:00,receive,5,7.0,T19,0,1,low,0.8522,1.9,1,17.6,6.1,mid,0.42,0,0.5278,0.6022,0.1,18.8,0.56,1.0,medium,0,T19,1
case_11272,Gate Out,Res.GateOut,2026-04-27 20:21:00,2026-04-27 20:29:00,2026-04-27 20:29:00,delivery,4,14.0,T27,0,0,high,0.8412,8.5,1,120.5,11.0,low,0.48,1,0.58,0.5988,18.5,138.0,0.6012,1.0,medium,0,T27,1
case_11275,Gate Out,Res.GateOut,2026-04-27 20:15:00,2026-04-27 20:29:00,2026-04-27 20:29:00,delivery,3,,MT,0,0,very_high,0.7262,27.0,1,98.5,27.0,non_rmg,0.4675,1,0.53,0.7262,42.0,146.5,0.5488,0.0,very_high,0,MT,1
case_11281,Gate Out,Res.GateOut,2026-04-27 20:17:00,2026-04-27 20:29:00,2026-04-27 20:29:00,delivery,3,14.0,T12,0,0,high,0.8472,7.3,1,60.37,11.05,low,0.4728,1,0.5656,0.53,19.83,104.67,0.6028,1.0,medium,0,T12,1
case_11295,RMG_receive,T20,2026-04-27 20:19:00,2026-04-27 20:29:00,2026-04-27 20:40:00,receive,5,7.0,T20,0,1,high,0.75,8.93,1,120.0,20.47,mid,0.3948,0,0.6,0.7052,39.13,156.53,0.59,1.0,high,0,T20,1
case_11255,Gate Out,Res.GateOut,2026-04-27 20:27:00,2026-04-27 20:30:00,2026-04-27 20:30:00,receive,5,16.0,T12,0,1,medium,0.8621,4.7,1,129.35,43.4,low,0.4479,0,0.58,0.52,16.65,166.55,0.61,1.0,medium,0,T12,1
case_11279,Gate Out,Res.GateOut,2026-04-27 20:26:00,2026-04-27 20:30:00,2026-04-27 20:30:00,receive,6,5.0,T20,0,1,high,0.8264,9.15,1,144.88,18.42,mid,0.5332,0,0.6268,0.7568,21.43,177.85,0.64,1.0,very_high,1,T20,1
case_11291,RMG_receive,T08,2026-04-27 20:18:00,2026-04-27 20:30:00,2026-04-27 20:40:00,receive,4,20.0,T08,0,1,medium,0.8365,6.08,1,47.07,7.45,low,0.5235,0,0.6135,0.483,10.0,49.63,0.6335,1.0,low,0,T08,1
case_11306,RMG_receive,T07,2026-04-27 20:27:00,2026-04-27 20:30:00,2026-04-27 20:37:00,receive,4,20.0,T07,0,1,low,0.81,1.0,1,22.47,8.43,low,0.4522,0,0.56,0.3311,1.3,32.6,0.5811,1.0,low,0,T07,1
case_11278,Gate Out,Res.GateOut,2026-04-27 20:28:00,2026-04-27 20:31:00,2026-04-27 20:31:00,mixed,13,7.0,T24,0,1,medium,0.8389,4.45,1,125.75,25.25,mid,0.5,1,0.5011,0.6422,31.75,174.3,0.56,1.0,high,0,T24,2
case_11262,Gate Out,Res.GateOut,2026-04-27 20:27:00,2026-04-27 20:32:00,2026-04-27 20:32:00,receive,5,1.0,T24,0,1,high,0.84,7.67,1,131.0,41.27,top_3,0.3582,0,0.5118,0.7218,20.93,201.33,0.54,1.0,very_high,0,T24,1
case_11270,Gate Out,Res.GateOut,2026-04-27 20:22:00,2026-04-27 20:32:00,2026-04-27 20:32:00,mixed,11,1.0,T23,0,1,low,0.86,1.12,1,9.77,0.0,top_3,0.5003,1,0.4703,0.6803,5.47,14.47,0.5403,0.5,high,0,T23,2
case_11286,Gate Out,Res.GateOut,2026-04-27 20:24:00,2026-04-27 20:32:00,2026-04-27 20:32:00,receive,5,8.0,T12,0,1,high,0.91,8.8,1,161.4,13.9,mid,0.42,0,0.56,0.6652,12.17,184.23,0.6,1.0,high,0,T12,1
case_11294,Gate Out,Res.GateOut,2026-04-27 20:24:00,2026-04-27 20:32:00,2026-04-27 20:32:00,receive,4,3.0,T20,0,1,medium,0.8205,5.9,1,93.1,5.4,top_3,0.4052,0,0.5805,0.7558,15.6,98.9,0.5905,1.0,very_high,0,T20,1
case_11309,Gate In,Res.GateIn,2026-04-27 20:32:00,2026-04-27 20:32:00,2026-04-27 20:32:00,mixed,12,15.0,T06,0,1,high,0.7657,7.27,1,120.4,29.53,low,0.44,1,0.6022,0.47,21.67,151.67,0.6,0.5,low,0,T06,2
case_11206,Gate Out,Res.GateOut,2026-04-27 19:45:00,2026-04-27 20:32:00,2026-04-27 20:32:00,receive,5,,MT,0,1,very_high,0.7738,24.9,1,97.3,24.9,non_rmg,0.4438,0,0.5962,0.7738,24.0,134.27,0.6,1.0,very_high,0,MT,1
case_11290,Gate Out,Res.GateOut,2026-04-27 20:23:00,2026-04-27 20:33:00,2026-04-27 20:33:00,receive,4,,MT,0,1,high,0.7947,9.0,1,15.07,9.0,non_rmg,0.4947,0,0.6247,0.7947,2.13,18.53,0.6347,0.0,very_high,0,MT,1
case_11298,RMG_receive,T10,2026-04-27 20:20:00,2026-04-27 20:33:00,2026-04-27 20:37:00,receive,4,14.0,T10,0,1,very_high,0.7775,10.95,1,131.07,24.1,low,0.5651,0,0.5925,0.5651,32.15,178.7,0.6225,1.0,medium,0,T10,1
case_11300,Gate Out,Res.GateOut,2026-04-27 20:26:00,2026-04-27 20:33:00,2026-04-27 20:33:00,mixed,9,12.0,T13,0,1,medium,0.8722,6.77,2,86.62,16.53,low,0.3561,1,0.4783,0.5183,14.12,115.8,0.5283,0.5,medium,0,T13,2
case_11310,Gate In,Res.GateIn,2026-04-27 20:33:00,2026-04-27 20:33:00,2026-04-27 20:33:00,delivery,3,2.0,T24,0,0,high,0.84,7.65,1,101.1,7.12,top_3,0.48,1,0.5778,0.72,18.0,110.97,0.6,0.0,very_high,0,T24,1
case_11311,Gate In,Res.GateIn,2026-04-27 20:33:00,2026-04-27 20:33:00,2026-04-27 20:33:00,receive,4,14.0,T16,0,1,very_high,0.8677,12.67,1,126.87,30.07,low,0.4423,0,0.58,0.6347,17.07,165.73,0.61,1.0,medium,0,T16,1
case_11312,Gate In,Res.GateIn,2026-04-27 20:33:00,2026-04-27 20:33:00,2026-04-27 20:33:00,mixed,12,10.0,T26,0,1,high,0.91,7.7,1,145.07,6.17,mid,0.4194,1,0.5594,0.6477,12.53,151.4,0.5994,1.0,high,0,T26,2
case_11238,Gate Out,Res.GateOut,2026-04-27 20:21:00,2026-04-27 20:34:00,2026-04-27 20:34:00,receive,5,6.0,T15,0,1,low,0.7471,3.58,1,62.92,18.08,mid,0.4535,0,0.5835,0.6271,10.42,99.08,0.59,1.0,medium,0,T15,1
case_11282,Gate Out,Res.GateOut,2026-04-27 20:28:00,2026-04-27 20:34:00,2026-04-27 20:34:00,receive,5,10.0,T25,0,1,medium,0.83,7.0,1,129.07,16.2,mid,0.58,0,0.5501,0.6899,25.1,170.43,0.6001,1.0,high,0,T25,1
case_11288,Gate Out,Res.GateOut,2026-04-27 20:31:00,2026-04-27 20:34:00,2026-04-27 20:34:00,receive,4,,VC,0,1,very_high,0.744,14.42,1,75.33,20.08,non_rmg,0.406,0,0.594,0.406,14.42,113.5,0.59,1.0,low,0,VC,1
case_11297,Gate Out,Res.GateOut,2026-04-27 20:23:00,2026-04-27 20:34:00,2026-04-27 20:34:00,delivery,4,8.0,T18,0,0,high,0.91,8.13,1,131.77,14.05,mid,0.39,1,0.5405,0.6205,17.75,152.32,0.58,1.0,medium,0,T18,1
case_11303,RMG_delivery,T16,2026-04-27 20:27:00,2026-04-27 20:34:00,2026-04-27 20:42:00,delivery,4,1.0,T16,0,0,medium,0.832,5.4,1,65.0,16.6,top_3,0.528,1,0.618,0.736,12.0,99.4,0.638,1.0,very_high,0,T16,1
case_11309,RMG_mixed,T06,2026-04-27 20:32:00,2026-04-27 20:34:00,2026-04-27 20:42:00,mixed,12,15.0,T06,0,1,high,0.7657,7.27,1,120.4,29.53,low,0.44,1,0.6022,0.47,21.67,151.67,0.6,0.5,low,0,T06,2
case_11313,Gate In,Res.GateIn,2026-04-27 20:34:00,2026-04-27 20:34:00,2026-04-27 20:34:00,mixed,13,,VC,0,1,very_high,0.87,34.0,1,135.2,31.6,non_rmg,0.35,1,0.45,0.35,34.0,187.0,0.509,1.0,low,0,VC,2
case_11312,RMG_mixed,T26,2026-04-27 20:33:00,2026-04-27 20:34:00,2026-04-27 21:08:00,mixed,12,10.0,T26,0,1,high,0.91,7.7,1,145.07,6.17,mid,0.4194,1,0.5594,0.6477,12.53,151.4,0.5994,1.0,high,0,T26,2
case_11222,Gate Out,Res.GateOut,2026-04-27 20:28:00,2026-04-27 20:34:00,2026-04-27 20:34:00,mixed,13,4.0,T12,0,1,medium,0.86,5.68,1,102.27,13.68,mid,0.3766,1,0.5833,0.7066,1.37,107.53,0.5933,1.0,high,0,T12,2
case_11283,RMG_receive,T08,2026-04-27 20:15:00,2026-04-27 20:35:00,2026-04-27 20:40:00,receive,5,17.0,T08,0,1,low,0.69,2.65,1,122.55,32.8,low,0.5172,0,0.55,0.4228,17.45,166.5,0.5686,1.0,low,0,T08,1
case_11304,RMG_receive,T07,2026-04-27 20:27:00,2026-04-27 20:35:00,2026-04-27 20:39:00,receive,5,15.0,T07,0,1,low,0.9211,0.3,1,8.4,7.2,low,0.42,0,0.5622,0.5389,1.1,11.2,0.6011,1.0,medium,0,T07,1
case_11313,HO2_receive,HO2,2026-04-27 20:34:00,2026-04-27 20:35:00,2026-04-27 20:37:00,mixed,13,,VC,0,1,very_high,0.87,34.0,1,135.2,31.6,non_rmg,0.35,1,0.45,0.35,34.0,187.0,0.509,1.0,low,0,VC,2
case_11265,Gate Out,Res.GateOut,2026-04-27 20:19:00,2026-04-27 20:36:00,2026-04-27 20:36:00,delivery,3,,VC,0,0,very_high,0.84,42.33,1,113.77,6.93,non_rmg,0.3831,1,0.5831,0.3831,42.33,151.17,0.5931,1.0,low,0,VC,1
case_11284,Gate Out,Res.GateOut,2026-04-27 20:26:00,2026-04-27 20:37:00,2026-04-27 20:37:00,receive,5,,VC,0,1,very_high,0.83,29.37,1,133.48,21.18,non_rmg,0.58,0,0.5572,0.58,29.37,153.4,0.6072,1.0,medium,0,VC,1
case_11314,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,receive,5,4.0,T20,0,1,high,0.7029,8.77,1,111.83,25.07,mid,0.451,0,0.5281,0.6719,22.67,148.73,0.54,1.0,high,0,T20,1
case_11315,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,delivery,3,,VC,0,0,very_high,0.838,38.0,1,126.8,19.2,non_rmg,0.53,1,0.612,0.53,38.0,165.2,0.641,1.0,medium,0,VC,1
case_11316,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,delivery,4,,VC,0,0,very_high,0.92,26.48,1,108.68,7.38,non_rmg,0.4837,1,0.58,0.4837,26.48,140.38,0.62,1.0,low,0,VC,1
case_11317,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,receive,9,11.0,T10,0,2,low,0.87,1.0,2,18.57,5.28,low,0.48,0,0.6057,0.6814,2.0,19.13,0.6257,1.0,high,0,T10,2
case_11318,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,delivery,3,17.0,T09,0,0,medium,0.8104,5.83,1,79.83,17.17,low,0.5202,2,0.62,0.5196,11.75,120.67,0.64,0.0,medium,0,T09,2
case_11319,Gate In,Res.GateIn,2026-04-27 20:37:00,2026-04-27 20:37:00,2026-04-27 20:37:00,receive,5,12.0,T09,0,1,high,0.87,8.35,1,85.95,29.05,low,0.4689,0,0.63,0.7011,20.8,122.25,0.64,1.0,high,0,T09,1
case_11215,Gate Out,Res.GateOut,2026-04-27 20:06:00,2026-04-27 20:37:00,2026-04-27 20:37:00,receive,4,14.0,T13,0,1,low,0.8586,2.45,1,36.25,22.85,low,0.37,0,0.49,0.5228,5.45,50.1,0.53,1.0,medium,0,T13,1
case_11254,Gate Out,Res.GateOut,2026-04-27 20:25:00,2026-04-27 20:38:00,2026-04-27 20:38:00,mixed,8,17.0,T09,0,1,medium,0.8184,6.1,2,117.73,22.27,low,0.5684,1,0.56,0.4463,28.9,145.97,0.6084,0.5,low,0,T09,2
case_11305,LL_delivery,LL,2026-04-27 20:27:00,2026-04-27 20:38:00,2026-04-27 20:42:00,delivery,3,,MT,0,0,very_high,0.84,11.17,1,81.67,11.17,non_rmg,0.4727,1,0.5427,0.84,10.83,101.83,0.5827,0.0,very_high,0,MT,1
case_11311,RMG_receive,T16,2026-04-27 20:33:00,2026-04-27 20:38:00,2026-04-27 20:45:00,receive,4,14.0,T16,0,1,very_high,0.8677,12.67,1,126.87,30.07,low,0.4423,0,0.58,0.6347,17.07,165.73,0.61,1.0,medium,0,T16,1
case_11314,RMG_receive,T20,2026-04-27 20:37:00,2026-04-27 20:38:00,2026-04-27 20:43:00,receive,5,4.0,T20,0,1,high,0.7029,8.77,1,111.83,25.07,mid,0.451,0,0.5281,0.6719,22.67,148.73,0.54,1.0,high,0,T20,1
