case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,target_utilization_bin,full_ratio,process_flow_type,target_demand,target_utilization,target_area,n_stops,n_receives,target_rank,gate_demand,rmg_demand,n_deliveries,rmg_utilization,mt_utilization,has_hazardous,target_rank_group,gate_utilization,has_reefer,primary_target_area,vc_utilization,target_demand_bin,vc_demand,mt_demand,n_containers,visit_complexity
case_47,Gate In,Res.GateIn,2026-04-20 18:51:00,2026-04-20 18:51:00,2026-04-20 18:51:00,high,1.0,receive,5.2,0.671,T15,1,1,9.0,117.6,98.2,0,0.5905,0.87,0,mid,0.62,0,T15,0.48,medium,17.2,12.0,1,5
case_31,Gate Out,Res.GateOut,2026-04-20 18:47:00,2026-04-20 18:52:00,2026-04-20 18:52:00,very_high,0.5,mixed,5.13,0.7851,T21,1,1,1.0,92.97,96.37,1,0.61,0.8351,0,top_3,0.6351,1,T21,0.5251,medium,28.27,0.0,2,14
case_48,Gate In,Res.GateIn,2026-04-20 18:52:00,2026-04-20 18:52:00,2026-04-20 18:52:00,low,1.0,delivery,5.87,0.4743,T10,1,0,17.0,103.43,105.37,1,0.4836,0.8036,0,low,0.5236,0,T10,0.4064,medium,12.33,11.7,1,4
case_11,Gate Out,Res.GateOut,2026-04-20 18:31:00,2026-04-20 18:53:00,2026-04-20 18:53:00,high,0.0,delivery,8.85,0.69,T26,1,0,7.0,150.75,116.3,1,0.5851,0.9149,0,mid,0.62,0,T26,0.4698,high,40.4,5.05,1,3
case_18,Gate Out,Res.GateOut,2026-04-20 18:49:00,2026-04-20 18:53:00,2026-04-20 18:53:00,high,1.0,receive,5.73,0.65,T16,1,1,8.0,98.97,52.2,0,0.59,0.7645,0,mid,0.6,0,T16,0.4655,medium,11.35,12.28,1,5
case_30,RMG_delivery,T27,2026-04-20 18:30:00,2026-04-20 18:53:00,2026-04-20 19:04:00,high,0.0,delivery,9.77,0.6876,T14,1,0,3.0,71.97,69.6,1,0.5976,0.7048,0,top_3,0.5924,0,T14,0.47,high,6.0,3.2,1,3
case_32,Gate Out,Res.GateOut,2026-04-20 18:39:00,2026-04-20 18:53:00,2026-04-20 18:53:00,very_high,1.0,receive,25.48,0.75,MT,1,1,,173.02,141.5,0,0.6,0.75,0,non_rmg,0.59,0,MT,0.393,very_high,51.32,25.48,1,4
case_49,Gate In,Res.GateIn,2026-04-20 18:53:00,2026-04-20 18:53:00,2026-04-20 18:53:00,medium,1.0,receive,2.7,0.6132,T13,1,1,14.0,52.65,27.3,0,0.6021,0.8011,0,low,0.6132,0,T13,0.4842,low,10.35,4.85,1,4
case_7,Gate Out,Res.GateOut,2026-04-20 18:35:00,2026-04-20 18:54:00,2026-04-20 18:54:00,very_high,1.0,receive,21.27,0.7568,MT,1,1,,151.5,135.5,0,0.52,0.7568,0,non_rmg,0.55,0,MT,0.4684,very_high,24.93,21.27,1,5
case_19,RMG_delivery,T27,2026-04-20 18:26:00,2026-04-20 18:54:00,2026-04-20 18:58:00,high,1.0,receive,2.9,0.7082,T25,1,1,8.0,47.97,37.5,0,0.6291,0.82,0,mid,0.6491,0,T25,0.53,low,6.73,12.27,1,5
case_50,Gate In,Res.GateIn,2026-04-20 18:54:00,2026-04-20 18:54:00,2026-04-20 18:54:00,medium,1.0,receive,5.95,0.5762,T15,1,1,6.0,95.4,70.18,0,0.4762,0.8708,0,mid,0.5262,0,T15,0.3554,medium,14.68,14.27,1,5
case_51,Gate In,Res.GateIn,2026-04-20 18:54:00,2026-04-20 18:54:00,2026-04-20 18:54:00,low,1.0,receive,4.2,0.363,T10,1,1,19.0,55.0,66.8,0,0.506,0.877,0,low,0.543,0,T10,0.36,low,4.2,13.6,1,5
case_52,Gate In,Res.GateIn,2026-04-20 18:54:00,2026-04-20 18:54:00,2026-04-20 18:54:00,very_high,0.0,delivery,5.0,0.9162,MT,1,0,,21.13,17.13,1,0.5723,0.9162,0,non_rmg,0.6162,0,MT,0.49,medium,1.0,5.0,1,2
case_53,Gate In,Res.GateIn,2026-04-20 18:54:00,2026-04-20 18:54:00,2026-04-20 18:54:00,medium,1.0,delivery,7.5,0.63,T21,1,0,4.0,110.5,82.0,1,0.5125,0.8425,0,mid,0.5462,0,T21,0.4062,high,13.5,6.5,1,4
case_43,LL_delivery,LL,2026-04-20 18:50:00,2026-04-20 18:55:00,2026-04-20 19:07:00,low,1.0,receive,6.0,0.48,T06,1,1,15.0,171.15,135.5,0,0.5829,0.9029,0,low,0.6129,0,T06,0.4529,medium,34.2,7.45,1,5
case_54,Gate In,Res.GateIn,2026-04-20 18:55:00,2026-04-20 18:55:00,2026-04-20 18:55:00,low,1.0,receive,44.82,0.482,VC,1,1,,177.05,138.23,0,0.53,0.7539,0,non_rmg,0.562,0,VC,0.482,very_high,44.82,36.3,1,4
case_55,Gate In,Res.GateIn,2026-04-20 18:55:00,2026-04-20 18:55:00,2026-04-20 18:55:00,very_high,0.0,delivery,7.73,0.7316,T14,1,0,2.0,121.9,87.62,1,0.62,0.8284,0,top_3,0.64,0,T14,0.5292,high,15.37,17.78,1,2
case_40,RMG_receive,T18,2026-04-20 18:50:00,2026-04-20 18:56:00,2026-04-20 19:03:00,medium,1.0,delivery,5.63,0.54,T27,1,0,15.0,168.42,135.63,1,0.5367,0.8567,0,low,0.5767,0,T27,0.42,medium,8.1,34.78,1,4
case_51,RMG_delivery,T07,2026-04-20 18:54:00,2026-04-20 18:56:00,2026-04-20 19:03:00,low,1.0,receive,4.2,0.363,T10,1,1,19.0,55.0,66.8,0,0.506,0.877,0,low,0.543,0,T10,0.36,low,4.2,13.6,1,5
case_56,Gate In,Res.GateIn,2026-04-20 18:56:00,2026-04-20 18:56:00,2026-04-20 18:56:00,low,0.5,mixed,0.75,0.2312,T12,2,1,21.0,49.0,30.75,1,0.5856,0.7056,0,low,0.5856,0,T12,0.47,low,7.5,11.5,2,10
case_27,Gate Out,Res.GateOut,2026-04-20 18:34:00,2026-04-20 18:57:00,2026-04-20 18:57:00,low,1.0,receive,14.9,0.47,VC,1,1,,94.23,67.33,0,0.61,0.87,0,non_rmg,0.63,0,VC,0.47,very_high,14.9,26.03,1,7
case_57,Gate In,Res.GateIn,2026-04-20 18:57:00,2026-04-20 18:57:00,2026-04-20 18:57:00,high,1.0,receive,5.15,0.64,T17,1,1,13.0,68.67,60.27,0,0.58,0.8765,0,low,0.61,0,T17,0.44,medium,7.15,13.08,1,4
case_38,RMG_delivery,T13,2026-04-20 18:49:00,2026-04-20 18:58:00,2026-04-20 19:03:00,low,1.0,receive,10.67,0.4579,VC,1,1,,92.83,64.33,0,0.58,0.7242,0,non_rmg,0.586,0,VC,0.4579,high,10.67,20.83,1,4
case_46,RMG_receive,T20,2026-04-20 18:50:00,2026-04-20 18:58:00,2026-04-20 20:30:00,medium,0.0,delivery,5.23,0.62,T12,1,0,15.0,116.73,101.5,1,0.58,0.9,0,low,0.61,1,T12,0.45,medium,24.55,8.45,1,5
case_52,HO2_receive,HO2,2026-04-20 18:54:00,2026-04-20 18:58:00,2026-04-20 19:37:00,very_high,0.0,delivery,5.0,0.9162,MT,1,0,,21.13,17.13,1,0.5723,0.9162,0,non_rmg,0.6162,0,MT,0.49,medium,1.0,5.0,1,2
case_53,RMG_receive,T22,2026-04-20 18:54:00,2026-04-20 18:58:00,2026-04-20 19:14:00,medium,1.0,delivery,7.5,0.63,T21,1,0,4.0,110.5,82.0,1,0.5125,0.8425,0,mid,0.5462,0,T21,0.4062,high,13.5,6.5,1,4
case_57,LL_delivery,LL,2026-04-20 18:57:00,2026-04-20 18:58:00,2026-04-20 19:07:00,high,1.0,receive,5.15,0.64,T17,1,1,13.0,68.67,60.27,0,0.58,0.8765,0,low,0.61,0,T17,0.44,medium,7.15,13.08,1,4
case_20,Gate Out,Res.GateOut,2026-04-20 18:40:00,2026-04-20 18:59:00,2026-04-20 18:59:00,very_high,1.0,mixed,8.35,0.7689,T23,1,1,2.0,166.0,126.55,1,0.6289,0.8222,0,top_3,0.64,0,T23,0.5311,high,22.0,19.75,2,13
case_42,RMG_receive,T09,2026-04-20 18:50:00,2026-04-20 18:59:00,2026-04-20 19:09:00,very_high,1.0,receive,6.4,0.74,T18,1,1,6.0,186.3,140.4,0,0.6168,0.8735,0,mid,0.6368,0,T18,0.49,medium,25.2,27.3,1,5
case_3,RMG_receive,T12,2026-04-20 18:29:00,2026-04-20 19:00:00,2026-04-20 19:07:00,medium,1.0,receive,7.7,0.63,T21,1,1,2.0,144.6,135.3,0,0.4908,0.8115,0,top_3,0.5308,0,T21,0.4,high,12.8,11.5,1,5
case_28,Gate Out,Res.GateOut,2026-04-20 18:34:00,2026-04-20 19:00:00,2026-04-20 19:00:00,high,1.0,receive,1.95,0.6916,T10,2,2,7.0,28.65,21.35,0,0.61,0.87,0,mid,0.63,0,T10,0.4784,low,2.95,6.0,2,10
case_37,HO2_receive,HO2,2026-04-20 18:48:00,2026-04-20 19:00:00,2026-04-20 19:23:00,very_high,0.5,mixed,4.93,0.7699,T21,1,1,4.0,85.53,99.5,1,0.59,0.7899,0,mid,0.62,0,T21,0.5798,medium,30.63,18.2,2,11
case_54,RMG_delivery,T21,2026-04-20 18:55:00,2026-04-20 19:00:00,2026-04-20 19:07:00,low,1.0,receive,44.82,0.482,VC,1,1,,177.05,138.23,0,0.53,0.7539,0,non_rmg,0.562,0,VC,0.482,very_high,44.82,36.3,1,4
case_33,RMG_receive,T10,2026-04-20 18:41:00,2026-04-20 19:01:00,2026-04-20 19:05:00,very_high,0.0,delivery,39.62,0.8111,MT,1,0,,156.5,136.3,1,0.52,0.8111,0,non_rmg,0.5505,0,MT,0.4105,very_high,18.22,39.62,1,2
case_55,RMG_delivery,T07,2026-04-20 18:55:00,2026-04-20 19:01:00,2026-04-20 19:07:00,very_high,0.0,delivery,7.73,0.7316,T14,1,0,2.0,121.9,87.62,1,0.62,0.8284,0,top_3,0.64,0,T14,0.5292,high,15.37,17.78,1,2
case_50,RMG_delivery,T24,2026-04-20 18:54:00,2026-04-20 19:02:00,2026-04-20 19:14:00,medium,1.0,receive,5.95,0.5762,T15,1,1,6.0,95.4,70.18,0,0.4762,0.8708,0,mid,0.5262,0,T15,0.3554,medium,14.68,14.27,1,5
case_16,RMG_receive,T13,2026-04-20 18:24:00,2026-04-20 19:03:00,2026-04-20 19:12:00,very_high,0.0,delivery,24.75,0.8334,MT,1,0,,114.7,92.2,1,0.5268,0.8334,0,non_rmg,0.5634,0,MT,0.42,very_high,12.55,24.75,1,3
case_48,RMG_receive,T17,2026-04-20 18:52:00,2026-04-20 19:03:00,2026-04-20 19:09:00,low,1.0,delivery,5.87,0.4743,T10,1,0,17.0,103.43,105.37,1,0.4836,0.8036,0,low,0.5236,0,T10,0.4064,medium,12.33,11.7,1,4
case_45,HO2_delivery,HO2,2026-04-20 18:50:00,2026-04-20 19:04:00,2026-04-20 19:07:00,very_high,0.0,receive,6.2,0.75,T24,1,1,3.0,159.0,112.2,0,0.6195,0.8795,0,top_3,0.6395,0,T24,0.47,medium,25.8,33.4,1,4
case_56,HO2_delivery,HO2,2026-04-20 18:56:00,2026-04-20 19:04:00,2026-04-20 19:10:00,low,0.5,mixed,0.75,0.2312,T12,2,1,21.0,49.0,30.75,1,0.5856,0.7056,0,low,0.5856,0,T12,0.47,low,7.5,11.5,2,10
case_47,RMG_receive,T09,2026-04-20 18:51:00,2026-04-20 19:06:00,2026-04-20 19:14:00,high,1.0,receive,5.2,0.671,T15,1,1,9.0,117.6,98.2,0,0.5905,0.87,0,mid,0.62,0,T15,0.48,medium,17.2,12.0,1,5
case_58,Gate In,Res.GateIn,2026-04-20 19:06:00,2026-04-20 19:06:00,2026-04-20 19:06:00,low,1.0,delivery,47.63,0.3936,VC,1,0,,168.03,135.0,1,0.6,0.75,0,non_rmg,0.59,0,VC,0.3936,very_high,47.63,23.97,1,3
case_59,Gate In,Res.GateIn,2026-04-20 19:06:00,2026-04-20 19:06:00,2026-04-20 19:06:00,low,1.0,receive,23.07,0.4493,VC,1,1,,176.47,122.93,0,0.58,0.8607,1,non_rmg,0.61,0,VC,0.4493,very_high,23.07,41.07,1,6
case_60,Gate In,Res.GateIn,2026-04-20 19:06:00,2026-04-20 19:06:00,2026-04-20 19:06:00,medium,0.5,mixed,7.9,0.6076,T15,2,1,8.0,162.68,137.73,1,0.52,0.8792,0,mid,0.5592,0,T15,0.3692,high,13.37,21.53,2,10
case_39,RMG_receive,T17,2026-04-20 18:50:00,2026-04-20 19:07:00,2026-04-20 19:11:00,medium,1.0,receive,31.0,0.58,VC,1,1,,175.23,145.77,0,0.5589,0.83,0,non_rmg,0.6089,0,VC,0.58,very_high,31.0,23.7,1,7
case_41,HO2_delivery,HO2,2026-04-20 18:50:00,2026-04-20 19:07:00,2026-04-20 19:09:00,medium,1.0,receive,10.0,0.6198,T23,1,1,8.0,181.75,144.08,0,0.5498,0.74,0,mid,0.5598,0,T23,0.4002,high,22.58,25.92,1,4
case_61,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,very_high,0.5,mixed,7.97,0.7249,T14,2,1,9.0,128.4,115.03,1,0.55,0.69,0,mid,0.5625,0,T14,0.5049,high,16.1,28.03,2,9
case_60,RMG_delivery,T19,2026-04-20 19:06:00,2026-04-20 19:07:00,2026-04-20 19:09:00,medium,0.5,mixed,7.9,0.6076,T15,2,1,8.0,162.68,137.73,1,0.52,0.8792,0,mid,0.5592,0,T15,0.3692,high,13.37,21.53,2,10
case_61,RMG_delivery,T20,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:15:00,very_high,0.5,mixed,7.97,0.7249,T14,2,1,9.0,128.4,115.03,1,0.55,0.69,0,mid,0.5625,0,T14,0.5049,high,16.1,28.03,2,9
case_62,Gate In,Res.GateIn,2026-04-20 19:07:00,2026-04-20 19:07:00,2026-04-20 19:07:00,low,1.0,delivery,6.7,0.4462,T08,1,0,21.0,92.55,80.25,1,0.6124,0.8062,0,low,0.6286,0,T08,0.5048,medium,16.05,16.9,1,3
case_51,Gate Out,Res.GateOut,2026-04-20 19:03:00,2026-04-20 19:08:00,2026-04-20 19:08:00,low,1.0,receive,4.2,0.363,T10,1,1,19.0,55.0,66.8,0,0.506,0.877,0,low,0.543,0,T10,0.36,low,4.2,13.6,1,5
case_63,Gate In,Res.GateIn,2026-04-20 19:08:00,2026-04-20 19:08:00,2026-04-20 19:08:00,medium,1.0,delivery,1.45,0.6,T21,1,0,4.0,44.6,37.4,1,0.52,0.86,0,mid,0.56,0,T21,0.42,low,2.65,6.45,1,4
case_9,Gate Out,Res.GateOut,2026-04-20 18:45:00,2026-04-20 19:09:00,2026-04-20 19:09:00,high,1.0,receive,3.65,0.7,T20,1,1,5.0,73.08,71.15,0,0.56,0.9145,0,mid,0.6,0,T20,0.42,low,7.3,6.78,1,4
case_40,Gate Out,Res.GateOut,2026-04-20 19:03:00,2026-04-20 19:09:00,2026-04-20 19:09:00,medium,1.0,delivery,5.63,0.54,T27,1,0,15.0,168.42,135.63,1,0.5367,0.8567,0,low,0.5767,0,T27,0.42,medium,8.1,34.78,1,4
case_58,RMG_receive,T09,2026-04-20 19:06:00,2026-04-20 19:09:00,2026-04-20 19:12:00,low,1.0,delivery,47.63,0.3936,VC,1,0,,168.03,135.0,1,0.6,0.75,0,non_rmg,0.59,0,VC,0.3936,very_high,47.63,23.97,1,3
case_59,RMG_receive,T24,2026-04-20 19:06:00,2026-04-20 19:09:00,2026-04-20 19:16:00,low,1.0,receive,23.07,0.4493,VC,1,1,,176.47,122.93,0,0.58,0.8607,1,non_rmg,0.61,0,VC,0.4493,very_high,23.07,41.07,1,6
case_64,Gate In,Res.GateIn,2026-04-20 19:09:00,2026-04-20 19:09:00,2026-04-20 19:09:00,low,0.5,mixed,6.92,0.4395,T06,1,1,15.0,165.73,138.43,1,0.5295,0.7295,0,low,0.54,0,T06,0.42,medium,21.52,38.1,2,12
case_34,Gate Out,Res.GateOut,2026-04-20 19:04:00,2026-04-20 19:10:00,2026-04-20 19:10:00,medium,1.0,delivery,3.83,0.586,T16,1,0,7.0,35.67,26.0,1,0.47,0.86,0,mid,0.54,0,T16,0.5,low,9.83,2.92,1,4
case_55,RMG_receive,T17,2026-04-20 19:07:00,2026-04-20 19:10:00,2026-04-20 19:25:00,very_high,0.0,delivery,7.73,0.7316,T14,1,0,2.0,121.9,87.62,1,0.62,0.8284,0,top_3,0.64,0,T14,0.5292,high,15.37,17.78,1,2
case_65,Gate In,Res.GateIn,2026-04-20 19:10:00,2026-04-20 19:10:00,2026-04-20 19:10:00,low,1.0,delivery,5.27,0.3905,T13,1,0,17.0,66.6,74.58,1,0.5695,0.81,0,low,0.6095,0,T13,0.5795,medium,15.63,13.82,1,3
case_62,RMG_delivery,T20,2026-04-20 19:07:00,2026-04-20 19:10:00,2026-04-20 19:19:00,low,1.0,delivery,6.7,0.4462,T08,1,0,21.0,92.55,80.25,1,0.6124,0.8062,0,low,0.6286,0,T08,0.5048,medium,16.05,16.9,1,3
case_66,Gate In,Res.GateIn,2026-04-20 19:10:00,2026-04-20 19:10:00,2026-04-20 19:10:00,very_high,0.0,delivery,22.82,0.79,MT,1,0,,61.73,40.12,1,0.6051,0.79,0,non_rmg,0.6151,0,MT,0.4902,very_high,5.97,22.82,1,3
case_3,Gate Out,Res.GateOut,2026-04-20 19:07:00,2026-04-20 19:11:00,2026-04-20 19:11:00,medium,1.0,receive,7.7,0.63,T21,1,1,2.0,144.6,135.3,0,0.4908,0.8115,0,top_3,0.5308,0,T21,0.4,high,12.8,11.5,1,5
case_41,Gate Out,Res.GateOut,2026-04-20 19:09:00,2026-04-20 19:11:00,2026-04-20 19:11:00,medium,1.0,receive,10.0,0.6198,T23,1,1,8.0,181.75,144.08,0,0.5498,0.74,0,mid,0.5598,0,T23,0.4002,high,22.58,25.92,1,4
case_48,Gate Out,Res.GateOut,2026-04-20 19:09:00,2026-04-20 19:11:00,2026-04-20 19:11:00,low,1.0,delivery,5.87,0.4743,T10,1,0,17.0,103.43,105.37,1,0.4836,0.8036,0,low,0.5236,0,T10,0.4064,medium,12.33,11.7,1,4
case_6,Gate Out,Res.GateOut,2026-04-20 18:34:00,2026-04-20 19:12:00,2026-04-20 19:12:00,low,0.5,mixed,5.22,0.4791,T11,2,1,16.0,108.67,64.97,1,0.5661,0.847,0,low,0.603,0,T11,0.473,medium,18.83,11.95,2,8
case_19,Gate Out,Res.GateOut,2026-04-20 18:58:00,2026-04-20 19:12:00,2026-04-20 19:12:00,high,1.0,receive,2.9,0.7082,T25,1,1,8.0,47.97,37.5,0,0.6291,0.82,0,mid,0.6491,0,T25,0.53,low,6.73,12.27,1,5
case_30,Gate Out,Res.GateOut,2026-04-20 19:04:00,2026-04-20 19:12:00,2026-04-20 19:12:00,high,0.0,delivery,9.77,0.6876,T14,1,0,3.0,71.97,69.6,1,0.5976,0.7048,0,top_3,0.5924,0,T14,0.47,high,6.0,3.2,1,3
case_58,HO2_delivery,HO2,2026-04-20 19:12:00,2026-04-20 19:13:00,2026-04-20 19:24:00,low,1.0,delivery,47.63,0.3936,VC,1,0,,168.03,135.0,1,0.6,0.75,0,non_rmg,0.59,0,VC,0.3936,very_high,47.63,23.97,1,3
case_67,Gate In,Res.GateIn,2026-04-20 19:13:00,2026-04-20 19:13:00,2026-04-20 19:13:00,high,1.0,receive,5.63,0.66,T09,1,1,10.0,171.32,133.83,0,0.5833,0.9033,0,mid,0.6133,0,T09,0.4533,medium,32.2,7.95,1,5
case_43,Gate Out,Res.GateOut,2026-04-20 19:07:00,2026-04-20 19:14:00,2026-04-20 19:14:00,low,1.0,receive,6.0,0.48,T06,1,1,15.0,171.15,135.5,0,0.5829,0.9029,0,low,0.6129,0,T06,0.4529,medium,34.2,7.45,1,5
case_44,RMG_receive,T08,2026-04-20 18:50:00,2026-04-20 19:14:00,2026-04-20 19:17:00,low,1.0,receive,2.5,0.4744,T16,1,1,12.0,18.5,12.25,0,0.44,0.81,0,low,0.5,0,T16,0.4056,low,1.75,8.25,1,4
case_68,Gate In,Res.GateIn,2026-04-20 19:14:00,2026-04-20 19:14:00,2026-04-20 19:14:00,very_high,1.0,receive,2.9,0.7451,T23,1,1,4.0,35.0,29.03,0,0.6151,0.8549,0,mid,0.63,0,T23,0.49,low,3.0,10.9,1,5
case_69,Gate In,Res.GateIn,2026-04-20 19:14:00,2026-04-20 19:14:00,2026-04-20 19:14:00,low,1.0,delivery,28.2,0.37,VC,1,0,,117.4,83.8,1,0.49,0.853,0,non_rmg,0.53,0,VC,0.37,very_high,28.2,33.2,1,4
case_45,Gate Out,Res.GateOut,2026-04-20 19:07:00,2026-04-20 19:15:00,2026-04-20 19:15:00,very_high,0.0,receive,6.2,0.75,T24,1,1,3.0,159.0,112.2,0,0.6195,0.8795,0,top_3,0.6395,0,T24,0.47,medium,25.8,33.4,1,4
case_66,RMG_delivery,T22,2026-04-20 19:10:00,2026-04-20 19:15:00,2026-04-20 19:31:00,very_high,0.0,delivery,22.82,0.79,MT,1,0,,61.73,40.12,1,0.6051,0.79,0,non_rmg,0.6151,0,MT,0.4902,very_high,5.97,22.82,1,3
case_70,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,low,1.0,mixed,17.07,0.4026,VC,1,1,,146.77,126.5,1,0.5052,0.8352,1,non_rmg,0.5426,1,VC,0.4026,very_high,17.07,10.93,2,21
case_69,HO2_receive,HO2,2026-04-20 19:14:00,2026-04-20 19:15:00,2026-04-20 19:30:00,low,1.0,delivery,28.2,0.37,VC,1,0,,117.4,83.8,1,0.49,0.853,0,non_rmg,0.53,0,VC,0.37,very_high,28.2,33.2,1,4
case_71,Gate In,Res.GateIn,2026-04-20 19:15:00,2026-04-20 19:15:00,2026-04-20 19:15:00,high,1.0,receive,5.37,0.6841,T17,1,1,8.0,146.97,114.53,0,0.5841,0.9159,0,mid,0.62,0,T17,0.4718,medium,36.23,5.37,1,5
case_47,LL_receive,LL,2026-04-20 19:14:00,2026-04-20 19:16:00,2026-04-20 19:23:00,high,1.0,receive,5.2,0.671,T15,1,1,9.0,117.6,98.2,0,0.5905,0.87,0,mid,0.62,0,T15,0.48,medium,17.2,12.0,1,5
case_60,Gate Out,Res.GateOut,2026-04-20 19:09:00,2026-04-20 19:16:00,2026-04-20 19:16:00,medium,0.5,mixed,7.9,0.6076,T15,2,1,8.0,162.68,137.73,1,0.52,0.8792,0,mid,0.5592,0,T15,0.3692,high,13.37,21.53,2,10
case_72,Gate In,Res.GateIn,2026-04-20 19:16:00,2026-04-20 19:16:00,2026-04-20 19:16:00,low,1.0,delivery,6.23,0.494,VC,1,0,,31.93,27.38,1,0.534,0.774,0,non_rmg,0.57,0,VC,0.494,medium,6.23,5.77,1,4
case_73,Gate In,Res.GateIn,2026-04-20 19:16:00,2026-04-20 19:16:00,2026-04-20 19:16:00,low,1.0,receive,5.4,0.3571,T10,1,1,17.0,36.8,30.15,0,0.5371,0.8171,0,low,0.5871,0,T10,0.5542,medium,4.0,7.45,1,5
case_74,Gate In,Res.GateIn,2026-04-20 19:16:00,2026-04-20 19:16:00,2026-04-20 19:16:00,low,1.0,receive,0.27,0.223,T07,1,1,19.0,94.47,69.93,0,0.49,0.8543,0,low,0.53,0,T07,0.37,low,23.4,31.07,1,5
case_73,LL_delivery,LL,2026-04-20 19:16:00,2026-04-20 19:17:00,2026-04-20 19:40:00,low,1.0,receive,5.4,0.3571,T10,1,1,17.0,36.8,30.15,0,0.5371,0.8171,0,low,0.5871,0,T10,0.5542,medium,4.0,7.45,1,5
case_75,Gate In,Res.GateIn,2026-04-20 19:17:00,2026-04-20 19:17:00,2026-04-20 19:17:00,medium,1.0,receive,4.33,0.5826,T11,1,1,14.0,49.17,38.08,0,0.6105,0.8395,0,low,0.6305,0,T11,0.5205,low,8.75,9.58,1,4
case_35,Gate Out,Res.GateOut,2026-04-20 19:00:00,2026-04-20 19:18:00,2026-04-20 19:18:00,medium,1.0,receive,5.77,0.5831,T16,1,1,11.0,163.17,135.0,0,0.52,0.8769,0,low,0.5569,0,T16,0.3669,medium,10.13,24.2,1,4
case_76,Gate In,Res.GateIn,2026-04-20 19:18:00,2026-04-20 19:18:00,2026-04-20 19:18:00,medium,1.0,delivery,4.83,0.579,T27,1,0,12.0,174.42,142.92,1,0.539,0.9079,0,low,0.579,1,T27,0.389,medium,23.08,17.25,1,6
case_67,RMG_receive,T10,2026-04-20 19:13:00,2026-04-20 19:19:00,2026-04-20 19:22:00,high,1.0,receive,5.63,0.66,T09,1,1,10.0,171.32,133.83,0,0.5833,0.9033,0,mid,0.6133,0,T09,0.4533,medium,32.2,7.95,1,5
case_70,HO2_delivery,HO2,2026-04-20 19:15:00,2026-04-20 19:19:00,2026-04-20 19:23:00,low,1.0,mixed,17.07,0.4026,VC,1,1,,146.77,126.5,1,0.5052,0.8352,1,non_rmg,0.5426,1,VC,0.4026,very_high,17.07,10.93,2,21
case_26,Gate Out,Res.GateOut,2026-04-20 19:05:00,2026-04-20 19:20:00,2026-04-20 19:20:00,medium,0.0,delivery,11.8,0.5172,T14,1,0,10.0,181.2,115.5,1,0.45,0.87,0,mid,0.5072,0,T14,0.35,very_high,36.3,38.7,1,2
case_36,Gate Out,Res.GateOut,2026-04-20 19:08:00,2026-04-20 19:20:00,2026-04-20 19:20:00,medium,1.0,receive,0.15,0.6179,T18,1,1,2.0,19.2,17.9,0,0.5279,0.8521,0,top_3,0.56,0,T18,0.42,low,0.15,6.15,1,5
case_39,Gate Out,Res.GateOut,2026-04-20 19:11:00,2026-04-20 19:20:00,2026-04-20 19:20:00,medium,1.0,receive,31.0,0.58,VC,1,1,,175.23,145.77,0,0.5589,0.83,0,non_rmg,0.6089,0,VC,0.58,very_high,31.0,23.7,1,7
case_61,Gate Out,Res.GateOut,2026-04-20 19:15:00,2026-04-20 19:20:00,2026-04-20 19:20:00,very_high,0.5,mixed,7.97,0.7249,T14,2,1,9.0,128.4,115.03,1,0.55,0.69,0,mid,0.5625,0,T14,0.5049,high,16.1,28.03,2,9
case_16,Gate Out,Res.GateOut,2026-04-20 19:12:00,2026-04-20 19:21:00,2026-04-20 19:21:00,very_high,0.0,delivery,24.75,0.8334,MT,1,0,,114.7,92.2,1,0.5268,0.8334,0,non_rmg,0.5634,0,MT,0.42,very_high,12.55,24.75,1,3
case_64,RMG_receive,T19,2026-04-20 19:09:00,2026-04-20 19:21:00,2026-04-20 19:28:00,low,0.5,mixed,6.92,0.4395,T06,1,1,15.0,165.73,138.43,1,0.5295,0.7295,0,low,0.54,0,T06,0.42,medium,21.52,38.1,2,12
case_72,RMG_receive,T18,2026-04-20 19:16:00,2026-04-20 19:21:00,2026-04-20 19:55:00,low,1.0,delivery,6.23,0.494,VC,1,0,,31.93,27.38,1,0.534,0.774,0,non_rmg,0.57,0,VC,0.494,medium,6.23,5.77,1,4
case_77,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,high,0.0,delivery,20.4,0.706,MT,1,0,,157.0,117.6,1,0.53,0.706,0,non_rmg,0.542,0,MT,0.454,very_high,36.4,20.4,1,2
case_78,Gate In,Res.GateIn,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:21:00,low,0.0,delivery,3.7,0.3936,T07,1,0,13.0,140.33,92.23,2,0.58,0.84,0,low,0.59,0,T07,0.3764,low,23.07,7.73,2,3
case_78,RMG_delivery,T10,2026-04-20 19:21:00,2026-04-20 19:21:00,2026-04-20 19:40:00,low,0.0,delivery,3.7,0.3936,T07,1,0,13.0,140.33,92.23,2,0.58,0.84,0,low,0.59,0,T07,0.3764,low,23.07,7.73,2,3
