case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,target_utilization_bin,full_ratio,process_flow_type,target_demand,target_utilization,target_area,n_stops,n_receives,target_rank,gate_demand,rmg_demand,n_deliveries,rmg_utilization,mt_utilization,has_hazardous,target_rank_group,gate_utilization,has_reefer,primary_target_area,vc_utilization,target_demand_bin,vc_demand,mt_demand,n_containers,visit_complexity
case_7930,RMG_delivery,T22,2026-04-24 14:29:00,2026-04-24 14:34:00,2026-04-24 14:43:00,high,1.0,mixed,4.27,0.71,T15,1,1,6.0,159.47,113.47,1,0.6,0.75,0,mid,0.59,0,T15,0.3997,low,30.67,28.87,2,13
case_7894,Gate Out,Res.GateOut,2026-04-24 14:27:00,2026-04-24 14:34:00,2026-04-24 14:34:00,low,1.0,receive,7.68,0.311,T11,1,1,19.0,150.72,110.73,0,0.56,0.819,0,low,0.609,0,T11,0.569,high,28.15,21.77,1,5
case_7904,Gate Out,Res.GateOut,2026-04-24 14:28:00,2026-04-24 14:34:00,2026-04-24 14:34:00,medium,1.0,receive,4.73,0.6095,T13,1,1,11.0,71.18,60.2,0,0.5995,0.7009,1,low,0.5905,0,T13,0.47,medium,6.0,7.9,1,6
case_7932,LL_delivery,LL,2026-04-24 14:31:00,2026-04-24 14:35:00,2026-04-24 14:39:00,very_high,0.0,delivery,18.4,0.8023,MT,1,0,,37.87,30.73,1,0.5623,0.8023,0,non_rmg,0.58,0,MT,0.4077,very_high,1.2,18.4,1,2
case_7879,RMG_delivery,T11,2026-04-24 13:46:00,2026-04-24 14:35:00,2026-04-24 14:47:00,very_high,0.0,delivery,9.47,0.7932,MT,1,0,,38.1,28.9,1,0.5966,0.7932,0,non_rmg,0.6066,0,MT,0.4732,high,3.9,9.47,1,2
case_7912,Gate Out,Res.GateOut,2026-04-24 14:16:00,2026-04-24 14:35:00,2026-04-24 14:35:00,medium,1.0,delivery,4.88,0.62,T27,1,0,10.0,167.37,122.42,1,0.6,0.75,0,mid,0.59,0,T27,0.3972,medium,35.35,27.07,1,4
case_7872,Gate Out,Res.GateOut,2026-04-24 14:29:00,2026-04-24 14:36:00,2026-04-24 14:36:00,low,1.0,delivery,3.1,0.1645,T08,1,0,18.0,198.4,111.4,1,0.4928,0.85,0,low,0.5328,0,T08,0.3645,low,47.1,46.1,1,3
case_7914,Gate Out,Res.GateOut,2026-04-24 14:29:00,2026-04-24 14:36:00,2026-04-24 14:36:00,very_high,0.0,delivery,29.08,0.7196,MT,1,0,,152.5,104.53,1,0.53,0.7196,0,non_rmg,0.5465,0,MT,0.4631,very_high,40.38,29.08,1,3
case_7924,HO2_delivery,HO2,2026-04-24 14:37:00,2026-04-24 14:37:00,2026-04-24 14:52:00,very_high,0.0,delivery,28.32,0.8966,MT,1,0,,156.7,133.98,1,0.5333,0.8966,0,non_rmg,0.5733,0,MT,0.3833,very_high,24.05,28.32,1,3
case_7935,Gate In,Res.GateIn,2026-04-24 14:37:00,2026-04-24 14:37:00,2026-04-24 14:37:00,high,1.0,receive,4.25,0.7114,T19,1,1,3.0,123.3,83.65,0,0.62,0.8272,0,top_3,0.64,1,T19,0.5286,low,14.9,16.15,1,7
case_7907,Gate Out,Res.GateOut,2026-04-24 14:23:00,2026-04-24 14:37:00,2026-04-24 14:37:00,low,1.0,receive,1.05,0.2735,T08,1,1,18.0,153.25,113.35,0,0.5841,0.84,0,low,0.5941,0,T08,0.3841,low,34.0,8.6,1,5
case_7936,Gate In,Res.GateIn,2026-04-24 14:38:00,2026-04-24 14:38:00,2026-04-24 14:38:00,very_high,1.0,mixed,7.4,0.7407,T21,1,1,1.0,157.67,105.33,1,0.53,0.7328,0,top_3,0.5514,0,T21,0.4714,high,44.57,24.7,2,13
case_7908,Gate Out,Res.GateOut,2026-04-24 14:30:00,2026-04-24 14:38:00,2026-04-24 14:38:00,high,1.0,receive,11.6,0.65,T16,1,1,13.0,154.7,125.2,0,0.5748,0.8495,0,low,0.6048,0,T16,0.45,very_high,15.7,27.8,1,5
case_7911,Gate Out,Res.GateOut,2026-04-24 14:27:00,2026-04-24 14:38:00,2026-04-24 14:38:00,high,0.0,delivery,5.42,0.6485,T18,1,0,6.0,171.0,127.0,1,0.55,0.8157,0,mid,0.5643,0,T18,0.3843,medium,29.0,26.33,1,3
case_7923,Gate Out,Res.GateOut,2026-04-24 14:28:00,2026-04-24 14:39:00,2026-04-24 14:39:00,high,1.0,delivery,7.7,0.6642,T24,1,0,6.0,145.5,103.6,1,0.53,0.7214,0,mid,0.5471,0,T24,0.4642,high,40.15,30.25,1,4
case_7927,RMG_receive,T07,2026-04-24 14:22:00,2026-04-24 14:39:00,2026-04-24 14:58:00,very_high,0.0,receive,26.52,0.86,MT,1,1,,123.6,87.3,0,0.5922,0.86,0,non_rmg,0.6022,0,MT,0.39,very_high,15.42,26.52,1,4
case_7937,Gate In,Res.GateIn,2026-04-24 14:39:00,2026-04-24 14:39:00,2026-04-24 14:39:00,very_high,1.0,receive,4.32,0.7435,T16,1,1,3.0,169.68,119.32,0,0.6,0.75,0,top_3,0.5935,0,T16,0.3969,low,30.55,24.77,1,4
case_7938,Gate In,Res.GateIn,2026-04-24 14:39:00,2026-04-24 14:39:00,2026-04-24 14:39:00,high,1.0,receive,5.1,0.6426,T11,1,1,11.0,104.93,83.9,0,0.5513,0.89,0,low,0.5913,0,T11,0.4313,medium,17.62,4.45,1,4
case_7877,Gate Out,Res.GateOut,2026-04-24 14:23:00,2026-04-24 14:39:00,2026-04-24 14:39:00,medium,1.0,receive,5.07,0.6301,T20,1,1,2.0,121.45,115.38,0,0.485,0.805,0,top_3,0.525,0,T20,0.405,medium,17.88,9.95,1,4
case_7917,Gate Out,Res.GateOut,2026-04-24 14:36:00,2026-04-24 14:40:00,2026-04-24 14:40:00,high,1.0,delivery,8.92,0.64,T24,1,0,6.0,166.58,135.0,1,0.52,0.8752,0,mid,0.5552,0,T24,0.3652,high,4.67,16.0,1,4
case_7918,Gate Out,Res.GateOut,2026-04-24 14:32:00,2026-04-24 14:40:00,2026-04-24 14:40:00,very_high,0.0,delivery,11.93,0.804,MT,1,0,,33.55,24.17,1,0.56,0.804,0,non_rmg,0.576,0,MT,0.406,very_high,3.38,11.93,1,3
case_7921,RMG_receive,T13,2026-04-24 14:17:00,2026-04-24 14:40:00,2026-04-24 14:44:00,medium,1.0,receive,8.2,0.5845,T13,1,1,13.0,143.0,126.6,0,0.5515,0.91,0,low,0.5915,0,T13,0.4115,high,14.4,6.8,1,4
case_7922,Gate Out,Res.GateOut,2026-04-24 14:36:00,2026-04-24 14:40:00,2026-04-24 14:40:00,very_high,1.0,delivery,8.13,0.7614,T24,1,0,2.0,171.03,135.13,1,0.6114,0.8586,1,top_3,0.63,0,T24,0.49,high,22.1,25.77,1,6
case_7939,Gate In,Res.GateIn,2026-04-24 14:40:00,2026-04-24 14:40:00,2026-04-24 14:40:00,high,0.0,delivery,9.5,0.6538,T10,1,0,14.0,180.25,152.0,1,0.6119,0.8638,0,low,0.6319,0,T10,0.49,high,25.25,27.5,1,3
case_7940,Gate In,Res.GateIn,2026-04-24 14:40:00,2026-04-24 14:40:00,2026-04-24 14:40:00,very_high,0.5,mixed,1.9,0.7459,T17,2,1,9.0,26.63,24.3,1,0.63,0.8118,0,mid,0.648,1,T17,0.53,low,4.83,3.67,2,12
case_7778,Gate Out,Res.GateOut,2026-04-24 13:14:00,2026-04-24 14:40:00,2026-04-24 14:40:00,low,1.0,receive,2.53,0.3303,T10,1,1,15.0,94.07,84.67,0,0.46,0.8597,0,low,0.51,0,T10,0.3497,low,13.4,20.47,1,5
case_7883,RMG_delivery,T18,2026-04-24 13:53:00,2026-04-24 14:40:00,2026-04-24 14:55:00,medium,1.0,delivery,2.0,0.5485,T12,1,0,12.0,31.9,20.9,1,0.4792,0.86,0,low,0.5492,0,T12,0.5092,low,1.0,13.3,1,3
case_7915,RMG_delivery,T22,2026-04-24 14:26:00,2026-04-24 14:40:00,2026-04-24 14:55:00,very_high,1.0,receive,2.63,0.7216,T22,1,1,3.0,36.17,32.4,0,0.5316,0.7716,0,top_3,0.57,0,T22,0.4916,low,5.0,6.63,1,4
case_7941,Gate In,Res.GateIn,2026-04-24 14:41:00,2026-04-24 14:41:00,2026-04-24 14:41:00,low,0.5,mixed,2.1,0.4736,T06,2,1,18.0,41.85,23.4,1,0.59,0.7764,0,low,0.5982,0,T06,0.46,low,9.15,15.35,2,9
case_7941,RMG_receive,T14,2026-04-24 14:41:00,2026-04-24 14:41:00,2026-04-24 15:30:00,low,0.5,mixed,2.1,0.4736,T06,2,1,18.0,41.85,23.4,1,0.59,0.7764,0,low,0.5982,0,T06,0.46,low,9.15,15.35,2,9
case_7942,Gate In,Res.GateIn,2026-04-24 14:42:00,2026-04-24 14:42:00,2026-04-24 14:42:00,low,1.0,delivery,13.2,0.47,VC,1,0,,109.8,78.6,1,0.5535,0.8565,0,non_rmg,0.5935,0,VC,0.47,very_high,13.2,15.4,1,3
case_7940,RMG_receive,T14,2026-04-24 14:40:00,2026-04-24 14:42:00,2026-04-24 14:49:00,very_high,0.5,mixed,1.9,0.7459,T17,2,1,9.0,26.63,24.3,1,0.63,0.8118,0,mid,0.648,1,T17,0.53,low,4.83,3.67,2,12
case_7943,Gate In,Res.GateIn,2026-04-24 14:42:00,2026-04-24 14:42:00,2026-04-24 14:42:00,low,1.0,delivery,31.58,0.4085,VC,1,0,,138.92,107.92,1,0.5415,0.74,0,non_rmg,0.5515,0,VC,0.4085,very_high,31.58,21.42,1,3
case_7878,Gate Out,Res.GateOut,2026-04-24 14:13:00,2026-04-24 14:42:00,2026-04-24 14:42:00,high,0.5,mixed,4.2,0.702,T12,2,1,4.0,123.6,125.4,1,0.581,0.86,0,mid,0.591,0,T12,0.372,low,17.0,11.6,2,10
case_7905,Gate Out,Res.GateOut,2026-04-24 14:27:00,2026-04-24 14:42:00,2026-04-24 14:42:00,high,0.5,mixed,4.67,0.64,T17,2,1,14.0,124.17,82.5,1,0.63,0.87,0,low,0.64,1,T17,0.4679,medium,22.33,32.5,2,12
case_7919,Gate Out,Res.GateOut,2026-04-24 14:35:00,2026-04-24 14:43:00,2026-04-24 14:43:00,low,1.0,receive,4.0,0.4835,T26,1,1,18.0,109.3,83.0,0,0.62,0.8165,0,low,0.64,0,T26,0.5232,low,9.3,19.0,1,5
case_7935,RMG_receive,T21,2026-04-24 14:37:00,2026-04-24 14:43:00,2026-04-24 14:47:00,high,1.0,receive,4.25,0.7114,T19,1,1,3.0,123.3,83.65,0,0.62,0.8272,0,top_3,0.64,1,T19,0.5286,low,14.9,16.15,1,7
case_7936,LL_delivery,LL,2026-04-24 14:38:00,2026-04-24 14:43:00,2026-04-24 14:48:00,very_high,1.0,mixed,7.4,0.7407,T21,1,1,1.0,157.67,105.33,1,0.53,0.7328,0,top_3,0.5514,0,T21,0.4714,high,44.57,24.7,2,13
case_7944,Gate In,Res.GateIn,2026-04-24 14:43:00,2026-04-24 14:43:00,2026-04-24 14:43:00,very_high,1.0,receive,4.55,0.7426,T14,1,1,2.0,111.32,79.33,0,0.62,0.8174,0,top_3,0.64,0,T14,0.5237,medium,9.48,19.0,1,5
case_7906,Gate Out,Res.GateOut,2026-04-24 14:13:00,2026-04-24 14:43:00,2026-04-24 14:43:00,very_high,1.0,receive,5.07,0.7263,T23,1,1,4.0,113.27,94.07,0,0.5563,0.8137,0,mid,0.5863,0,T23,0.47,medium,12.2,10.47,1,5
case_7920,Gate Out,Res.GateOut,2026-04-24 14:29:00,2026-04-24 14:44:00,2026-04-24 14:44:00,high,1.0,receive,9.0,0.65,T16,1,1,8.0,146.5,94.0,0,0.59,0.7606,0,mid,0.6,0,T16,0.4694,high,13.5,27.5,1,4
case_7942,RMG_receive,T20,2026-04-24 14:42:00,2026-04-24 14:44:00,2026-04-24 14:47:00,low,1.0,delivery,13.2,0.47,VC,1,0,,109.8,78.6,1,0.5535,0.8565,0,non_rmg,0.5935,0,VC,0.47,very_high,13.2,15.4,1,3
case_7945,Gate In,Res.GateIn,2026-04-24 14:44:00,2026-04-24 14:44:00,2026-04-24 14:44:00,high,1.0,delivery,4.05,0.64,T18,1,0,7.0,48.82,40.67,1,0.5392,0.8508,0,mid,0.57,0,T18,0.41,low,4.73,8.68,1,4
case_7946,Gate In,Res.GateIn,2026-04-24 14:45:00,2026-04-24 14:45:00,2026-04-24 14:45:00,low,1.0,receive,2.07,0.3848,T19,1,1,15.0,129.2,121.53,0,0.5703,0.8648,0,low,0.5852,0,T19,0.3603,low,8.0,8.67,1,5
case_7945,RMG_delivery,T20,2026-04-24 14:44:00,2026-04-24 14:45:00,2026-04-24 14:56:00,high,1.0,delivery,4.05,0.64,T18,1,0,7.0,48.82,40.67,1,0.5392,0.8508,0,mid,0.57,0,T18,0.41,low,4.73,8.68,1,4
case_7947,Gate In,Res.GateIn,2026-04-24 14:46:00,2026-04-24 14:46:00,2026-04-24 14:46:00,low,0.0,receive,7.6,0.42,VC,1,1,,53.4,34.4,0,0.51,0.82,0,non_rmg,0.5435,0,VC,0.42,high,7.6,0.0,1,4
case_7944,HO2_delivery,HO2,2026-04-24 14:43:00,2026-04-24 14:46:00,2026-04-24 14:55:00,very_high,1.0,receive,4.55,0.7426,T14,1,1,2.0,111.32,79.33,0,0.62,0.8174,0,top_3,0.64,0,T14,0.5237,medium,9.48,19.0,1,5
case_7948,Gate In,Res.GateIn,2026-04-24 14:46:00,2026-04-24 14:46:00,2026-04-24 14:46:00,medium,1.0,receive,7.4,0.634,T11,1,1,9.0,120.47,120.9,0,0.54,0.8619,0,mid,0.576,0,T11,0.416,high,10.27,6.4,1,5
case_7949,Gate In,Res.GateIn,2026-04-24 14:46:00,2026-04-24 14:46:00,2026-04-24 14:46:00,medium,1.0,delivery,14.2,0.6005,T13,1,0,10.0,106.2,89.6,2,0.59,0.7205,0,mid,0.6,0,T13,0.4698,very_high,15.6,0.2,2,5
case_7950,Gate In,Res.GateIn,2026-04-24 14:46:00,2026-04-24 14:46:00,2026-04-24 14:46:00,low,0.0,delivery,7.0,0.4354,T10,1,0,16.0,168.9,110.15,1,0.5208,0.8085,0,low,0.5654,0,T10,0.5054,medium,35.95,34.55,1,3
case_7951,Gate In,Res.GateIn,2026-04-24 14:46:00,2026-04-24 14:46:00,2026-04-24 14:46:00,low,1.0,receive,6.0,0.4904,T07,1,1,17.0,115.03,116.77,0,0.5769,0.8031,0,low,0.6135,0,T07,0.58,medium,37.53,21.92,1,5
case_7916,Gate Out,Res.GateOut,2026-04-24 14:39:00,2026-04-24 14:46:00,2026-04-24 14:46:00,high,1.0,receive,4.25,0.6731,T20,1,1,2.0,70.25,56.25,0,0.4931,0.8469,0,top_3,0.5531,0,T20,0.5069,low,12.25,19.25,1,4
case_7952,Gate In,Res.GateIn,2026-04-24 14:47:00,2026-04-24 14:47:00,2026-04-24 14:47:00,very_high,1.0,delivery,10.0,0.7407,T14,1,0,6.0,185.73,147.13,1,0.6207,0.8387,0,mid,0.64,0,T14,0.5393,high,25.47,19.4,1,4
case_7930,Gate Out,Res.GateOut,2026-04-24 14:43:00,2026-04-24 14:48:00,2026-04-24 14:48:00,high,1.0,mixed,4.27,0.71,T15,1,1,6.0,159.47,113.47,1,0.6,0.75,0,mid,0.59,0,T15,0.3997,low,30.67,28.87,2,13
case_7929,Gate Out,Res.GateOut,2026-04-24 14:45:00,2026-04-24 14:48:00,2026-04-24 14:48:00,low,0.5,mixed,26.0,0.4508,VC,1,1,,151.4,111.0,1,0.5285,0.7022,1,non_rmg,0.54,0,VC,0.4508,very_high,26.0,24.4,2,12
case_7910,LL_delivery,LL,2026-04-24 14:45:00,2026-04-24 14:48:00,2026-04-24 14:54:00,high,1.0,delivery,11.0,0.7119,T26,1,0,9.0,163.0,148.75,1,0.62,0.8419,0,mid,0.64,0,T26,0.5381,very_high,24.5,15.0,1,4
case_7932,Gate Out,Res.GateOut,2026-04-24 14:39:00,2026-04-24 14:49:00,2026-04-24 14:49:00,very_high,0.0,delivery,18.4,0.8023,MT,1,0,,37.87,30.73,1,0.5623,0.8023,0,non_rmg,0.58,0,MT,0.4077,very_high,1.2,18.4,1,2
case_7937,RMG_delivery,T12,2026-04-24 14:39:00,2026-04-24 14:49:00,2026-04-24 14:59:00,very_high,1.0,receive,4.32,0.7435,T16,1,1,3.0,169.68,119.32,0,0.6,0.75,0,top_3,0.5935,0,T16,0.3969,low,30.55,24.77,1,4
case_7942,Gate Out,Res.GateOut,2026-04-24 14:47:00,2026-04-24 14:49:00,2026-04-24 14:49:00,low,1.0,delivery,13.2,0.47,VC,1,0,,109.8,78.6,1,0.5535,0.8565,0,non_rmg,0.5935,0,VC,0.47,very_high,13.2,15.4,1,3
case_7947,RMG_delivery,T14,2026-04-24 14:46:00,2026-04-24 14:49:00,2026-04-24 14:55:00,low,0.0,receive,7.6,0.42,VC,1,1,,53.4,34.4,0,0.51,0.82,0,non_rmg,0.5435,0,VC,0.42,high,7.6,0.0,1,4
case_7953,Gate In,Res.GateIn,2026-04-24 14:49:00,2026-04-24 14:49:00,2026-04-24 14:49:00,very_high,0.5,mixed,5.0,0.7233,T17,2,1,10.0,86.13,80.87,1,0.5993,0.79,0,mid,0.6093,0,T17,0.4787,medium,15.13,23.47,2,8
case_7861,Gate Out,Res.GateOut,2026-04-24 14:46:00,2026-04-24 14:49:00,2026-04-24 14:49:00,low,1.0,delivery,35.5,0.4669,VC,1,0,,173.5,137.0,1,0.58,0.9,0,non_rmg,0.6156,0,VC,0.4669,very_high,35.5,23.5,1,3
case_7938,RMG_receive,T11,2026-04-24 14:39:00,2026-04-24 14:50:00,2026-04-24 15:01:00,high,1.0,receive,5.1,0.6426,T11,1,1,11.0,104.93,83.9,0,0.5513,0.89,0,low,0.5913,0,T11,0.4313,medium,17.62,4.45,1,4
case_7954,Gate In,Res.GateIn,2026-04-24 14:50:00,2026-04-24 14:50:00,2026-04-24 14:50:00,low,1.0,receive,5.87,0.47,T06,1,1,20.0,111.87,78.33,0,0.62,0.8177,0,low,0.64,0,T06,0.5238,medium,9.53,19.0,1,5
case_7921,Gate Out,Res.GateOut,2026-04-24 14:44:00,2026-04-24 14:51:00,2026-04-24 14:51:00,medium,1.0,receive,8.2,0.5845,T13,1,1,13.0,143.0,126.6,0,0.5515,0.91,0,low,0.5915,0,T13,0.4115,high,14.4,6.8,1,4
case_7939,RMG_delivery,T14,2026-04-24 14:40:00,2026-04-24 14:51:00,2026-04-24 15:03:00,high,0.0,delivery,9.5,0.6538,T10,1,0,14.0,180.25,152.0,1,0.6119,0.8638,0,low,0.6319,0,T10,0.49,high,25.25,27.5,1,3
case_7943,RMG_receive,T14,2026-04-24 14:42:00,2026-04-24 14:51:00,2026-04-24 14:57:00,low,1.0,delivery,31.58,0.4085,VC,1,0,,138.92,107.92,1,0.5415,0.74,0,non_rmg,0.5515,0,VC,0.4085,very_high,31.58,21.42,1,3
case_7955,Gate In,Res.GateIn,2026-04-24 14:51:00,2026-04-24 14:51:00,2026-04-24 14:51:00,medium,0.0,delivery,7.0,0.5717,T07,1,0,13.0,166.0,111.33,1,0.53,0.7125,0,low,0.5442,0,T07,0.4583,medium,39.33,24.0,1,3
case_7949,HO2_mixed,HO2,2026-04-24 14:46:00,2026-04-24 14:52:00,2026-04-24 15:13:00,medium,1.0,delivery,14.2,0.6005,T13,1,0,10.0,106.2,89.6,2,0.59,0.7205,0,mid,0.6,0,T13,0.4698,very_high,15.6,0.2,2,5
case_7956,Gate In,Res.GateIn,2026-04-24 14:52:00,2026-04-24 14:52:00,2026-04-24 14:52:00,medium,1.0,receive,10.53,0.63,T12,1,1,6.0,109.97,110.87,0,0.5419,0.91,0,mid,0.58,0,T12,0.39,high,9.5,9.1,1,5
case_7863,Gate Out,Res.GateOut,2026-04-24 14:43:00,2026-04-24 14:52:00,2026-04-24 14:52:00,low,1.0,receive,4.8,0.3549,T06,1,1,18.0,55.0,48.85,0,0.56,0.81,0,low,0.5849,0,T06,0.4598,medium,5.85,9.95,1,4
case_7933,Gate Out,Res.GateOut,2026-04-24 14:40:00,2026-04-24 14:53:00,2026-04-24 14:53:00,medium,1.0,mixed,5.97,0.6126,T21,1,1,6.0,172.62,127.97,1,0.5375,0.7375,0,mid,0.5475,0,T21,0.4125,medium,33.08,22.0,2,13
case_7957,Gate In,Res.GateIn,2026-04-24 14:53:00,2026-04-24 14:53:00,2026-04-24 14:53:00,high,1.0,receive,8.2,0.6741,T15,1,1,5.0,123.87,64.8,0,0.59,0.7641,0,mid,0.6,0,T15,0.4659,high,10.9,16.63,1,4
case_7958,Gate In,Res.GateIn,2026-04-24 14:53:00,2026-04-24 14:53:00,2026-04-24 14:53:00,very_high,1.0,receive,7.0,0.7373,T21,1,1,1.0,165.33,113.67,0,0.52,0.7473,0,top_3,0.55,0,T21,0.4637,medium,20.07,26.2,1,5
case_7924,Gate Out,Res.GateOut,2026-04-24 14:52:00,2026-04-24 14:54:00,2026-04-24 14:54:00,very_high,0.0,delivery,28.32,0.8966,MT,1,0,,156.7,133.98,1,0.5333,0.8966,0,non_rmg,0.5733,0,MT,0.3833,very_high,24.05,28.32,1,3
case_7954,RMG_receive,T14,2026-04-24 14:50:00,2026-04-24 14:54:00,2026-04-24 14:58:00,low,1.0,receive,5.87,0.47,T06,1,1,20.0,111.87,78.33,0,0.62,0.8177,0,low,0.64,0,T06,0.5238,medium,9.53,19.0,1,5
case_7953,LL_receive,LL,2026-04-24 14:49:00,2026-04-24 14:54:00,2026-04-24 15:01:00,very_high,0.5,mixed,5.0,0.7233,T17,2,1,10.0,86.13,80.87,1,0.5993,0.79,0,mid,0.6093,0,T17,0.4787,medium,15.13,23.47,2,8
case_7913,LL_delivery,LL,2026-04-24 14:51:00,2026-04-24 14:55:00,2026-04-24 14:58:00,low,1.0,mixed,1.23,0.3,T07,2,1,15.0,42.27,35.93,1,0.5594,0.81,0,low,0.57,0,T07,0.3994,low,2.17,7.53,2,11
case_7936,Gate Out,Res.GateOut,2026-04-24 14:48:00,2026-04-24 14:56:00,2026-04-24 14:56:00,very_high,1.0,mixed,7.4,0.7407,T21,1,1,1.0,157.67,105.33,1,0.53,0.7328,0,top_3,0.5514,0,T21,0.4714,high,44.57,24.7,2,13
case_7959,Gate In,Res.GateIn,2026-04-24 14:56:00,2026-04-24 14:56:00,2026-04-24 14:56:00,medium,1.0,receive,5.9,0.6259,T16,1,1,10.0,71.62,72.23,0,0.55,0.8359,0,mid,0.568,0,T16,0.388,medium,9.45,17.62,1,4
case_7947,Gate Out,Res.GateOut,2026-04-24 14:55:00,2026-04-24 14:57:00,2026-04-24 14:57:00,low,0.0,receive,7.6,0.42,VC,1,1,,53.4,34.4,0,0.51,0.82,0,non_rmg,0.5435,0,VC,0.42,high,7.6,0.0,1,4
case_7950,RMG_receive,T16,2026-04-24 14:46:00,2026-04-24 14:57:00,2026-04-24 15:08:00,low,0.0,delivery,7.0,0.4354,T10,1,0,16.0,168.9,110.15,1,0.5208,0.8085,0,low,0.5654,0,T10,0.5054,medium,35.95,34.55,1,3
case_7960,Gate In,Res.GateIn,2026-04-24 14:57:00,2026-04-24 14:57:00,2026-04-24 14:57:00,medium,1.0,receive,7.67,0.5381,T12,1,1,16.0,162.67,123.83,0,0.58,0.9,0,low,0.6127,0,T12,0.4581,high,34.0,26.17,1,5
case_7959,HO2_mixed,HO2,2026-04-24 14:56:00,2026-04-24 14:57:00,2026-04-24 15:26:00,medium,1.0,receive,5.9,0.6259,T16,1,1,10.0,71.62,72.23,0,0.55,0.8359,0,mid,0.568,0,T16,0.388,medium,9.45,17.62,1,4
case_7961,Gate In,Res.GateIn,2026-04-24 14:57:00,2026-04-24 14:57:00,2026-04-24 14:57:00,low,1.0,receive,5.23,0.3288,T10,1,1,17.0,162.7,145.4,0,0.56,0.91,0,low,0.6,0,T10,0.42,medium,16.3,12.17,1,5
case_7962,Gate In,Res.GateIn,2026-04-24 14:57:00,2026-04-24 14:57:00,2026-04-24 14:57:00,high,1.0,receive,5.9,0.7048,T25,1,1,8.0,257.6,152.2,0,0.5848,0.7952,0,mid,0.6174,0,T25,0.58,medium,25.75,39.25,1,7
case_7963,Gate In,Res.GateIn,2026-04-24 14:57:00,2026-04-24 14:57:00,2026-04-24 14:57:00,high,1.0,delivery,3.63,0.6716,T22,1,0,2.0,177.08,145.78,1,0.54,0.8667,0,top_3,0.5784,0,T22,0.4184,low,18.05,11.68,1,4
case_7879,Gate Out,Res.GateOut,2026-04-24 14:47:00,2026-04-24 14:57:00,2026-04-24 14:57:00,very_high,0.0,delivery,9.47,0.7932,MT,1,0,,38.1,28.9,1,0.5966,0.7932,0,non_rmg,0.6066,0,MT,0.4732,high,3.9,9.47,1,2
case_7946,RMG_delivery,T10,2026-04-24 14:45:00,2026-04-24 14:58:00,2026-04-24 15:05:00,low,1.0,receive,2.07,0.3848,T19,1,1,15.0,129.2,121.53,0,0.5703,0.8648,0,low,0.5852,0,T19,0.3603,low,8.0,8.67,1,5
case_7961,RMG_receive,T14,2026-04-24 14:57:00,2026-04-24 14:58:00,2026-04-24 15:04:00,low,1.0,receive,5.23,0.3288,T10,1,1,17.0,162.7,145.4,0,0.56,0.91,0,low,0.6,0,T10,0.42,medium,16.3,12.17,1,5
case_7964,Gate In,Res.GateIn,2026-04-24 14:58:00,2026-04-24 14:58:00,2026-04-24 14:58:00,high,1.0,receive,5.27,0.6988,T23,1,1,2.0,167.73,118.67,0,0.5012,0.8488,0,top_3,0.54,0,T23,0.3512,medium,41.73,29.27,1,5
case_7963,RMG_mixed,T23,2026-04-24 14:57:00,2026-04-24 14:58:00,2026-04-24 15:11:00,high,1.0,delivery,3.63,0.6716,T22,1,0,2.0,177.08,145.78,1,0.54,0.8667,0,top_3,0.5784,0,T22,0.4184,low,18.05,11.68,1,4
case_7965,Gate In,Res.GateIn,2026-04-24 14:58:00,2026-04-24 14:58:00,2026-04-24 14:58:00,medium,1.0,delivery,8.32,0.5117,T13,1,0,13.0,121.3,95.08,1,0.4983,0.8417,0,low,0.5583,0,T13,0.5017,high,41.4,23.68,1,4
case_7966,Gate In,Res.GateIn,2026-04-24 14:58:00,2026-04-24 14:58:00,2026-04-24 14:58:00,medium,1.0,receive,2.0,0.6,T27,1,1,11.0,138.1,98.65,0,0.6039,0.8461,0,low,0.6239,0,T27,0.5,low,13.95,16.15,1,5
case_7910,Gate Out,Res.GateOut,2026-04-24 14:54:00,2026-04-24 14:58:00,2026-04-24 14:58:00,high,1.0,delivery,11.0,0.7119,T26,1,0,9.0,163.0,148.75,1,0.62,0.8419,0,mid,0.64,0,T26,0.5381,very_high,24.5,15.0,1,4
case_7965,RMG_delivery,T27,2026-04-24 14:58:00,2026-04-24 14:59:00,2026-04-24 15:07:00,medium,1.0,delivery,8.32,0.5117,T13,1,0,13.0,121.3,95.08,1,0.4983,0.8417,0,low,0.5583,0,T13,0.5017,high,41.4,23.68,1,4
case_7925,Gate Out,Res.GateOut,2026-04-24 14:41:00,2026-04-24 15:00:00,2026-04-24 15:00:00,medium,1.0,receive,8.35,0.6132,T26,1,1,6.0,190.1,146.1,0,0.5266,0.8534,0,mid,0.5666,0,T26,0.42,high,17.45,36.55,1,5
case_7927,Gate Out,Res.GateOut,2026-04-24 14:58:00,2026-04-24 15:00:00,2026-04-24 15:00:00,very_high,0.0,receive,26.52,0.86,MT,1,1,,123.6,87.3,0,0.5922,0.86,0,non_rmg,0.6022,0,MT,0.39,very_high,15.42,26.52,1,4
