case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,rmg_demand,target_demand,target_rank_group,target_area,full_ratio,has_reefer,rmg_utilization,target_utilization_bin,mt_utilization,gate_demand,vc_demand,n_receives,gate_utilization,n_containers,process_flow_type,n_stops,primary_target_area,target_utilization,target_demand_bin,vc_utilization,target_rank,n_deliveries,mt_demand,visit_complexity,has_hazardous
case_7303,Gate Out,Res.GateOut,2026-04-24 06:28:00,2026-04-24 07:06:00,2026-04-24 07:06:00,141.0,4.25,mid,T18,1.0,0,0.6244,very_high,0.8312,178.5,21.0,1,0.64,1,receive,1,T18,0.7544,low,0.5356,5.0,0,20.25,5,0
case_7424,Gate In,Res.GateIn,2026-04-24 07:06:00,2026-04-24 07:06:00,2026-04-24 07:06:00,115.23,25.3,non_rmg,VC,1.0,0,0.6,low,0.75,173.77,25.3,1,0.5949,1,receive,1,VC,0.3998,very_high,0.3998,,0,25.93,4,0
case_7406,LL_delivery,LL,2026-04-24 06:57:00,2026-04-24 07:07:00,2026-04-24 07:29:00,118.65,8.43,low,T08,0.5,0,0.5443,low,0.74,151.07,21.27,1,0.5543,2,mixed,2,T08,0.39,high,0.4057,17.0,1,31.75,9,0
case_7425,Gate In,Res.GateIn,2026-04-24 07:07:00,2026-04-24 07:07:00,2026-04-24 07:07:00,124.28,5.77,low,T07,1.0,0,0.5131,medium,0.8238,185.38,43.52,1,0.5615,1,receive,1,T07,0.5162,medium,0.5015,14.0,0,33.23,5,0
case_7425,RMG_receive,T07,2026-04-24 07:07:00,2026-04-24 07:07:00,2026-04-24 07:13:00,124.28,5.77,low,T07,1.0,0,0.5131,medium,0.8238,185.38,43.52,1,0.5615,1,receive,1,T07,0.5162,medium,0.5015,14.0,0,33.23,5,0
case_7426,Gate In,Res.GateIn,2026-04-24 07:07:00,2026-04-24 07:07:00,2026-04-24 07:07:00,112.6,39.4,non_rmg,VC,1.0,0,0.4565,low,0.857,169.4,39.4,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,35.4,3,0
case_7386,Gate Out,Res.GateOut,2026-04-24 07:00:00,2026-04-24 07:08:00,2026-04-24 07:08:00,98.33,3.87,mid,T19,1.0,1,0.52,high,0.7797,139.07,37.2,1,0.5598,1,receive,1,T19,0.6798,low,0.47,8.0,0,1.27,7,0
case_7389,Gate Out,Res.GateOut,2026-04-24 07:03:00,2026-04-24 07:08:00,2026-04-24 07:08:00,122.2,7.4,mid,T13,0.0,0,0.4972,medium,0.85,187.6,35.4,0,0.5372,1,delivery,1,T13,0.5618,high,0.3555,10.0,1,43.4,2,0
case_7398,Gate Out,Res.GateOut,2026-04-24 07:01:00,2026-04-24 07:08:00,2026-04-24 07:08:00,150.8,25.53,non_rmg,MT,0.0,0,0.56,very_high,0.8293,190.87,31.27,0,0.61,1,delivery,1,MT,0.8293,very_high,0.5793,,1,25.53,3,0
case_7427,Gate In,Res.GateIn,2026-04-24 07:08:00,2026-04-24 07:08:00,2026-04-24 07:08:00,105.1,8.57,mid,T20,1.0,0,0.6018,high,0.7518,132.97,24.43,0,0.6,1,delivery,1,T20,0.7154,high,0.4154,7.0,1,28.43,4,0
case_7427,RMG_delivery,T20,2026-04-24 07:08:00,2026-04-24 07:08:00,2026-04-24 07:10:00,105.1,8.57,mid,T20,1.0,0,0.6018,high,0.7518,132.97,24.43,0,0.6,1,delivery,1,T20,0.7154,high,0.4154,7.0,1,28.43,4,0
case_7428,Gate In,Res.GateIn,2026-04-24 07:08:00,2026-04-24 07:08:00,2026-04-24 07:08:00,17.53,1.18,mid,T15,1.0,0,0.5691,high,0.9145,22.27,0.82,0,0.6145,1,delivery,1,T15,0.66,low,0.49,7.0,1,5.37,3,0
case_7366,Gate Out,Res.GateOut,2026-04-24 06:56:00,2026-04-24 07:09:00,2026-04-24 07:09:00,137.0,7.5,low,T27,1.0,1,0.58,medium,0.9,173.5,35.5,1,0.6156,2,mixed,1,T27,0.6156,high,0.4669,15.0,1,23.5,15,0
case_7288,Gate Out,Res.GateOut,2026-04-24 06:07:00,2026-04-24 07:09:00,2026-04-24 07:09:00,26.33,5.3,non_rmg,VC,1.0,0,0.5393,low,0.7807,34.6,5.3,1,0.57,1,receive,1,VC,0.5007,medium,0.5007,,0,7.27,6,1
case_7401,RMG_delivery,T09,2026-04-24 06:53:00,2026-04-24 07:09:00,2026-04-24 07:31:00,132.82,8.53,low,T09,0.0,0,0.58,high,0.9,158.28,29.12,0,0.6189,1,delivery,1,T09,0.6478,high,0.4767,11.0,1,10.4,3,0
case_7415,RMG_receive,T20,2026-04-24 06:59:00,2026-04-24 07:09:00,2026-04-24 07:21:00,106.57,5.55,top_3,T20,1.0,0,0.5676,high,0.8662,106.35,6.55,1,0.5838,1,receive,1,T20,0.7038,medium,0.3576,2.0,0,7.07,5,0
case_7422,RMG_receive,T12,2026-04-24 07:04:00,2026-04-24 07:09:00,2026-04-24 07:33:00,79.08,6.03,low,T12,1.0,0,0.5875,low,0.7551,115.1,27.95,1,0.59,1,receive,1,T12,0.2175,medium,0.4575,20.0,0,21.9,5,0
case_7429,Gate In,Res.GateIn,2026-04-24 07:09:00,2026-04-24 07:09:00,2026-04-24 07:09:00,116.22,3.57,low,T09,1.0,1,0.58,medium,0.9,160.52,31.85,0,0.6109,1,delivery,1,T09,0.6318,low,0.4527,14.0,1,21.3,6,0
case_7430,Gate In,Res.GateIn,2026-04-24 07:09:00,2026-04-24 07:09:00,2026-04-24 07:09:00,116.87,6.13,mid,T14,0.333,0,0.55,very_high,0.69,150.4,21.6,1,0.5602,3,mixed,2,T14,0.7203,medium,0.5003,9.0,2,29.87,13,0
case_7346,Gate Out,Res.GateOut,2026-04-24 07:04:00,2026-04-24 07:10:00,2026-04-24 07:10:00,46.6,1.0,top_3,T23,1.0,0,0.62,very_high,0.87,58.9,10.5,1,0.63,1,receive,1,T23,0.7698,low,0.4602,3.0,0,13.9,5,0
case_7365,Gate Out,Res.GateOut,2026-04-24 06:52:00,2026-04-24 07:10:00,2026-04-24 07:10:00,110.03,11.13,mid,T21,1.0,0,0.457,medium,0.8561,166.47,39.22,1,0.51,1,receive,1,T21,0.577,very_high,0.35,4.0,0,33.38,7,1
case_7368,Gate Out,Res.GateOut,2026-04-24 07:05:00,2026-04-24 07:10:00,2026-04-24 07:10:00,115.27,16.37,non_rmg,VC,0.5,0,0.59,low,0.7459,122.38,16.37,2,0.6,4,mixed,1,VC,0.463,very_high,0.463,,2,0.82,14,0
case_7381,Gate Out,Res.GateOut,2026-04-24 06:54:00,2026-04-24 07:10:00,2026-04-24 07:10:00,107.6,49.6,non_rmg,VC,1.0,0,0.492,low,0.85,190.6,49.6,0,0.532,1,delivery,1,VC,0.366,very_high,0.366,,1,42.2,4,0
case_7416,Gate Out,Res.GateOut,2026-04-24 07:04:00,2026-04-24 07:10:00,2026-04-24 07:10:00,148.4,36.73,non_rmg,VC,1.0,0,0.6287,medium,0.8213,181.07,36.73,0,0.6493,1,delivery,1,VC,0.53,very_high,0.53,,1,21.87,3,0
case_7420,Gate Out,Res.GateOut,2026-04-24 07:05:00,2026-04-24 07:10:00,2026-04-24 07:10:00,130.33,5.0,low,T07,1.0,0,0.5842,low,0.9042,171.67,28.0,1,0.6142,1,receive,1,T07,0.44,medium,0.4542,16.0,0,9.0,5,0
case_7428,RMG_delivery,T15,2026-04-24 07:08:00,2026-04-24 07:10:00,2026-04-24 07:25:00,17.53,1.18,mid,T15,1.0,0,0.5691,high,0.9145,22.27,0.82,0,0.6145,1,delivery,1,T15,0.66,low,0.49,7.0,1,5.37,3,0
case_7431,Gate In,Res.GateIn,2026-04-24 07:10:00,2026-04-24 07:10:00,2026-04-24 07:10:00,47.3,21.0,non_rmg,MT,0.0,0,0.4679,very_high,0.8652,79.5,12.0,0,0.5179,1,delivery,1,MT,0.8652,very_high,0.3526,,1,21.0,3,0
case_7355,Gate Out,Res.GateOut,2026-04-24 07:01:00,2026-04-24 07:11:00,2026-04-24 07:11:00,61.6,5.5,top_3,T18,1.0,0,0.6068,high,0.8432,91.4,13.1,1,0.6268,1,receive,1,T18,0.7,medium,0.5,3.0,0,10.1,5,0
case_7374,Gate Out,Res.GateOut,2026-04-24 07:06:00,2026-04-24 07:11:00,2026-04-24 07:11:00,174.95,9.65,non_rmg,MT,0.0,0,0.54,very_high,0.8589,182.05,15.6,0,0.5744,2,delivery,1,MT,0.8589,high,0.4144,,2,9.65,3,0
case_7379,Gate Out,Res.GateOut,2026-04-24 07:08:00,2026-04-24 07:11:00,2026-04-24 07:11:00,138.15,5.35,mid,T25,1.0,1,0.6218,high,0.8282,163.9,21.75,0,0.6459,1,delivery,1,T25,0.6918,medium,0.53,9.0,1,25.7,5,0
case_7405,Gate Out,Res.GateOut,2026-04-24 07:03:00,2026-04-24 07:11:00,2026-04-24 07:11:00,95.7,8.0,low,T06,1.0,0,0.5922,medium,0.8461,100.15,11.9,1,0.6161,1,receive,1,T06,0.5322,high,0.4922,17.0,0,15.25,5,0
case_7407,RMG_receive,T17,2026-04-24 06:57:00,2026-04-24 07:11:00,2026-04-24 07:18:00,92.3,4.3,mid,T17,1.0,0,0.5312,high,0.69,115.37,12.37,1,0.5506,1,receive,1,T17,0.6923,low,0.4906,10.0,0,23.87,4,0
case_7413,RMG_receive,T24,2026-04-24 06:58:00,2026-04-24 07:11:00,2026-04-24 07:18:00,155.7,7.7,mid,T24,1.0,0,0.56,high,0.91,176.95,13.75,1,0.6,1,receive,1,T24,0.6934,high,0.42,6.0,0,12.95,6,1
case_7423,RMG_receive,T16,2026-04-24 07:05:00,2026-04-24 07:11:00,2026-04-24 07:25:00,85.9,8.1,mid,T16,1.0,0,0.5491,high,0.8882,105.53,16.57,1,0.5891,1,receive,1,T16,0.65,high,0.4291,6.0,0,6.0,5,0
case_7426,RMG_delivery,T13,2026-04-24 07:07:00,2026-04-24 07:11:00,2026-04-24 07:19:00,112.6,39.4,non_rmg,VC,1.0,0,0.4565,low,0.857,169.4,39.4,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,35.4,3,0
case_7432,Gate In,Res.GateIn,2026-04-24 07:11:00,2026-04-24 07:11:00,2026-04-24 07:11:00,81.3,4.0,mid,T14,1.0,0,0.63,very_high,0.87,124.83,22.87,0,0.64,1,delivery,1,T14,0.7524,low,0.4676,5.0,1,33.7,4,0
case_7432,RMG_delivery,T14,2026-04-24 07:11:00,2026-04-24 07:11:00,2026-04-24 07:15:00,81.3,4.0,mid,T14,1.0,0,0.63,very_high,0.87,124.83,22.87,0,0.64,1,delivery,1,T14,0.7524,low,0.4676,5.0,1,33.7,4,0
case_7431,LL_delivery,LL,2026-04-24 07:10:00,2026-04-24 07:11:00,2026-04-24 07:16:00,47.3,21.0,non_rmg,MT,0.0,0,0.4679,very_high,0.8652,79.5,12.0,0,0.5179,1,delivery,1,MT,0.8652,very_high,0.3526,,1,21.0,3,0
case_7433,Gate In,Res.GateIn,2026-04-24 07:11:00,2026-04-24 07:11:00,2026-04-24 07:11:00,55.8,3.55,mid,T26,0.0,0,0.6111,very_high,0.85,68.0,10.9,0,0.6311,1,delivery,1,T26,0.72,low,0.5034,7.0,1,12.65,3,0
case_7313,Gate Out,Res.GateOut,2026-04-24 06:46:00,2026-04-24 07:12:00,2026-04-24 07:12:00,124.0,16.2,non_rmg,VC,1.0,0,0.58,low,0.8668,164.67,16.2,1,0.61,1,receive,1,VC,0.4432,very_high,0.4432,,0,35.4,4,0
case_7434,Gate In,Res.GateIn,2026-04-24 07:12:00,2026-04-24 07:12:00,2026-04-24 07:12:00,104.4,4.1,top_3,T22,0.0,0,0.5782,very_high,0.84,117.2,18.0,0,0.6,1,delivery,1,T22,0.72,low,0.48,2.0,1,7.3,3,0
case_7435,Gate In,Res.GateIn,2026-04-24 07:12:00,2026-04-24 07:12:00,2026-04-24 07:12:00,31.67,1.0,low,T11,0.0,0,0.5162,medium,0.84,39.8,2.6,0,0.54,1,delivery,1,T11,0.5862,low,0.3538,12.0,1,7.4,2,0
case_7343,Gate Out,Res.GateOut,2026-04-24 06:53:00,2026-04-24 07:12:00,2026-04-24 07:12:00,93.0,9.25,non_rmg,VC,1.0,0,0.589,low,0.86,125.33,9.25,1,0.599,1,receive,1,VC,0.3879,high,0.3879,,0,21.83,7,0
case_7345,RMG_receive,T17,2026-04-24 06:26:00,2026-04-24 07:12:00,2026-04-24 07:44:00,69.7,5.9,mid,T17,1.0,0,0.59,high,0.7652,89.4,15.3,1,0.5926,1,receive,1,T17,0.6774,medium,0.46,4.0,0,12.8,5,0
case_7392,Gate Out,Res.GateOut,2026-04-24 07:04:00,2026-04-24 07:13:00,2026-04-24 07:13:00,146.87,5.0,top_3,T23,1.0,0,0.6235,very_high,0.8331,176.3,22.47,1,0.64,1,receive,1,T23,0.7635,medium,0.5365,3.0,0,17.68,5,0
case_7409,RMG_mixed,T13,2026-04-24 06:57:00,2026-04-24 07:13:00,2026-04-24 07:35:00,108.73,6.87,low,T13,0.5,0,0.4586,low,0.8528,150.43,33.8,1,0.51,2,mixed,1,T13,0.4686,medium,0.35,14.0,1,28.83,10,0
case_7417,Gate Out,Res.GateOut,2026-04-24 07:11:00,2026-04-24 07:13:00,2026-04-24 07:13:00,139.0,27.42,non_rmg,MT,0.0,0,0.6165,very_high,0.8729,182.92,25.67,0,0.6365,1,delivery,1,MT,0.8729,very_high,0.49,,1,27.42,3,0
case_7430,LL_delivery,LL,2026-04-24 07:09:00,2026-04-24 07:13:00,2026-04-24 07:15:00,116.87,6.13,mid,T14,0.333,0,0.55,very_high,0.69,150.4,21.6,1,0.5602,3,mixed,2,T14,0.7203,medium,0.5003,9.0,2,29.87,13,0
case_7327,Gate Out,Res.GateOut,2026-04-24 06:47:00,2026-04-24 07:13:00,2026-04-24 07:13:00,107.68,32.95,non_rmg,VC,1.0,0,0.453,low,0.8639,159.42,32.95,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,38.08,7,0
case_7436,Gate In,Res.GateIn,2026-04-24 07:13:00,2026-04-24 07:13:00,2026-04-24 07:13:00,137.7,7.4,top_3,T23,1.0,0,0.58,very_high,0.9,171.4,29.6,1,0.6184,1,receive,1,T23,0.7316,high,0.4751,1.0,0,14.7,5,0
case_7334,Gate Out,Res.GateOut,2026-04-24 07:07:00,2026-04-24 07:13:00,2026-04-24 07:13:00,135.23,11.3,top_3,T14,1.0,0,0.5372,high,0.8572,169.42,9.3,1,0.5772,1,receive,1,T14,0.6544,very_high,0.42,1.0,0,36.18,5,0
case_7351,Gate Out,Res.GateOut,2026-04-24 06:58:00,2026-04-24 07:14:00,2026-04-24 07:14:00,35.3,0.7,mid,T15,1.0,1,0.61,high,0.87,44.2,3.93,0,0.63,1,delivery,1,T15,0.71,low,0.4744,5.0,1,6.3,6,0
case_7383,Gate Out,Res.GateOut,2026-04-24 07:04:00,2026-04-24 07:14:00,2026-04-24 07:14:00,133.78,4.88,mid,T16,1.0,0,0.5106,high,0.8288,185.88,52.02,1,0.5603,1,receive,1,T16,0.6612,medium,0.5003,5.0,0,32.23,4,0
case_7397,Gate Out,Res.GateOut,2026-04-24 07:07:00,2026-04-24 07:14:00,2026-04-24 07:14:00,106.5,14.0,low,T13,0.0,0,0.59,low,0.7888,121.0,25.5,0,0.62,1,delivery,1,T13,0.3763,very_high,0.5775,17.0,1,21.0,3,0
case_7433,RMG_delivery,T26,2026-04-24 07:11:00,2026-04-24 07:14:00,2026-04-24 07:30:00,55.8,3.55,mid,T26,0.0,0,0.6111,very_high,0.85,68.0,10.9,0,0.6311,1,delivery,1,T26,0.72,low,0.5034,7.0,1,12.65,3,0
case_7437,Gate In,Res.GateIn,2026-04-24 07:14:00,2026-04-24 07:14:00,2026-04-24 07:14:00,21.83,6.53,non_rmg,MT,0.0,0,0.49,very_high,0.8803,29.55,4.53,0,0.5497,1,delivery,1,MT,0.8803,medium,0.4097,,1,6.53,3,0
case_7437,RMG_delivery,T13,2026-04-24 07:14:00,2026-04-24 07:14:00,2026-04-24 07:16:00,21.83,6.53,non_rmg,MT,0.0,0,0.49,very_high,0.8803,29.55,4.53,0,0.5497,1,delivery,1,MT,0.8803,medium,0.4097,,1,6.53,3,0
case_7400,Gate Out,Res.GateOut,2026-04-24 07:13:00,2026-04-24 07:15:00,2026-04-24 07:15:00,141.18,8.03,mid,T15,1.0,0,0.58,high,0.9,185.37,32.03,0,0.6169,1,delivery,1,T15,0.6669,high,0.4706,9.0,1,27.48,4,0
case_7408,Gate Out,Res.GateOut,2026-04-24 07:06:00,2026-04-24 07:15:00,2026-04-24 07:15:00,97.17,11.83,mid,T15,0.0,0,0.59,high,0.7292,99.0,10.33,0,0.6,1,delivery,1,T15,0.6546,very_high,0.4654,7.0,1,2.83,2,0
case_7317,Gate Out,Res.GateOut,2026-04-24 06:33:00,2026-04-24 07:15:00,2026-04-24 07:15:00,126.4,7.5,top_3,T21,1.0,0,0.5895,very_high,0.8295,152.9,52.5,1,0.5995,1,receive,1,T21,0.7895,high,0.4098,1.0,0,8.1,5,0
case_7429,RMG_delivery,T09,2026-04-24 07:09:00,2026-04-24 07:15:00,2026-04-24 07:24:00,116.22,3.57,low,T09,1.0,1,0.58,medium,0.9,160.52,31.85,0,0.6109,1,delivery,1,T09,0.6318,low,0.4527,14.0,1,21.3,6,0
case_7438,Gate In,Res.GateIn,2026-04-24 07:15:00,2026-04-24 07:15:00,2026-04-24 07:15:00,126.5,4.5,mid,T19,1.0,0,0.59,high,0.7869,180.75,34.0,1,0.6,1,receive,1,T19,0.71,medium,0.4569,7.0,0,26.5,6,1
case_7438,RMG_receive,T19,2026-04-24 07:15:00,2026-04-24 07:15:00,2026-04-24 07:26:00,126.5,4.5,mid,T19,1.0,0,0.59,high,0.7869,180.75,34.0,1,0.6,1,receive,1,T19,0.71,medium,0.4569,7.0,0,26.5,6,1
case_7439,Gate In,Res.GateIn,2026-04-24 07:15:00,2026-04-24 07:15:00,2026-04-24 07:15:00,143.7,4.1,mid,T18,0.5,0,0.6139,very_high,0.8678,173.2,28.0,1,0.6339,2,mixed,2,T18,0.74,low,0.49,6.0,1,27.1,10,0
case_7440,Gate In,Res.GateIn,2026-04-24 07:15:00,2026-04-24 07:15:00,2026-04-24 07:15:00,26.98,2.57,low,T06,1.0,0,0.61,low,0.8582,30.12,4.57,0,0.63,1,delivery,1,T06,0.4318,low,0.4918,15.0,1,3.55,3,0
case_7440,RMG_delivery,T06,2026-04-24 07:15:00,2026-04-24 07:15:00,2026-04-24 07:18:00,26.98,2.57,low,T06,1.0,0,0.61,low,0.8582,30.12,4.57,0,0.63,1,delivery,1,T06,0.4318,low,0.4918,15.0,1,3.55,3,0
case_7395,Gate Out,Res.GateOut,2026-04-24 07:00:00,2026-04-24 07:16:00,2026-04-24 07:16:00,135.38,10.27,low,T10,1.0,0,0.62,high,0.873,201.15,34.62,0,0.633,1,delivery,1,T10,0.663,high,0.4759,15.0,1,23.9,4,0
case_7312,Gate Out,Res.GateOut,2026-04-24 06:57:00,2026-04-24 07:16:00,2026-04-24 07:16:00,141.7,5.4,low,T14,1.0,0,0.54,medium,0.8652,162.5,16.3,1,0.5776,1,receive,1,T14,0.6129,medium,0.4176,12.0,0,11.1,5,0
case_7427,Gate Out,Res.GateOut,2026-04-24 07:10:00,2026-04-24 07:16:00,2026-04-24 07:16:00,105.1,8.57,mid,T20,1.0,0,0.6018,high,0.7518,132.97,24.43,0,0.6,1,delivery,1,T20,0.7154,high,0.4154,7.0,1,28.43,4,0
case_7441,Gate In,Res.GateIn,2026-04-24 07:16:00,2026-04-24 07:16:00,2026-04-24 07:16:00,138.65,16.4,low,T12,0.0,0,0.58,medium,0.9,167.45,29.95,0,0.6199,2,delivery,2,T12,0.5598,very_high,0.4798,16.0,2,20.4,4,0
case_7442,Gate In,Res.GateIn,2026-04-24 07:16:00,2026-04-24 07:16:00,2026-04-24 07:16:00,71.47,4.2,low,T27,1.0,0,0.58,medium,0.8757,75.67,8.2,1,0.61,1,receive,1,T27,0.61,low,0.44,15.0,0,11.33,5,0
case_7443,Gate In,Res.GateIn,2026-04-24 07:16:00,2026-04-24 07:16:00,2026-04-24 07:16:00,65.83,7.08,low,T27,0.0,0,0.52,medium,0.78,109.83,17.5,0,0.56,1,delivery,1,T27,0.6048,high,0.4844,11.0,1,0.0,3,0
case_7444,Gate In,Res.GateIn,2026-04-24 07:16:00,2026-04-24 07:16:00,2026-04-24 07:16:00,117.68,32.58,non_rmg,VC,1.0,0,0.6,low,0.75,163.68,32.58,1,0.59,2,mixed,1,VC,0.3987,very_high,0.3987,,1,28.48,11,0
case_7445,Gate In,Res.GateIn,2026-04-24 07:16:00,2026-04-24 07:16:00,2026-04-24 07:16:00,135.73,6.47,top_3,T20,1.0,0,0.45,medium,0.87,187.08,33.92,1,0.509,1,receive,1,T20,0.5871,medium,0.35,3.0,0,31.37,6,1
case_7404,Gate Out,Res.GateOut,2026-04-24 07:10:00,2026-04-24 07:17:00,2026-04-24 07:17:00,125.07,8.42,low,T11,1.0,1,0.45,low,0.87,185.42,35.58,0,0.5082,1,delivery,1,T11,0.4782,high,0.35,11.0,1,36.03,6,0
case_7411,Gate Out,Res.GateOut,2026-04-24 07:09:00,2026-04-24 07:17:00,2026-04-24 07:17:00,93.33,42.6,non_rmg,VC,1.0,0,0.4982,low,0.8418,119.2,42.6,0,0.5582,1,delivery,1,VC,0.5018,very_high,0.5018,,1,23.73,3,0
case_7316,Gate Out,Res.GateOut,2026-04-24 06:36:00,2026-04-24 07:17:00,2026-04-24 07:17:00,21.52,6.0,non_rmg,MT,0.0,0,0.61,very_high,0.87,28.48,2.45,0,0.63,1,delivery,1,MT,0.87,medium,0.4788,,1,6.0,2,0
case_7444,HO2_delivery,HO2,2026-04-24 07:16:00,2026-04-24 07:17:00,2026-04-24 07:28:00,117.68,32.58,non_rmg,VC,1.0,0,0.6,low,0.75,163.68,32.58,1,0.59,2,mixed,1,VC,0.3987,very_high,0.3987,,1,28.48,11,0
case_7446,Gate In,Res.GateIn,2026-04-24 07:17:00,2026-04-24 07:17:00,2026-04-24 07:17:00,132.15,8.1,mid,T15,1.0,0,0.52,medium,0.86,151.5,9.0,0,0.56,1,delivery,1,T15,0.5989,high,0.42,6.0,1,30.95,4,0
case_7372,Gate Out,Res.GateOut,2026-04-24 07:11:00,2026-04-24 07:18:00,2026-04-24 07:18:00,65.9,4.9,low,T08,1.0,0,0.5351,low,0.86,65.8,2.3,0,0.5751,1,delivery,1,T08,0.1997,medium,0.42,17.0,1,13.0,4,0
case_7393,Gate Out,Res.GateOut,2026-04-24 07:06:00,2026-04-24 07:18:00,2026-04-24 07:18:00,111.0,7.42,top_3,T17,1.0,0,0.59,high,0.7627,215.17,9.25,0,0.6,1,delivery,1,T17,0.6927,high,0.4673,2.0,1,32.58,6,1
case_7414,Gate Out,Res.GateOut,2026-04-24 07:06:00,2026-04-24 07:18:00,2026-04-24 07:18:00,115.5,11.55,low,T16,1.0,0,0.5789,high,0.8578,164.8,18.35,1,0.6089,1,receive,1,T16,0.65,very_high,0.45,12.0,0,31.45,4,0
case_7447,Gate In,Res.GateIn,2026-04-24 07:18:00,2026-04-24 07:18:00,2026-04-24 07:18:00,114.4,26.8,non_rmg,VC,1.0,0,0.58,low,0.8985,154.4,26.8,1,0.61,1,receive,1,VC,0.4485,very_high,0.4485,,0,21.2,4,0
case_7448,Gate In,Res.GateIn,2026-04-24 07:18:00,2026-04-24 07:18:00,2026-04-24 07:18:00,164.93,7.87,mid,T26,1.0,0,0.62,very_high,0.8488,190.53,22.53,0,0.64,1,delivery,1,T26,0.7188,high,0.5312,8.0,1,24.8,4,0
case_7449,Gate In,Res.GateIn,2026-04-24 07:18:00,2026-04-24 07:18:00,2026-04-24 07:18:00,72.83,7.77,low,T08,1.0,0,0.5694,medium,0.81,65.4,15.53,1,0.6094,1,receive,1,T08,0.5571,high,0.5794,14.0,0,13.77,5,0
case_7450,Gate In,Res.GateIn,2026-04-24 07:18:00,2026-04-24 07:18:00,2026-04-24 07:18:00,21.03,1.0,low,T07,1.0,0,0.51,low,0.73,28.08,6.0,1,0.54,1,receive,1,T07,0.4999,low,0.46,13.0,0,9.02,4,0
case_7376,Gate Out,Res.GateOut,2026-04-24 06:57:00,2026-04-24 07:19:00,2026-04-24 07:19:00,113.83,13.33,mid,T24,0.5,0,0.6,very_high,0.75,159.83,30.83,1,0.59,2,mixed,2,T24,0.7204,very_high,0.3996,5.0,1,28.83,8,0
case_7378,Gate Out,Res.GateOut,2026-04-24 07:12:00,2026-04-24 07:19:00,2026-04-24 07:19:00,105.47,5.87,mid,T15,1.0,1,0.5436,medium,0.8772,139.97,20.1,0,0.5836,1,delivery,1,T15,0.6336,medium,0.4236,8.0,1,8.43,6,0
case_7399,Gate Out,Res.GateOut,2026-04-24 07:04:00,2026-04-24 07:19:00,2026-04-24 07:19:00,64.0,2.0,low,T13,1.0,0,0.56,medium,0.915,72.0,6.0,1,0.6,1,receive,1,T13,0.605,low,0.42,13.0,0,7.0,5,0
case_7439,LL_delivery,LL,2026-04-24 07:15:00,2026-04-24 07:19:00,2026-04-24 07:26:00,143.7,4.1,mid,T18,0.5,0,0.6139,very_high,0.8678,173.2,28.0,1,0.6339,2,mixed,2,T18,0.74,low,0.49,6.0,1,27.1,10,0
case_7448,RMG_delivery,T26,2026-04-24 07:18:00,2026-04-24 07:19:00,2026-04-24 07:25:00,164.93,7.87,mid,T26,1.0,0,0.62,very_high,0.8488,190.53,22.53,0,0.64,1,delivery,1,T26,0.7188,high,0.5312,8.0,1,24.8,4,0
case_7451,Gate In,Res.GateIn,2026-04-24 07:19:00,2026-04-24 07:19:00,2026-04-24 07:19:00,147.2,5.93,mid,T20,0.0,0,0.6193,very_high,0.85,175.6,24.6,0,0.6393,2,delivery,2,T20,0.7493,medium,0.528,5.0,2,26.33,6,0
case_7380,Gate Out,Res.GateOut,2026-04-24 07:05:00,2026-04-24 07:20:00,2026-04-24 07:20:00,133.63,7.57,low,T10,0.0,0,0.62,high,0.87,149.05,25.67,0,0.63,2,delivery,1,T10,0.6616,high,0.4695,12.0,2,19.95,3,0
case_7410,Gate Out,Res.GateOut,2026-04-24 07:07:00,2026-04-24 07:20:00,2026-04-24 07:20:00,106.3,2.85,low,T27,1.0,0,0.5393,medium,0.86,121.5,13.73,0,0.5793,1,delivery,1,T27,0.5393,low,0.42,12.0,1,21.6,3,0
case_7325,Gate Out,Res.GateOut,2026-04-24 07:13:00,2026-04-24 07:20:00,2026-04-24 07:20:00,142.3,9.75,low,T11,1.0,0,0.45,low,0.87,147.35,25.35,1,0.5001,1,receive,1,T11,0.4701,high,0.35,11.0,0,16.2,5,0
case_7441,RMG_delivery,T12,2026-04-24 07:16:00,2026-04-24 07:20:00,2026-04-24 07:22:00,138.65,16.4,low,T12,0.0,0,0.58,medium,0.9,167.45,29.95,0,0.6199,2,delivery,2,T12,0.5598,very_high,0.4798,16.0,2,20.4,4,0
case_7338,Gate Out,Res.GateOut,2026-04-24 06:28:00,2026-04-24 07:20:00,2026-04-24 07:20:00,100.8,5.8,top_3,T23,1.0,0,0.491,high,0.85,171.8,50.8,1,0.531,1,receive,1,T23,0.682,medium,0.368,1.0,0,34.6,5,0
case_7452,Gate In,Res.GateIn,2026-04-24 07:20:00,2026-04-24 07:20:00,2026-04-24 07:20:00,80.73,5.8,top_3,T19,1.0,0,0.5548,high,0.8552,113.53,17.47,0,0.5948,1,delivery,1,T19,0.65,medium,0.47,3.0,1,15.93,4,0
