case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,rmg_demand,target_demand,target_rank_group,target_area,full_ratio,has_reefer,rmg_utilization,target_utilization_bin,mt_utilization,gate_demand,vc_demand,n_receives,gate_utilization,n_containers,process_flow_type,n_stops,primary_target_area,target_utilization,target_demand_bin,vc_utilization,target_rank,n_deliveries,mt_demand,visit_complexity,has_hazardous
case_7453,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,135.0,4.17,top_3,T23,1.0,0,0.52,high,0.8773,162.42,11.33,1,0.5573,2,mixed,1,T23,0.68,low,0.3673,1.0,1,26.0,13,0
case_7454,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,117.25,10.05,low,T07,1.0,0,0.6341,medium,0.8159,169.4,33.6,0,0.65,1,delivery,1,T07,0.5559,high,0.53,11.0,1,30.35,3,0
case_7455,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,121.78,3.95,mid,T14,1.0,0,0.58,high,0.8417,136.9,18.68,1,0.6017,1,receive,1,T14,0.6917,low,0.48,6.0,0,12.1,4,0
case_7456,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,133.1,8.55,low,T09,0.0,0,0.53,low,0.7528,188.95,47.85,0,0.5614,1,delivery,1,T09,0.4141,high,0.4814,18.0,1,37.7,3,0
case_7457,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,120.6,39.45,non_rmg,VC,1.0,0,0.4979,low,0.85,184.4,39.45,0,0.5379,1,delivery,1,VC,0.3542,very_high,0.3542,,1,41.5,4,0
case_7458,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,79.2,4.67,mid,T26,1.0,0,0.5552,high,0.89,103.93,9.93,1,0.5952,1,receive,1,T26,0.67,medium,0.4352,6.0,0,17.13,5,0
case_7458,RMG_receive,T26,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:36:00,79.2,4.67,mid,T26,1.0,0,0.5552,high,0.89,103.93,9.93,1,0.5952,1,receive,1,T26,0.67,medium,0.4352,6.0,0,17.13,5,0
case_7362,Gate Out,Res.GateOut,2026-04-24 07:13:00,2026-04-24 07:21:00,2026-04-24 07:21:00,138.6,44.6,non_rmg,VC,1.0,0,0.53,low,0.754,176.2,44.6,0,0.562,1,delivery,1,VC,0.482,very_high,0.482,,1,36.2,3,0
case_7459,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,34.98,1.15,mid,T15,1.0,0,0.63,very_high,0.8169,47.68,7.23,1,0.6492,2,mixed,1,T15,0.7485,low,0.53,9.0,1,11.15,12,0
case_7460,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,62.33,2.25,low,T13,1.0,0,0.5996,medium,0.8498,111.33,7.5,1,0.6198,1,receive,1,T13,0.5594,low,0.4996,15.0,0,13.42,4,0
case_7461,Gate In,Res.GateIn,2026-04-24 07:21:00,2026-04-24 07:21:00,2026-04-24 07:21:00,27.88,6.77,non_rmg,MT,0.0,0,0.5328,very_high,0.7728,27.93,5.23,0,0.57,1,delivery,1,MT,0.7728,medium,0.4928,,1,6.77,3,0
case_7370,Gate Out,Res.GateOut,2026-04-24 07:16:00,2026-04-24 07:21:00,2026-04-24 07:21:00,144.5,8.83,mid,T27,1.0,0,0.6254,high,0.8246,173.92,26.33,1,0.6477,1,receive,1,T27,0.6531,high,0.53,10.0,0,26.42,5,0
case_7377,Gate Out,Res.GateOut,2026-04-24 07:10:00,2026-04-24 07:21:00,2026-04-24 07:21:00,86.6,2.63,low,T06,0.333,0,0.5883,low,0.86,124.27,10.05,1,0.5983,3,mixed,2,T06,0.5,low,0.3866,11.0,2,19.17,10,0
case_7394,Gate Out,Res.GateOut,2026-04-24 07:17:00,2026-04-24 07:21:00,2026-04-24 07:21:00,73.0,8.4,top_3,T18,1.0,0,0.552,high,0.858,99.4,10.8,1,0.592,1,receive,1,T18,0.65,high,0.47,3.0,0,14.4,5,0
case_7437,Gate Out,Res.GateOut,2026-04-24 07:16:00,2026-04-24 07:21:00,2026-04-24 07:21:00,21.83,6.53,non_rmg,MT,0.0,0,0.49,very_high,0.8803,29.55,4.53,0,0.5497,1,delivery,1,MT,0.8803,medium,0.4097,,1,6.53,3,0
case_7443,RMG_delivery,T27,2026-04-24 07:16:00,2026-04-24 07:21:00,2026-04-24 07:25:00,65.83,7.08,low,T27,0.0,0,0.52,medium,0.78,109.83,17.5,0,0.56,1,delivery,1,T27,0.6048,high,0.4844,11.0,1,0.0,3,0
case_7462,Gate In,Res.GateIn,2026-04-24 07:22:00,2026-04-24 07:22:00,2026-04-24 07:22:00,64.0,0.75,mid,T19,0.0,1,0.53,high,0.69,103.0,18.0,1,0.55,1,receive,1,T19,0.71,low,0.4956,7.0,0,13.5,6,0
case_7431,Gate Out,Res.GateOut,2026-04-24 07:16:00,2026-04-24 07:22:00,2026-04-24 07:22:00,47.3,21.0,non_rmg,MT,0.0,0,0.4679,very_high,0.8652,79.5,12.0,0,0.5179,1,delivery,1,MT,0.8652,very_high,0.3526,,1,21.0,3,0
case_7436,RMG_receive,T23,2026-04-24 07:13:00,2026-04-24 07:22:00,2026-04-24 07:32:00,137.7,7.4,top_3,T23,1.0,0,0.58,very_high,0.9,171.4,29.6,1,0.6184,1,receive,1,T23,0.7316,high,0.4751,1.0,0,14.7,5,0
case_7446,RMG_delivery,T15,2026-04-24 07:17:00,2026-04-24 07:22:00,2026-04-24 07:31:00,132.15,8.1,mid,T15,1.0,0,0.52,medium,0.86,151.5,9.0,0,0.56,1,delivery,1,T15,0.5989,high,0.42,6.0,1,30.95,4,0
case_7463,Gate In,Res.GateIn,2026-04-24 07:23:00,2026-04-24 07:23:00,2026-04-24 07:23:00,95.6,26.8,non_rmg,MT,0.0,0,0.546,high,0.69,122.0,22.6,0,0.566,1,delivery,1,MT,0.69,very_high,0.508,,1,26.8,3,0
case_7464,Gate In,Res.GateIn,2026-04-24 07:23:00,2026-04-24 07:23:00,2026-04-24 07:23:00,106.57,5.07,low,T08,1.0,0,0.52,low,0.78,145.37,25.3,1,0.56,1,receive,1,T08,0.3463,medium,0.4811,16.0,0,0.0,5,0
case_7426,Gate Out,Res.GateOut,2026-04-24 07:19:00,2026-04-24 07:23:00,2026-04-24 07:23:00,112.6,39.4,non_rmg,VC,1.0,0,0.4565,low,0.857,169.4,39.4,0,0.51,1,delivery,1,VC,0.35,very_high,0.35,,1,35.4,3,0
case_7447,HO2_receive,HO2,2026-04-24 07:18:00,2026-04-24 07:23:00,2026-04-24 07:33:00,114.4,26.8,non_rmg,VC,1.0,0,0.58,low,0.8985,154.4,26.8,1,0.61,1,receive,1,VC,0.4485,very_high,0.4485,,0,21.2,4,0
case_7451,LL_delivery,LL,2026-04-24 07:19:00,2026-04-24 07:23:00,2026-04-24 07:28:00,147.2,5.93,mid,T20,0.0,0,0.6193,very_high,0.85,175.6,24.6,0,0.6393,2,delivery,2,T20,0.7493,medium,0.528,5.0,2,26.33,6,0
case_7452,RMG_delivery,T19,2026-04-24 07:20:00,2026-04-24 07:23:00,2026-04-24 07:28:00,80.73,5.8,top_3,T19,1.0,0,0.5548,high,0.8552,113.53,17.47,0,0.5948,1,delivery,1,T19,0.65,medium,0.47,3.0,1,15.93,4,0
case_7453,RMG_mixed,T23,2026-04-24 07:21:00,2026-04-24 07:24:00,2026-04-24 07:31:00,135.0,4.17,top_3,T23,1.0,0,0.52,high,0.8773,162.42,11.33,1,0.5573,2,mixed,1,T23,0.68,low,0.3673,1.0,1,26.0,13,0
case_7465,Gate In,Res.GateIn,2026-04-24 07:24:00,2026-04-24 07:24:00,2026-04-24 07:24:00,107.85,7.0,low,T11,0.0,0,0.5455,low,0.8255,122.5,28.43,0,0.5955,1,delivery,1,T11,0.2266,medium,0.5711,18.0,1,20.35,3,0
case_7419,Gate Out,Res.GateOut,2026-04-24 07:11:00,2026-04-24 07:24:00,2026-04-24 07:24:00,137.6,9.2,mid,T14,1.0,0,0.6282,very_high,0.8237,171.67,22.0,1,0.64,1,receive,1,T14,0.7482,high,0.5318,6.0,0,18.33,5,0
case_7454,HO2_mixed,HO2,2026-04-24 07:21:00,2026-04-24 07:25:00,2026-04-24 07:41:00,117.25,10.05,low,T07,1.0,0,0.6341,medium,0.8159,169.4,33.6,0,0.65,1,delivery,1,T07,0.5559,high,0.53,11.0,1,30.35,3,0
case_7353,Gate Out,Res.GateOut,2026-04-24 07:07:00,2026-04-24 07:25:00,2026-04-24 07:25:00,81.8,5.0,mid,T15,1.0,0,0.58,high,0.9,94.7,17.8,1,0.61,1,receive,1,T15,0.67,medium,0.45,9.0,0,13.5,4,0
case_7363,RMG_receive,T27,2026-04-24 07:09:00,2026-04-24 07:25:00,2026-04-24 07:32:00,123.5,4.8,mid,T27,0.5,0,0.6382,high,0.8118,158.5,33.7,1,0.65,2,mixed,2,T27,0.6765,medium,0.53,10.0,1,26.4,10,0
case_7461,LL_delivery,LL,2026-04-24 07:21:00,2026-04-24 07:25:00,2026-04-24 07:40:00,27.88,6.77,non_rmg,MT,0.0,0,0.5328,very_high,0.7728,27.93,5.23,0,0.57,1,delivery,1,MT,0.7728,medium,0.4928,,1,6.77,3,0
case_7466,Gate In,Res.GateIn,2026-04-24 07:25:00,2026-04-24 07:25:00,2026-04-24 07:25:00,72.2,18.5,non_rmg,MT,0.0,0,0.62,very_high,0.87,76.7,11.5,0,0.63,1,delivery,1,MT,0.87,very_high,0.4634,,1,18.5,3,0
case_7466,LL_delivery,LL,2026-04-24 07:25:00,2026-04-24 07:25:00,2026-04-24 07:29:00,72.2,18.5,non_rmg,MT,0.0,0,0.62,very_high,0.87,76.7,11.5,0,0.63,1,delivery,1,MT,0.87,very_high,0.4634,,1,18.5,3,0
case_7467,Gate In,Res.GateIn,2026-04-24 07:25:00,2026-04-24 07:25:00,2026-04-24 07:25:00,22.9,2.0,low,T16,0.0,0,0.5532,low,0.8168,31.6,4.3,0,0.58,1,delivery,1,T16,0.1938,low,0.45,19.0,1,7.6,2,0
case_7468,Gate In,Res.GateIn,2026-04-24 07:25:00,2026-04-24 07:25:00,2026-04-24 07:25:00,101.35,7.27,top_3,T21,1.0,0,0.53,very_high,0.7239,143.02,40.73,1,0.548,1,receive,1,T21,0.7339,high,0.4659,1.0,0,29.53,5,0
case_7469,Gate In,Res.GateIn,2026-04-24 07:25:00,2026-04-24 07:25:00,2026-04-24 07:25:00,134.42,25.42,non_rmg,MT,0.0,0,0.6196,very_high,0.8304,160.92,21.25,0,0.6448,1,delivery,1,MT,0.8304,very_high,0.53,,1,25.42,3,0
case_7418,Gate Out,Res.GateOut,2026-04-24 07:20:00,2026-04-24 07:25:00,2026-04-24 07:25:00,140.0,9.0,mid,T10,1.0,0,0.5885,high,0.9085,162.6,31.8,1,0.6185,1,receive,1,T10,0.687,high,0.4585,8.0,0,7.4,5,0
case_7430,RMG_mixed,T14,2026-04-24 07:15:00,2026-04-24 07:25:00,2026-04-24 07:38:00,116.87,6.13,mid,T14,0.333,0,0.55,very_high,0.69,150.4,21.6,1,0.5602,3,mixed,2,T14,0.7203,medium,0.5003,9.0,2,29.87,13,0
case_7440,Gate Out,Res.GateOut,2026-04-24 07:18:00,2026-04-24 07:25:00,2026-04-24 07:25:00,26.98,2.57,low,T06,1.0,0,0.61,low,0.8582,30.12,4.57,0,0.63,1,delivery,1,T06,0.4318,low,0.4918,15.0,1,3.55,3,0
case_7463,LL_delivery,LL,2026-04-24 07:23:00,2026-04-24 07:26:00,2026-04-24 07:30:00,95.6,26.8,non_rmg,MT,0.0,0,0.546,high,0.69,122.0,22.6,0,0.566,1,delivery,1,MT,0.69,very_high,0.508,,1,26.8,3,0
case_7469,LL_delivery,LL,2026-04-24 07:25:00,2026-04-24 07:26:00,2026-04-24 07:38:00,134.42,25.42,non_rmg,MT,0.0,0,0.6196,very_high,0.8304,160.92,21.25,0,0.6448,1,delivery,1,MT,0.8304,very_high,0.53,,1,25.42,3,0
case_7434,RMG_delivery,T22,2026-04-24 07:12:00,2026-04-24 07:26:00,2026-04-24 07:37:00,104.4,4.1,top_3,T22,0.0,0,0.5782,very_high,0.84,117.2,18.0,0,0.6,1,delivery,1,T22,0.72,low,0.48,2.0,1,7.3,3,0
case_7456,RMG_delivery,T09,2026-04-24 07:21:00,2026-04-24 07:27:00,2026-04-24 07:33:00,133.1,8.55,low,T09,0.0,0,0.53,low,0.7528,188.95,47.85,0,0.5614,1,delivery,1,T09,0.4141,high,0.4814,18.0,1,37.7,3,0
case_7470,Gate In,Res.GateIn,2026-04-24 07:27:00,2026-04-24 07:27:00,2026-04-24 07:27:00,131.0,34.5,non_rmg,VC,1.0,0,0.58,low,0.9,174.0,34.5,0,0.6147,1,delivery,1,VC,0.4641,very_high,0.4641,,1,18.0,3,0
case_7471,Gate In,Res.GateIn,2026-04-24 07:27:00,2026-04-24 07:27:00,2026-04-24 07:27:00,157.0,13.6,low,T11,1.0,0,0.524,medium,0.884,195.6,24.6,0,0.564,1,delivery,1,T11,0.578,very_high,0.374,12.0,1,31.8,3,0
case_7382,Gate Out,Res.GateOut,2026-04-24 07:23:00,2026-04-24 07:27:00,2026-04-24 07:27:00,87.5,6.67,mid,T12,1.0,0,0.5923,high,0.86,124.0,15.58,1,0.6023,1,receive,1,T12,0.71,medium,0.39,7.0,0,26.08,4,0
case_7407,Gate Out,Res.GateOut,2026-04-24 07:18:00,2026-04-24 07:27:00,2026-04-24 07:27:00,92.3,4.3,mid,T17,1.0,0,0.5312,high,0.69,115.37,12.37,1,0.5506,1,receive,1,T17,0.6923,low,0.4906,10.0,0,23.87,4,0
case_7468,RMG_receive,T21,2026-04-24 07:25:00,2026-04-24 07:28:00,2026-04-24 07:36:00,101.35,7.27,top_3,T21,1.0,0,0.53,very_high,0.7239,143.02,40.73,1,0.548,1,receive,1,T21,0.7339,high,0.4659,1.0,0,29.53,5,0
case_7472,Gate In,Res.GateIn,2026-04-24 07:28:00,2026-04-24 07:28:00,2026-04-24 07:28:00,135.0,4.93,mid,T14,1.0,0,0.52,medium,0.8763,164.33,8.27,0,0.5563,1,delivery,1,T14,0.6237,medium,0.3663,7.0,1,21.4,4,0
case_7375,Gate Out,Res.GateOut,2026-04-24 07:21:00,2026-04-24 07:28:00,2026-04-24 07:28:00,148.75,15.55,non_rmg,MT,0.0,0,0.56,very_high,0.91,163.3,14.15,0,0.6,2,delivery,1,MT,0.91,very_high,0.42,,2,15.55,3,0
case_7473,Gate In,Res.GateIn,2026-04-24 07:28:00,2026-04-24 07:28:00,2026-04-24 07:28:00,93.03,10.48,top_3,T14,1.0,0,0.59,high,0.7324,101.9,11.45,1,0.6,1,receive,1,T14,0.68,high,0.4638,3.0,0,4.93,4,0
case_7474,Gate In,Res.GateIn,2026-04-24 07:28:00,2026-04-24 07:28:00,2026-04-24 07:28:00,60.33,5.67,mid,T24,0.0,0,0.53,very_high,0.69,97.0,17.33,1,0.55,1,receive,1,T24,0.7358,medium,0.4958,5.0,0,12.0,3,0
case_7475,Gate In,Res.GateIn,2026-04-24 07:28:00,2026-04-24 07:28:00,2026-04-24 07:28:00,85.35,7.1,top_3,T20,1.0,0,0.5486,high,0.8872,104.8,17.85,1,0.5886,1,receive,1,T20,0.67,high,0.4286,2.0,0,6.0,5,0
case_7451,HO2_mixed,HO2,2026-04-24 07:28:00,2026-04-24 07:28:00,2026-04-24 07:41:00,147.2,5.93,mid,T20,0.0,0,0.6193,very_high,0.85,175.6,24.6,0,0.6393,2,delivery,2,T20,0.7493,medium,0.528,5.0,2,26.33,6,0
case_7369,RMG_receive,T22,2026-04-24 07:11:00,2026-04-24 07:29:00,2026-04-24 07:40:00,12.6,0.85,top_3,T22,1.0,0,0.6229,very_high,0.8771,17.05,1.0,2,0.64,2,receive,2,T22,0.7629,low,0.46,3.0,0,5.85,10,0
case_7472,RMG_delivery,T14,2026-04-24 07:28:00,2026-04-24 07:29:00,2026-04-24 07:38:00,135.0,4.93,mid,T14,1.0,0,0.52,medium,0.8763,164.33,8.27,0,0.5563,1,delivery,1,T14,0.6237,medium,0.3663,7.0,1,21.4,4,0
case_7441,LL_receive,LL,2026-04-24 07:22:00,2026-04-24 07:29:00,2026-04-24 07:32:00,138.65,16.4,low,T12,0.0,0,0.58,medium,0.9,167.45,29.95,0,0.6199,2,delivery,2,T12,0.5598,very_high,0.4798,16.0,2,20.4,4,0
case_7459,RMG_mixed,T15,2026-04-24 07:21:00,2026-04-24 07:30:00,2026-04-24 07:43:00,34.98,1.15,mid,T15,1.0,0,0.63,very_high,0.8169,47.68,7.23,1,0.6492,2,mixed,1,T15,0.7485,low,0.53,9.0,1,11.15,12,0
case_7476,Gate In,Res.GateIn,2026-04-24 07:30:00,2026-04-24 07:30:00,2026-04-24 07:30:00,147.83,24.83,non_rmg,VC,1.0,0,0.6179,low,0.8758,197.0,24.83,1,0.6379,1,receive,1,VC,0.49,very_high,0.49,,0,25.5,4,0
case_7475,RMG_receive,T20,2026-04-24 07:28:00,2026-04-24 07:30:00,2026-04-24 07:42:00,85.35,7.1,top_3,T20,1.0,0,0.5486,high,0.8872,104.8,17.85,1,0.5886,1,receive,1,T20,0.67,high,0.4286,2.0,0,6.0,5,0
case_7477,Gate In,Res.GateIn,2026-04-24 07:30:00,2026-04-24 07:30:00,2026-04-24 07:30:00,56.83,3.25,mid,T16,1.0,0,0.58,high,0.7179,83.25,12.75,0,0.5845,1,delivery,1,T16,0.6545,low,0.461,4.0,1,15.0,4,0
case_7412,RMG_receive,T25,2026-04-24 06:57:00,2026-04-24 07:30:00,2026-04-24 07:34:00,56.03,3.0,low,T25,1.0,0,0.58,medium,0.7199,82.05,13.95,1,0.585,1,receive,1,T25,0.5949,low,0.46,11.0,0,15.0,5,0
case_7415,Gate Out,Res.GateOut,2026-04-24 07:21:00,2026-04-24 07:30:00,2026-04-24 07:30:00,106.57,5.55,top_3,T20,1.0,0,0.5676,high,0.8662,106.35,6.55,1,0.5838,1,receive,1,T20,0.7038,medium,0.3576,2.0,0,7.07,5,0
case_7424,HO2_delivery,HO2,2026-04-24 07:06:00,2026-04-24 07:30:00,2026-04-24 08:04:00,115.23,25.3,non_rmg,VC,1.0,0,0.6,low,0.75,173.77,25.3,1,0.5949,1,receive,1,VC,0.3998,very_high,0.3998,,0,25.93,4,0
case_7464,RMG_receive,T08,2026-04-24 07:23:00,2026-04-24 07:31:00,2026-04-24 07:50:00,106.57,5.07,low,T08,1.0,0,0.52,low,0.78,145.37,25.3,1,0.56,1,receive,1,T08,0.3463,medium,0.4811,16.0,0,0.0,5,0
case_7478,Gate In,Res.GateIn,2026-04-24 07:31:00,2026-04-24 07:31:00,2026-04-24 07:31:00,108.33,6.33,top_3,T18,1.0,0,0.58,high,0.9,158.67,28.0,1,0.6133,2,mixed,1,T18,0.7167,medium,0.46,2.0,1,17.67,11,0
case_7477,RMG_delivery,T16,2026-04-24 07:30:00,2026-04-24 07:31:00,2026-04-24 07:37:00,56.83,3.25,mid,T16,1.0,0,0.58,high,0.7179,83.25,12.75,0,0.5845,1,delivery,1,T16,0.6545,low,0.461,4.0,1,15.0,4,0
case_7478,RMG_mixed,T18,2026-04-24 07:31:00,2026-04-24 07:31:00,2026-04-24 07:42:00,108.33,6.33,top_3,T18,1.0,0,0.58,high,0.9,158.67,28.0,1,0.6133,2,mixed,1,T18,0.7167,medium,0.46,2.0,1,17.67,11,0
case_7479,Gate In,Res.GateIn,2026-04-24 07:31:00,2026-04-24 07:31:00,2026-04-24 07:31:00,143.78,6.77,mid,T16,1.0,0,0.521,medium,0.81,163.0,16.47,1,0.551,2,mixed,1,T16,0.589,medium,0.409,7.0,1,33.95,13,0
case_7428,Gate Out,Res.GateOut,2026-04-24 07:25:00,2026-04-24 07:31:00,2026-04-24 07:31:00,17.53,1.18,mid,T15,1.0,0,0.5691,high,0.9145,22.27,0.82,0,0.6145,1,delivery,1,T15,0.66,low,0.49,7.0,1,5.37,3,0
case_7465,RMG_delivery,T11,2026-04-24 07:24:00,2026-04-24 07:32:00,2026-04-24 07:36:00,107.85,7.0,low,T11,0.0,0,0.5455,low,0.8255,122.5,28.43,0,0.5955,1,delivery,1,T11,0.2266,medium,0.5711,18.0,1,20.35,3,0
case_7384,Gate Out,Res.GateOut,2026-04-24 07:02:00,2026-04-24 07:32:00,2026-04-24 07:32:00,90.55,6.28,mid,T21,1.0,0,0.5982,very_high,0.7718,123.45,24.57,1,0.6,1,receive,1,T21,0.73,medium,0.4418,4.0,0,25.73,5,0
case_7438,Gate Out,Res.GateOut,2026-04-24 07:26:00,2026-04-24 07:32:00,2026-04-24 07:32:00,126.5,4.5,mid,T19,1.0,0,0.59,high,0.7869,180.75,34.0,1,0.6,1,receive,1,T19,0.71,medium,0.4569,7.0,0,26.5,6,1
case_7442,RMG_receive,T27,2026-04-24 07:16:00,2026-04-24 07:32:00,2026-04-24 07:34:00,71.47,4.2,low,T27,1.0,0,0.58,medium,0.8757,75.67,8.2,1,0.61,1,receive,1,T27,0.61,low,0.44,15.0,0,11.33,5,0
case_7449,RMG_receive,T08,2026-04-24 07:18:00,2026-04-24 07:32:00,2026-04-24 08:05:00,72.83,7.77,low,T08,1.0,0,0.5694,medium,0.81,65.4,15.53,1,0.6094,1,receive,1,T08,0.5571,high,0.5794,14.0,0,13.77,5,0
case_7480,Gate In,Res.GateIn,2026-04-24 07:33:00,2026-04-24 07:33:00,2026-04-24 07:33:00,130.92,27.92,non_rmg,MT,0.0,0,0.6171,very_high,0.8329,172.42,28.75,0,0.6435,2,delivery,1,MT,0.8329,very_high,0.53,,2,27.92,3,0
case_7481,Gate In,Res.GateIn,2026-04-24 07:33:00,2026-04-24 07:33:00,2026-04-24 07:33:00,109.73,7.37,low,T13,0.0,0,0.4592,low,0.8516,143.18,30.8,0,0.51,1,delivery,1,T13,0.4692,high,0.35,14.0,1,27.58,2,0
case_7482,Gate In,Res.GateIn,2026-04-24 07:33:00,2026-04-24 07:33:00,2026-04-24 07:33:00,142.35,9.35,low,T10,1.0,0,0.62,high,0.8711,180.25,33.15,0,0.6311,1,delivery,1,T10,0.6611,high,0.4722,15.0,1,21.15,3,0
case_7423,Gate Out,Res.GateOut,2026-04-24 07:25:00,2026-04-24 07:33:00,2026-04-24 07:33:00,85.9,8.1,mid,T16,1.0,0,0.5491,high,0.8882,105.53,16.57,1,0.5891,1,receive,1,T16,0.65,high,0.4291,6.0,0,6.0,5,0
case_7432,Gate Out,Res.GateOut,2026-04-24 07:15:00,2026-04-24 07:33:00,2026-04-24 07:33:00,81.3,4.0,mid,T14,1.0,0,0.63,very_high,0.87,124.83,22.87,0,0.64,1,delivery,1,T14,0.7524,low,0.4676,5.0,1,33.7,4,0
case_7402,Gate Out,Res.GateOut,2026-04-24 07:18:00,2026-04-24 07:34:00,2026-04-24 07:34:00,50.67,2.0,mid,T25,0.0,0,0.5126,medium,0.74,58.9,12.53,0,0.5426,1,delivery,1,T25,0.5952,low,0.46,10.0,1,10.27,3,0
case_7433,Gate Out,Res.GateOut,2026-04-24 07:30:00,2026-04-24 07:34:00,2026-04-24 07:34:00,55.8,3.55,mid,T26,0.0,0,0.6111,very_high,0.85,68.0,10.9,0,0.6311,1,delivery,1,T26,0.72,low,0.5034,7.0,1,12.65,3,0
case_7445,RMG_receive,T20,2026-04-24 07:16:00,2026-04-24 07:34:00,2026-04-24 07:41:00,135.73,6.47,top_3,T20,1.0,0,0.45,medium,0.87,187.08,33.92,1,0.509,1,receive,1,T20,0.5871,medium,0.35,3.0,0,31.37,6,1
case_7444,Gate Out,Res.GateOut,2026-04-24 07:28:00,2026-04-24 07:35:00,2026-04-24 07:35:00,117.68,32.58,non_rmg,VC,1.0,0,0.6,low,0.75,163.68,32.58,1,0.59,2,mixed,1,VC,0.3987,very_high,0.3987,,1,28.48,11,0
case_7363,Gate Out,Res.GateOut,2026-04-24 07:32:00,2026-04-24 07:36:00,2026-04-24 07:36:00,123.5,4.8,mid,T27,0.5,0,0.6382,high,0.8118,158.5,33.7,1,0.65,2,mixed,2,T27,0.6765,medium,0.53,10.0,1,26.4,10,0
case_7480,LL_delivery,LL,2026-04-24 07:33:00,2026-04-24 07:36:00,2026-04-24 07:44:00,130.92,27.92,non_rmg,MT,0.0,0,0.6171,very_high,0.8329,172.42,28.75,0,0.6435,2,delivery,1,MT,0.8329,very_high,0.53,,2,27.92,3,0
case_7483,Gate In,Res.GateIn,2026-04-24 07:36:00,2026-04-24 07:36:00,2026-04-24 07:36:00,146.0,10.33,top_3,T21,1.0,0,0.6267,very_high,0.8233,176.67,30.33,1,0.6483,2,mixed,1,T21,0.7983,high,0.53,3.0,1,24.67,15,1
case_7482,RMG_delivery,T10,2026-04-24 07:33:00,2026-04-24 07:36:00,2026-04-24 07:40:00,142.35,9.35,low,T10,1.0,0,0.62,high,0.8711,180.25,33.15,0,0.6311,1,delivery,1,T10,0.6611,high,0.4722,15.0,1,21.15,3,0
case_7396,Gate Out,Res.GateOut,2026-04-24 07:07:00,2026-04-24 07:36:00,2026-04-24 07:36:00,127.0,32.4,non_rmg,VC,1.0,0,0.55,low,0.8154,171.0,32.4,0,0.5646,1,delivery,1,VC,0.3846,very_high,0.3846,,1,21.8,4,0
case_7413,Gate Out,Res.GateOut,2026-04-24 07:18:00,2026-04-24 07:36:00,2026-04-24 07:36:00,155.7,7.7,mid,T24,1.0,0,0.56,high,0.91,176.95,13.75,1,0.6,1,receive,1,T24,0.6934,high,0.42,6.0,0,12.95,6,1
case_7421,Gate Out,Res.GateOut,2026-04-24 07:13:00,2026-04-24 07:36:00,2026-04-24 07:36:00,116.2,7.6,low,T07,1.0,0,0.5803,low,0.9003,134.6,29.07,1,0.6103,1,receive,1,T07,0.44,high,0.4503,16.0,0,5.27,5,0
case_7436,Gate Out,Res.GateOut,2026-04-24 07:32:00,2026-04-24 07:36:00,2026-04-24 07:36:00,137.7,7.4,top_3,T23,1.0,0,0.58,very_high,0.9,171.4,29.6,1,0.6184,1,receive,1,T23,0.7316,high,0.4751,1.0,0,14.7,5,0
case_7442,Gate Out,Res.GateOut,2026-04-24 07:34:00,2026-04-24 07:36:00,2026-04-24 07:36:00,71.47,4.2,low,T27,1.0,0,0.58,medium,0.8757,75.67,8.2,1,0.61,1,receive,1,T27,0.61,low,0.44,15.0,0,11.33,5,0
case_7450,RMG_receive,T07,2026-04-24 07:18:00,2026-04-24 07:36:00,2026-04-24 07:40:00,21.03,1.0,low,T07,1.0,0,0.51,low,0.73,28.08,6.0,1,0.54,1,receive,1,T07,0.4999,low,0.46,13.0,0,9.02,4,0
case_7453,Gate Out,Res.GateOut,2026-04-24 07:31:00,2026-04-24 07:37:00,2026-04-24 07:37:00,135.0,4.17,top_3,T23,1.0,0,0.52,high,0.8773,162.42,11.33,1,0.5573,2,mixed,1,T23,0.68,low,0.3673,1.0,1,26.0,13,0
case_7467,RMG_delivery,T16,2026-04-24 07:25:00,2026-04-24 07:37:00,2026-04-24 07:46:00,22.9,2.0,low,T16,0.0,0,0.5532,low,0.8168,31.6,4.3,0,0.58,1,delivery,1,T16,0.1938,low,0.45,19.0,1,7.6,2,0
case_7479,RMG_mixed,T16,2026-04-24 07:31:00,2026-04-24 07:37:00,2026-04-24 07:42:00,143.78,6.77,mid,T16,1.0,0,0.521,medium,0.81,163.0,16.47,1,0.551,2,mixed,1,T16,0.589,medium,0.409,7.0,1,33.95,13,0
