seed,scenario,sim_cases,sim_events,rmg_events,mean_turnaround_min,median_turnaround_min,p90_turnaround_min,max_turnaround_min,mean_rmg_service_min,median_rmg_service_min,p90_rmg_service_min,mean_rmg_pre_service_min,median_rmg_pre_service_min,p90_rmg_pre_service_min,rmg_receive_events,mean_rmg_receive_service_min,median_rmg_receive_service_min,p90_rmg_receive_service_min,mean_rmg_receive_pre_service_min,median_rmg_receive_pre_service_min,p90_rmg_receive_pre_service_min,rmg_delivery_events,mean_rmg_delivery_service_min,median_rmg_delivery_service_min,p90_rmg_delivery_service_min,mean_rmg_delivery_pre_service_min,median_rmg_delivery_pre_service_min,p90_rmg_delivery_pre_service_min,mean_inter_arrival_min,zero_inter_arrival_share,arrival_span_min,arrival_rate_per_elapsed_hour,service_events_above_24h,turnaround_cases_above_24h,demand_multiplier
49,demand_x2.40,17892,55059,14474,37.46758327744243,31.0,68.0,637.0,10.804476993229239,8.0,22.0,15.026737598452398,7.0,38.0,8064,11.292410714285714,9.0,22.0,12.42795138888889,6.0,29.0,5451,8.742799486332784,7.0,18.0,19.034855989726655,8.0,53.0,0.2936672069755743,0.7516069532167011,5254.0,204.31290445374952,0,0,2.4
49,demand_x3.00,17892,55067,14329,37.79370668455176,31.0,68.0,416.0,10.965315095261358,8.0,22.0,15.69251168958057,7.0,40.0,8027,11.584527220630372,9.0,23.0,13.650678958515012,7.0,33.0,5336,8.749250374812593,7.0,17.0,18.877061469265367,9.0,51.0,0.23676708959812195,0.790453300542172,4236.0,253.41359773371104,0,0,3.0
50,demand_x1.00,17892,55104,14330,31.42901855577912,27.0,53.0,479.0,10.794905792044661,8.0,22.0,7.818143754361479,5.0,18.0,7994,11.175381536152114,9.0,22.0,8.024518388791593,5.0,18.0,5341,8.875678711851712,7.0,18.0,7.599325968919678,5.0,18.0,0.8281817673690682,0.5441283326812364,14817.0,72.44786394006884,0,0,1.0
50,demand_x1.20,17892,55104,14346,31.569416498993963,28.0,54.0,1002.0,10.90708211348111,8.0,22.0,7.829220688693712,5.0,18.0,7998,11.208427106776695,9.0,22.0,8.002000500125032,5.0,19.0,5349,9.026173116470368,7.0,18.0,7.62834174612077,5.0,18.0,0.714493320664021,0.6029288469062657,12783.0,83.9755925839005,0,0,1.2
50,demand_x1.50,17892,55064,14338,31.668399284596468,28.0,54.0,215.0,10.963035290835542,8.0,22.0,7.9264193053424465,5.0,18.0,8010,11.435081148564295,9.0,22.0,8.073033707865168,5.0,19.0,5330,8.78611632270169,7.0,17.100000000000364,7.7703564727954975,5.0,18.0,0.60097255603376,0.6588787658599295,10752.0,99.83816964285714,0,0,1.5
50,demand_x2.00,17892,55051,14373,37.06673373574782,30.0,66.0,344.0,10.9639602031587,8.0,22.0,14.634662213873234,7.0,37.0,8009,11.52053939318267,9.0,23.0,12.419777750031216,6.0,29.0,5375,8.749767441860465,7.0,17.0,18.306418604651164,8.0,50.0,0.3499524900788106,0.7171203398356716,6261.0,171.4518447532343,0,0,2.0
50,demand_x2.40,17892,55042,14323,37.68131008271853,31.0,68.0,273.0,11.04272847867067,8.0,22.0,15.355651748935278,7.0,40.0,7987,11.448353574558658,9.0,22.0,12.804056591961938,6.0,30.0,5334,8.973940757405325,7.0,18.0,19.412448443944506,8.0,53.0,0.2931641607512157,0.7533955620144207,5245.0,204.66348903717827,0,0,2.4
50,demand_x3.00,17892,55050,14395,38.09412027721887,31.0,69.0,379.0,10.793192080583536,8.0,22.0,16.040222299409518,7.0,42.0,8018,11.320778248939884,9.0,22.0,13.755550012471938,7.0,33.0,5377,8.609819602008555,6.0,17.0,19.871117723637717,9.0,55.0,0.2363758314236208,0.7913476049410318,4229.0,253.83305746039252,0,0,3.0
51,demand_x1.00,17892,55014,14360,31.700312989045383,28.0,54.0,489.0,10.816782729805015,8.0,21.0,7.914345403899722,5.0,19.0,8066,11.290354574758245,9.0,22.0,8.086164145797174,5.0,19.0,5320,8.695112781954887,6.0,17.0,7.667293233082707,5.0,18.0,0.8342183220613716,0.5442960147560226,14925.0,71.92361809045227,0,0,1.0
51,demand_x1.20,17892,55080,14391,31.610775765705345,28.0,53.0,237.0,10.900771315405462,8.0,22.0,7.863664790494059,5.0,18.0,8056,11.391509433962264,9.0,22.0,7.9527060575968225,5.0,18.0,5352,8.671711509715994,6.0,17.0,7.733183856502242,5.0,18.0,0.7194678888826784,0.6022581186071209,12872.0,83.39496581727781,0,0,1.2
