case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,n_deliveries,has_reefer,has_hazardous,vc_utilization,target_rank_group,target_utilization,gate_demand,n_receives,target_rank,visit_complexity,mt_demand,full_ratio,rmg_demand,target_utilization_bin,rmg_utilization,target_area,target_demand,n_containers,process_flow_type,primary_target_area,n_stops,vc_demand,target_demand_bin,mt_utilization,gate_utilization
case_11877,Gate Out,Res.GateOut,2026-04-28 03:54:00,2026-04-28 04:08:00,2026-04-28 04:08:00,0,1,0,0.3665,mid,0.5994,164.08,1,8.0,7,22.0,1.0,135.0,medium,0.52,T15,11.58,1,receive,T15,1,8.67,very_high,0.8765,0.5565
case_11910,Gate In,Res.GateIn,2026-04-28 04:08:00,2026-04-28 04:08:00,2026-04-28 04:08:00,0,0,0,0.53,low,0.2598,17.97,1,16.0,4,0.0,1.0,16.92,low,0.6225,T11,3.95,1,receive,T11,1,3.0,low,0.82,0.6425
case_11897,Gate Out,Res.GateOut,2026-04-28 04:00:00,2026-04-28 04:09:00,2026-04-28 04:09:00,0,0,0,0.4834,low,0.5433,138.87,1,16.0,3,29.5,0.0,118.43,medium,0.53,T13,6.53,1,receive,T13,1,38.7,medium,0.7568,0.5634
case_11911,Gate In,Res.GateIn,2026-04-28 04:09:00,2026-04-28 04:09:00,2026-04-28 04:09:00,0,0,1,0.5026,non_rmg,0.5026,184.45,1,,7,34.05,1.0,116.65,low,0.5152,VC,37.0,1,receive,VC,1,37.0,very_high,0.8195,0.5626
case_11912,Gate In,Res.GateIn,2026-04-28 04:09:00,2026-04-28 04:09:00,2026-04-28 04:09:00,0,0,0,0.4311,non_rmg,0.4311,105.2,1,,4,4.65,1.0,84.3,low,0.5511,VC,17.15,1,receive,VC,1,17.15,very_high,0.89,0.5911
case_11913,Gate In,Res.GateIn,2026-04-28 04:10:00,2026-04-28 04:10:00,2026-04-28 04:10:00,1,0,0,0.53,non_rmg,0.8114,157.83,0,,3,26.13,0.0,118.83,very_high,0.6386,MT,26.13,1,delivery,MT,1,32.23,very_high,0.8114,0.65
case_11900,Gate Out,Res.GateOut,2026-04-28 03:52:00,2026-04-28 04:11:00,2026-04-28 04:11:00,1,0,0,0.42,mid,0.6,87.0,0,4.0,4,15.0,1.0,63.0,medium,0.52,T24,4.33,1,delivery,T24,1,7.0,low,0.86,0.56
case_11907,RMG_receive,T10,2026-04-28 03:56:00,2026-04-28 04:11:00,2026-04-28 04:17:00,0,0,0,0.4693,low,0.6197,89.47,1,13.0,5,7.8,1.0,87.47,medium,0.56,T10,2.73,1,receive,T10,1,11.93,low,0.81,0.5897
case_11910,RMG_receive,T11,2026-04-28 04:08:00,2026-04-28 04:11:00,2026-04-28 04:19:00,0,0,0,0.53,low,0.2598,17.97,1,16.0,4,0.0,1.0,16.92,low,0.6225,T11,3.95,1,receive,T11,1,3.0,low,0.82,0.6425
case_11914,Gate In,Res.GateIn,2026-04-28 04:11:00,2026-04-28 04:11:00,2026-04-28 04:11:00,0,0,0,0.5299,top_3,0.7302,120.3,1,2.0,5,19.65,1.0,92.15,very_high,0.62,T14,8.8,1,receive,T14,1,15.9,high,0.8298,0.64
case_11913,LL_delivery,LL,2026-04-28 04:10:00,2026-04-28 04:11:00,2026-04-28 04:17:00,1,0,0,0.53,non_rmg,0.8114,157.83,0,,3,26.13,0.0,118.83,very_high,0.6386,MT,26.13,1,delivery,MT,1,32.23,very_high,0.8114,0.65
case_11912,HO2_receive,HO2,2026-04-28 04:09:00,2026-04-28 04:11:00,2026-04-28 04:38:00,0,0,0,0.4311,non_rmg,0.4311,105.2,1,,4,4.65,1.0,84.3,low,0.5511,VC,17.15,1,receive,VC,1,17.15,very_high,0.89,0.5911
case_11915,Gate In,Res.GateIn,2026-04-28 04:11:00,2026-04-28 04:11:00,2026-04-28 04:11:00,1,0,0,0.3819,mid,0.5938,160.57,0,10.0,3,28.47,1.0,137.9,medium,0.5319,T11,11.7,1,delivery,T11,1,23.6,very_high,0.8938,0.5719
case_11915,RMG_delivery,T11,2026-04-28 04:11:00,2026-04-28 04:11:00,2026-04-28 04:17:00,1,0,0,0.3819,mid,0.5938,160.57,0,10.0,3,28.47,1.0,137.9,medium,0.5319,T11,11.7,1,delivery,T11,1,23.6,very_high,0.8938,0.5719
case_11916,Gate In,Res.GateIn,2026-04-28 04:11:00,2026-04-28 04:11:00,2026-04-28 04:11:00,1,0,0,0.4672,non_rmg,0.4672,172.2,0,,4,24.2,1.0,136.0,low,0.58,VC,35.0,1,delivery,VC,1,35.0,very_high,0.9,0.6158
case_11881,Gate Out,Res.GateOut,2026-04-28 04:05:00,2026-04-28 04:12:00,2026-04-28 04:12:00,2,0,0,0.4527,mid,0.6127,97.42,0,10.0,4,20.42,0.0,60.58,medium,0.5827,T27,4.17,2,delivery,T27,2,10.08,low,0.7454,0.59
case_11909,Gate Out,Res.GateOut,2026-04-28 04:09:00,2026-04-28 04:12:00,2026-04-28 04:12:00,0,0,0,0.4572,mid,0.72,185.7,1,5.0,5,27.4,1.0,128.6,very_high,0.59,T15,4.8,1,receive,T15,1,37.0,medium,0.7872,0.6
case_11914,RMG_receive,T14,2026-04-28 04:11:00,2026-04-28 04:12:00,2026-04-28 04:20:00,0,0,0,0.5299,top_3,0.7302,120.3,1,2.0,5,19.65,1.0,92.15,very_high,0.62,T14,8.8,1,receive,T14,1,15.9,high,0.8298,0.64
case_11917,Gate In,Res.GateIn,2026-04-28 04:12:00,2026-04-28 04:12:00,2026-04-28 04:12:00,1,0,0,0.5731,low,0.3696,170.5,0,17.0,2,22.47,0.0,125.88,low,0.59,T13,14.85,1,delivery,T13,1,22.68,very_high,0.7865,0.62
case_11918,Gate In,Res.GateIn,2026-04-28 04:12:00,2026-04-28 04:12:00,2026-04-28 04:12:00,0,0,0,0.47,low,0.6209,125.13,1,15.0,5,28.3,1.0,91.1,medium,0.6291,T27,3.0,1,receive,T27,1,20.47,low,0.8709,0.64
case_11894,Gate Out,Res.GateOut,2026-04-28 04:05:00,2026-04-28 04:13:00,2026-04-28 04:13:00,1,0,0,0.4659,mid,0.67,139.67,1,6.0,11,22.63,1.0,122.0,high,0.52,T14,6.0,2,mixed,T14,1,20.1,medium,0.7518,0.55
case_11919,Gate In,Res.GateIn,2026-04-28 04:13:00,2026-04-28 04:13:00,2026-04-28 04:13:00,1,0,0,0.5,low,0.5118,188.7,0,13.0,3,26.58,1.0,129.75,medium,0.5018,T13,9.72,1,delivery,T13,1,35.75,high,0.8382,0.56
case_11920,Gate In,Res.GateIn,2026-04-28 04:13:00,2026-04-28 04:13:00,2026-04-28 04:13:00,1,0,0,0.4,low,0.512,160.0,0,13.0,3,9.2,0.0,135.0,medium,0.494,T10,3.8,1,delivery,T10,1,11.0,low,0.818,0.534
case_11921,Gate In,Res.GateIn,2026-04-28 04:13:00,2026-04-28 04:13:00,2026-04-28 04:13:00,1,0,0,0.47,mid,0.6848,161.37,1,7.0,9,25.7,0.5,118.17,high,0.52,T14,7.87,2,mixed,T14,2,37.8,high,0.7698,0.5549
case_11922,Gate In,Res.GateIn,2026-04-28 04:13:00,2026-04-28 04:13:00,2026-04-28 04:13:00,1,0,0,0.4743,non_rmg,0.4743,44.2,0,,3,1.07,1.0,26.6,low,0.5443,VC,9.87,1,delivery,VC,1,9.87,high,0.84,0.5843
case_11902,RMG_delivery,T19,2026-04-28 03:52:00,2026-04-28 04:14:00,2026-04-28 04:28:00,1,0,0,0.4722,mid,0.6443,160.67,0,8.0,4,25.6,1.0,111.33,high,0.53,T19,5.0,1,delivery,T19,1,44.87,medium,0.7343,0.5522
case_11923,Gate In,Res.GateIn,2026-04-28 04:14:00,2026-04-28 04:14:00,2026-04-28 04:14:00,1,0,0,0.4121,non_rmg,0.4121,158.45,0,,4,29.8,1.0,120.7,low,0.6007,VC,34.8,1,delivery,VC,1,34.8,very_high,0.7507,0.6
case_11924,Gate In,Res.GateIn,2026-04-28 04:14:00,2026-04-28 04:14:00,2026-04-28 04:14:00,1,0,0,0.4905,top_3,0.75,46.58,1,1.0,13,6.22,1.0,37.4,very_high,0.5305,T21,1.78,2,mixed,T21,1,5.0,low,0.7705,0.57
case_11925,Gate In,Res.GateIn,2026-04-28 04:14:00,2026-04-28 04:14:00,2026-04-28 04:14:00,2,0,0,0.45,non_rmg,0.45,142.8,1,,11,34.78,0.333,99.07,low,0.5701,VC,16.95,3,mixed,VC,1,16.95,very_high,0.84,0.6
case_11926,Gate In,Res.GateIn,2026-04-28 04:14:00,2026-04-28 04:14:00,2026-04-28 04:14:00,0,0,0,0.39,non_rmg,0.86,125.53,1,,4,23.25,0.0,101.17,very_high,0.59,MT,23.25,1,receive,MT,1,9.1,very_high,0.86,0.6
case_11927,Gate In,Res.GateIn,2026-04-28 04:14:00,2026-04-28 04:14:00,2026-04-28 04:14:00,1,0,1,0.4746,top_3,0.6854,134.0,0,1.0,6,17.65,1.0,94.1,high,0.5692,T14,6.25,1,delivery,T14,1,12.5,medium,0.8454,0.6046
case_11865,Gate Out,Res.GateOut,2026-04-28 03:50:00,2026-04-28 04:15:00,2026-04-28 04:15:00,1,0,0,0.5377,mid,0.7123,157.0,1,9.0,10,13.67,0.0,149.58,high,0.62,T26,11.0,2,mixed,T26,1,24.17,very_high,0.8423,0.64
case_11920,RMG_delivery,T10,2026-04-28 04:13:00,2026-04-28 04:15:00,2026-04-28 04:29:00,1,0,0,0.4,low,0.512,160.0,0,13.0,3,9.2,0.0,135.0,medium,0.494,T10,3.8,1,delivery,T10,1,11.0,low,0.818,0.534
case_11925,HO2_mixed,HO2,2026-04-28 04:14:00,2026-04-28 04:15:00,2026-04-28 04:47:00,2,0,0,0.45,non_rmg,0.45,142.8,1,,11,34.78,0.333,99.07,low,0.5701,VC,16.95,3,mixed,VC,1,16.95,very_high,0.84,0.6
case_11918,RMG_receive,T27,2026-04-28 04:12:00,2026-04-28 04:16:00,2026-04-28 04:21:00,0,0,0,0.47,low,0.6209,125.13,1,15.0,5,28.3,1.0,91.1,medium,0.6291,T27,3.0,1,receive,T27,1,20.47,low,0.8709,0.64
case_11921,LL_delivery,LL,2026-04-28 04:13:00,2026-04-28 04:16:00,2026-04-28 04:25:00,1,0,0,0.47,mid,0.6848,161.37,1,7.0,9,25.7,0.5,118.17,high,0.52,T14,7.87,2,mixed,T14,2,37.8,high,0.7698,0.5549
case_11916,HO2_delivery,HO2,2026-04-28 04:11:00,2026-04-28 04:17:00,2026-04-28 04:25:00,1,0,0,0.4672,non_rmg,0.4672,172.2,0,,4,24.2,1.0,136.0,low,0.58,VC,35.0,1,delivery,VC,1,35.0,very_high,0.9,0.6158
case_11922,HO2_delivery,HO2,2026-04-28 04:13:00,2026-04-28 04:17:00,2026-04-28 04:39:00,1,0,0,0.4743,non_rmg,0.4743,44.2,0,,3,1.07,1.0,26.6,low,0.5443,VC,9.87,1,delivery,VC,1,9.87,high,0.84,0.5843
case_11907,Gate Out,Res.GateOut,2026-04-28 04:17:00,2026-04-28 04:19:00,2026-04-28 04:19:00,0,0,0,0.4693,low,0.6197,89.47,1,13.0,5,7.8,1.0,87.47,medium,0.56,T10,2.73,1,receive,T10,1,11.93,low,0.81,0.5897
case_11919,RMG_delivery,T13,2026-04-28 04:13:00,2026-04-28 04:19:00,2026-04-28 04:23:00,1,0,0,0.5,low,0.5118,188.7,0,13.0,3,26.58,1.0,129.75,medium,0.5018,T13,9.72,1,delivery,T13,1,35.75,high,0.8382,0.56
case_11928,Gate In,Res.GateIn,2026-04-28 04:19:00,2026-04-28 04:19:00,2026-04-28 04:19:00,0,0,0,0.4491,low,0.47,176.2,1,14.0,5,25.17,1.0,128.83,low,0.5909,T09,8.0,1,receive,T09,1,43.87,high,0.7791,0.6
case_11929,Gate In,Res.GateIn,2026-04-28 04:19:00,2026-04-28 04:19:00,2026-04-28 04:19:00,1,0,0,0.5348,low,0.7,179.8,1,11.0,11,21.67,0.5,137.73,high,0.6252,T19,10.07,2,mixed,T19,1,20.13,high,0.8297,0.64
case_11930,Gate In,Res.GateIn,2026-04-28 04:19:00,2026-04-28 04:19:00,2026-04-28 04:19:00,1,0,0,0.48,mid,0.69,100.25,0,5.0,3,8.8,0.0,84.6,high,0.5764,T18,5.2,1,delivery,T18,1,16.2,medium,0.84,0.6
case_11901,Gate Out,Res.GateOut,2026-04-28 04:11:00,2026-04-28 04:20:00,2026-04-28 04:20:00,1,0,0,0.3659,low,0.5141,191.38,0,14.0,3,42.52,1.0,107.88,medium,0.492,T14,8.53,1,delivery,T14,1,49.55,high,0.85,0.532
case_11906,Gate Out,Res.GateOut,2026-04-28 04:06:00,2026-04-28 04:20:00,2026-04-28 04:20:00,0,0,0,0.4186,low,0.64,153.3,1,11.0,5,7.75,1.0,143.8,high,0.5586,T18,7.45,1,receive,T18,1,11.9,high,0.91,0.5986
case_11928,RMG_receive,T09,2026-04-28 04:19:00,2026-04-28 04:20:00,2026-04-28 04:25:00,0,0,0,0.4491,low,0.47,176.2,1,14.0,5,25.17,1.0,128.83,low,0.5909,T09,8.0,1,receive,T09,1,43.87,high,0.7791,0.6
case_11929,RMG_mixed,T19,2026-04-28 04:19:00,2026-04-28 04:20:00,2026-04-28 04:33:00,1,0,0,0.5348,low,0.7,179.8,1,11.0,11,21.67,0.5,137.73,high,0.6252,T19,10.07,2,mixed,T19,1,20.13,high,0.8297,0.64
case_11931,Gate In,Res.GateIn,2026-04-28 04:20:00,2026-04-28 04:20:00,2026-04-28 04:20:00,1,0,0,0.3664,non_rmg,0.85,186.68,1,,9,40.62,0.5,106.18,very_high,0.4918,MT,40.62,2,mixed,MT,2,49.85,very_high,0.85,0.5318
case_11913,Gate Out,Res.GateOut,2026-04-28 04:17:00,2026-04-28 04:21:00,2026-04-28 04:21:00,1,0,0,0.53,non_rmg,0.8114,157.83,0,,3,26.13,0.0,118.83,very_high,0.6386,MT,26.13,1,delivery,MT,1,32.23,very_high,0.8114,0.65
case_11917,RMG_delivery,T13,2026-04-28 04:12:00,2026-04-28 04:22:00,2026-04-28 04:35:00,1,0,0,0.5731,low,0.3696,170.5,0,17.0,2,22.47,0.0,125.88,low,0.59,T13,14.85,1,delivery,T13,1,22.68,very_high,0.7865,0.62
case_11932,Gate In,Res.GateIn,2026-04-28 04:22:00,2026-04-28 04:22:00,2026-04-28 04:22:00,0,1,0,0.48,mid,0.67,121.37,1,9.0,6,14.93,1.0,85.1,high,0.5859,T15,6.9,1,receive,T15,1,24.53,medium,0.8618,0.6159
case_11914,Gate Out,Res.GateOut,2026-04-28 04:20:00,2026-04-28 04:23:00,2026-04-28 04:23:00,0,0,0,0.5299,top_3,0.7302,120.3,1,2.0,5,19.65,1.0,92.15,very_high,0.62,T14,8.8,1,receive,T14,1,15.9,high,0.8298,0.64
case_11933,Gate In,Res.GateIn,2026-04-28 04:23:00,2026-04-28 04:23:00,2026-04-28 04:23:00,1,0,0,0.46,non_rmg,0.46,81.87,0,,4,17.33,1.0,56.93,low,0.59,VC,6.87,1,delivery,VC,1,6.87,medium,0.7688,0.5944
case_11934,Gate In,Res.GateIn,2026-04-28 04:23:00,2026-04-28 04:23:00,2026-04-28 04:23:00,0,0,0,0.3892,mid,0.7284,157.43,1,6.0,5,8.52,1.0,126.95,very_high,0.5892,T18,5.73,1,receive,T18,1,36.95,medium,0.84,0.5992
case_11931,LL_delivery,LL,2026-04-28 04:20:00,2026-04-28 04:24:00,2026-04-28 04:29:00,1,0,0,0.3664,non_rmg,0.85,186.68,1,,9,40.62,0.5,106.18,very_high,0.4918,MT,40.62,2,mixed,MT,2,49.85,very_high,0.85,0.5318
case_11932,RMG_receive,T15,2026-04-28 04:22:00,2026-04-28 04:24:00,2026-04-28 04:35:00,0,1,0,0.48,mid,0.67,121.37,1,9.0,6,14.93,1.0,85.1,high,0.5859,T15,6.9,1,receive,T15,1,24.53,medium,0.8618,0.6159
case_11935,Gate In,Res.GateIn,2026-04-28 04:25:00,2026-04-28 04:25:00,2026-04-28 04:25:00,1,0,0,0.5,low,0.5642,138.37,0,14.0,3,17.88,1.0,96.38,medium,0.6042,T13,8.9,1,delivery,T13,1,15.15,high,0.8458,0.6242
case_11903,Gate Out,Res.GateOut,2026-04-28 04:15:00,2026-04-28 04:26:00,2026-04-28 04:26:00,0,0,0,0.4674,top_3,0.6526,60.3,1,3.0,5,4.75,1.0,43.1,high,0.58,T14,5.0,1,receive,T14,1,9.3,medium,0.7052,0.5813
case_11936,Gate In,Res.GateIn,2026-04-28 04:26:00,2026-04-28 04:26:00,2026-04-28 04:26:00,1,0,1,0.3522,top_3,0.6978,171.2,0,2.0,5,25.8,1.0,129.5,high,0.5022,T23,8.3,1,delivery,T23,1,25.7,high,0.8478,0.54
case_11937,Gate In,Res.GateIn,2026-04-28 04:26:00,2026-04-28 04:26:00,2026-04-28 04:26:00,0,0,0,0.4753,low,0.3659,23.25,1,16.0,4,0.75,0.0,17.0,low,0.5453,T08,2.25,1,receive,T08,1,3.25,low,0.84,0.5853
case_11938,Gate In,Res.GateIn,2026-04-28 04:27:00,2026-04-28 04:27:00,2026-04-28 04:27:00,0,0,1,0.4126,mid,0.6948,155.3,1,10.0,7,29.2,1.0,116.8,high,0.6009,T18,6.0,1,receive,T18,1,31.2,medium,0.7509,0.6
case_11899,Gate Out,Res.GateOut,2026-04-28 04:20:00,2026-04-28 04:27:00,2026-04-28 04:27:00,0,0,0,0.4192,top_3,0.6716,173.45,1,1.0,4,10.6,1.0,140.65,high,0.54,T20,10.05,1,receive,T20,1,20.05,high,0.8684,0.5792
case_11905,RMG_delivery,T10,2026-04-28 03:53:00,2026-04-28 04:27:00,2026-04-28 04:37:00,1,0,0,0.4677,low,0.6669,142.75,0,12.0,4,26.25,1.0,109.83,high,0.62,T10,6.17,1,delivery,T10,1,11.67,medium,0.87,0.63
case_11936,RMG_delivery,T23,2026-04-28 04:26:00,2026-04-28 04:27:00,2026-04-28 04:38:00,1,0,1,0.3522,top_3,0.6978,171.2,0,2.0,5,25.8,1.0,129.5,high,0.5022,T23,8.3,1,delivery,T23,1,25.7,high,0.8478,0.54
case_11904,Gate Out,Res.GateOut,2026-04-28 04:16:00,2026-04-28 04:28:00,2026-04-28 04:28:00,0,0,0,0.5,mid,0.6388,166.9,1,8.0,5,17.4,1.0,120.75,high,0.5047,T16,8.77,1,receive,T16,1,31.17,high,0.8353,0.56
case_11924,RMG_mixed,T21,2026-04-28 04:14:00,2026-04-28 04:28:00,2026-04-28 04:49:00,1,0,0,0.4905,top_3,0.75,46.58,1,1.0,13,6.22,1.0,37.4,very_high,0.5305,T21,1.78,2,mixed,T21,1,5.0,low,0.7705,0.57
case_11939,Gate In,Res.GateIn,2026-04-28 04:29:00,2026-04-28 04:29:00,2026-04-28 04:29:00,1,0,0,0.3575,mid,0.6612,105.5,0,8.0,4,7.0,1.0,106.0,high,0.5675,T17,7.0,1,delivery,T17,1,6.5,medium,0.8662,0.5838
case_11910,Gate Out,Res.GateOut,2026-04-28 04:19:00,2026-04-28 04:29:00,2026-04-28 04:29:00,0,0,0,0.53,low,0.2598,17.97,1,16.0,4,0.0,1.0,16.92,low,0.6225,T11,3.95,1,receive,T11,1,3.0,low,0.82,0.6425
case_11919,Gate Out,Res.GateOut,2026-04-28 04:23:00,2026-04-28 04:29:00,2026-04-28 04:29:00,1,0,0,0.5,low,0.5118,188.7,0,13.0,3,26.58,1.0,129.75,medium,0.5018,T13,9.72,1,delivery,T13,1,35.75,high,0.8382,0.56
case_11921,RMG_receive,T14,2026-04-28 04:25:00,2026-04-28 04:29:00,2026-04-28 05:16:00,1,0,0,0.47,mid,0.6848,161.37,1,7.0,9,25.7,0.5,118.17,high,0.52,T14,7.87,2,mixed,T14,2,37.8,high,0.7698,0.5549
case_11937,RMG_receive,T08,2026-04-28 04:26:00,2026-04-28 04:29:00,2026-04-28 04:35:00,0,0,0,0.4753,low,0.3659,23.25,1,16.0,4,0.75,0.0,17.0,low,0.5453,T08,2.25,1,receive,T08,1,3.25,low,0.84,0.5853
case_11940,Gate In,Res.GateIn,2026-04-28 04:30:00,2026-04-28 04:30:00,2026-04-28 04:30:00,0,0,0,0.47,top_3,0.78,120.47,1,1.0,5,25.3,1.0,90.1,very_high,0.6299,T21,7.87,1,receive,T21,1,19.13,high,0.8701,0.64
case_11939,RMG_delivery,T17,2026-04-28 04:29:00,2026-04-28 04:30:00,2026-04-28 04:38:00,1,0,0,0.3575,mid,0.6612,105.5,0,8.0,4,7.0,1.0,106.0,high,0.5675,T17,7.0,1,delivery,T17,1,6.5,medium,0.8662,0.5838
case_11915,Gate Out,Res.GateOut,2026-04-28 04:17:00,2026-04-28 04:30:00,2026-04-28 04:30:00,1,0,0,0.3819,mid,0.5938,160.57,0,10.0,3,28.47,1.0,137.9,medium,0.5319,T11,11.7,1,delivery,T11,1,23.6,very_high,0.8938,0.5719
case_11930,RMG_delivery,T18,2026-04-28 04:19:00,2026-04-28 04:30:00,2026-04-28 04:35:00,1,0,0,0.48,mid,0.69,100.25,0,5.0,3,8.8,0.0,84.6,high,0.5764,T18,5.2,1,delivery,T18,1,16.2,medium,0.84,0.6
case_11918,Gate Out,Res.GateOut,2026-04-28 04:21:00,2026-04-28 04:31:00,2026-04-28 04:31:00,0,0,0,0.47,low,0.6209,125.13,1,15.0,5,28.3,1.0,91.1,medium,0.6291,T27,3.0,1,receive,T27,1,20.47,low,0.8709,0.64
case_11928,Gate Out,Res.GateOut,2026-04-28 04:25:00,2026-04-28 04:31:00,2026-04-28 04:31:00,0,0,0,0.4491,low,0.47,176.2,1,14.0,5,25.17,1.0,128.83,low,0.5909,T09,8.0,1,receive,T09,1,43.87,high,0.7791,0.6
case_11941,Gate In,Res.GateIn,2026-04-28 04:32:00,2026-04-28 04:32:00,2026-04-28 04:32:00,1,0,0,0.4926,non_rmg,0.4926,149.03,0,,4,27.67,1.0,109.8,low,0.53,VC,18.07,1,delivery,VC,1,18.07,very_high,0.69,0.55
case_11942,Gate In,Res.GateIn,2026-04-28 04:32:00,2026-04-28 04:32:00,2026-04-28 04:32:00,1,0,0,0.46,non_rmg,0.7316,31.17,0,,3,9.63,0.0,22.27,very_high,0.51,MT,9.63,1,delivery,MT,1,6.0,high,0.7316,0.54
case_11908,Gate Out,Res.GateOut,2026-04-28 04:19:00,2026-04-28 04:32:00,2026-04-28 04:32:00,1,0,0,0.5634,mid,0.7134,176.15,0,9.0,3,25.58,1.0,126.25,high,0.5917,T14,7.42,1,delivery,T14,1,33.9,high,0.7783,0.6217
case_11926,RMG_receive,T13,2026-04-28 04:14:00,2026-04-28 04:32:00,2026-04-28 04:34:00,0,0,0,0.39,non_rmg,0.86,125.53,1,,4,23.25,0.0,101.17,very_high,0.59,MT,23.25,1,receive,MT,1,9.1,very_high,0.86,0.6
case_11931,HO2_receive,HO2,2026-04-28 04:29:00,2026-04-28 04:32:00,2026-04-28 04:39:00,1,0,0,0.3664,non_rmg,0.85,186.68,1,,9,40.62,0.5,106.18,very_high,0.4918,MT,40.62,2,mixed,MT,2,49.85,very_high,0.85,0.5318
case_11935,RMG_delivery,T13,2026-04-28 04:25:00,2026-04-28 04:32:00,2026-04-28 04:40:00,1,0,0,0.5,low,0.5642,138.37,0,14.0,3,17.88,1.0,96.38,medium,0.6042,T13,8.9,1,delivery,T13,1,15.15,high,0.8458,0.6242
case_11938,RMG_receive,T18,2026-04-28 04:27:00,2026-04-28 04:33:00,2026-04-28 04:55:00,0,0,1,0.4126,mid,0.6948,155.3,1,10.0,7,29.2,1.0,116.8,high,0.6009,T18,6.0,1,receive,T18,1,31.2,medium,0.7509,0.6
case_11943,Gate In,Res.GateIn,2026-04-28 04:33:00,2026-04-28 04:33:00,2026-04-28 04:33:00,0,1,0,0.35,non_rmg,0.87,186.58,1,,6,32.77,0.0,132.53,very_high,0.45,MT,32.77,1,receive,MT,1,34.42,very_high,0.87,0.5088
case_11942,LL_delivery,LL,2026-04-28 04:32:00,2026-04-28 04:33:00,2026-04-28 04:44:00,1,0,0,0.46,non_rmg,0.7316,31.17,0,,3,9.63,0.0,22.27,very_high,0.51,MT,9.63,1,delivery,MT,1,6.0,high,0.7316,0.54
case_11944,Gate In,Res.GateIn,2026-04-28 04:33:00,2026-04-28 04:33:00,2026-04-28 04:33:00,0,0,0,0.4,low,0.2882,149.7,2,16.0,9,7.95,1.0,123.45,low,0.4991,T07,3.6,2,receive,T07,2,12.75,low,0.8282,0.5391
case_11945,Gate In,Res.GateIn,2026-04-28 04:33:00,2026-04-28 04:33:00,2026-04-28 04:33:00,1,0,0,0.512,mid,0.736,156.6,0,7.0,2,28.0,0.0,115.2,very_high,0.55,T17,5.4,1,delivery,T17,1,20.6,medium,0.69,0.566
case_11911,HO2_receive,HO2,2026-04-28 04:09:00,2026-04-28 04:33:00,2026-04-28 04:44:00,0,0,1,0.5026,non_rmg,0.5026,184.45,1,,7,34.05,1.0,116.65,low,0.5152,VC,37.0,1,receive,VC,1,37.0,very_high,0.8195,0.5626
case_11934,RMG_receive,T18,2026-04-28 04:23:00,2026-04-28 04:33:00,2026-04-28 04:37:00,0,0,0,0.3892,mid,0.7284,157.43,1,6.0,5,8.52,1.0,126.95,very_high,0.5892,T18,5.73,1,receive,T18,1,36.95,medium,0.84,0.5992
case_11943,LL_receive,LL,2026-04-28 04:33:00,2026-04-28 04:34:00,2026-04-28 04:41:00,0,1,0,0.35,non_rmg,0.87,186.58,1,,6,32.77,0.0,132.53,very_high,0.45,MT,32.77,1,receive,MT,1,34.42,very_high,0.87,0.5088
case_11946,Gate In,Res.GateIn,2026-04-28 04:34:00,2026-04-28 04:34:00,2026-04-28 04:34:00,1,0,0,0.3757,mid,0.6013,186.0,1,8.0,13,27.4,1.0,157.53,medium,0.5257,T18,9.27,2,mixed,T18,1,22.6,high,0.8857,0.5657
case_11945,RMG_delivery,T17,2026-04-28 04:33:00,2026-04-28 04:34:00,2026-04-28 04:37:00,1,0,0,0.512,mid,0.736,156.6,0,7.0,2,28.0,0.0,115.2,very_high,0.55,T17,5.4,1,delivery,T17,1,20.6,medium,0.69,0.566
case_11947,Gate In,Res.GateIn,2026-04-28 04:34:00,2026-04-28 04:34:00,2026-04-28 04:34:00,1,1,0,0.47,mid,0.6142,164.48,1,10.0,15,23.15,1.0,119.58,medium,0.52,T25,7.37,2,mixed,T25,1,36.1,high,0.7684,0.5542
case_11946,RMG_mixed,T18,2026-04-28 04:34:00,2026-04-28 04:35:00,2026-04-28 04:58:00,1,0,0,0.3757,mid,0.6013,186.0,1,8.0,13,27.4,1.0,157.53,medium,0.5257,T18,9.27,2,mixed,T18,1,22.6,high,0.8857,0.5657
case_11948,Gate In,Res.GateIn,2026-04-28 04:35:00,2026-04-28 04:35:00,2026-04-28 04:35:00,1,0,0,0.48,low,0.5998,140.4,0,14.0,4,8.6,1.0,117.7,medium,0.58,T27,7.3,1,delivery,T27,1,18.1,high,0.8402,0.6002
case_11949,Gate In,Res.GateIn,2026-04-28 04:35:00,2026-04-28 04:35:00,2026-04-28 04:35:00,0,0,0,0.3853,top_3,0.7518,156.4,1,1.0,5,8.95,1.0,114.87,very_high,0.5853,T21,4.23,1,receive,T21,1,28.4,low,0.84,0.5953
case_11941,HO2_delivery,HO2,2026-04-28 04:32:00,2026-04-28 04:36:00,2026-04-28 04:41:00,1,0,0,0.4926,non_rmg,0.4926,149.03,0,,4,27.67,1.0,109.8,low,0.53,VC,18.07,1,delivery,VC,1,18.07,very_high,0.69,0.55
case_11950,Gate In,Res.GateIn,2026-04-28 04:36:00,2026-04-28 04:36:00,2026-04-28 04:36:00,1,0,0,0.4105,top_3,0.6109,21.02,1,3.0,10,7.0,0.5,15.02,medium,0.5109,T26,1.18,2,mixed,T26,2,0.73,low,0.86,0.5605
