demand_multiplier,metric,n,mean_delta,std_delta,ci95_delta_lo,ci95_delta_hi,ci_excludes_zero
3.0,median_rmg_receive_service_min,10,0.2,0.42163702135578396,-0.10162095503976065,0.5016209550397607,False
3.0,p90_rmg_receive_service_min,10,0.4600000000000023,1.784002989534113,-0.8161988588355368,1.7361988588355413,False
3.0,mean_rmg_receive_pre_service_min,10,-0.007676642537757239,0.4763817880984237,-0.3484596445326184,0.33310635945710393,False
3.0,median_rmg_receive_pre_service_min,10,-0.2,0.7888106377466155,-0.7642811372151657,0.3642811372151657,False
3.0,p90_rmg_receive_pre_service_min,10,-0.19999999999998863,1.0077477638553816,-0.9208993223504304,0.5208993223504531,False
3.0,rmg_delivery_events,10,1.5,2.9533408577782247,-0.6126927782969793,3.6126927782969793,False
3.0,mean_rmg_delivery_service_min,10,-0.11962921390419226,0.43671471977870885,-0.4320361046369353,0.19277767682855076,False
3.0,median_rmg_delivery_service_min,10,0.0,0.6666666666666666,-0.4769046039804431,0.4769046039804431,False
3.0,p90_rmg_delivery_service_min,10,-0.16000000000000228,1.3418064109417724,-1.1198704825429109,0.7998704825429063,False
3.0,mean_rmg_delivery_pre_service_min,10,0.12451546582646537,0.3459741561487139,-0.1229795360618902,0.37201046771482094,False
3.0,median_rmg_delivery_pre_service_min,10,-0.2,0.7888106377466155,-0.7642811372151657,0.3642811372151657,False
3.0,p90_rmg_delivery_pre_service_min,10,0.4299999999999898,1.250821951980211,-0.4647841214887613,1.3247841214887408,False
3.0,mean_inter_arrival_min,10,-0.4492746373186593,0.018462550759960533,-0.462481950506631,-0.4360673241306876,True
3.0,zero_inter_arrival_share,10,0.24562281140570286,0.006744621782943698,0.24079799963511392,0.2504476231762918,True
3.0,arrival_rate_per_elapsed_hour,10,169.10548391491415,6.64945964343094,164.3487470380126,173.8622207918157,True
