case:concept:name,concept:name,org:resource,enabled:timestamp,start:timestamp,time:timestamp,gate_utilization,process_flow_type,n_stops,n_containers,target_rank_group,vc_utilization,mt_utilization,target_rank,n_deliveries,target_utilization,target_utilization_bin,rmg_utilization,n_receives,visit_complexity,target_demand_bin,has_reefer,target_demand,primary_target_area,gate_demand,mt_demand,has_hazardous,target_area,vc_demand,rmg_demand,full_ratio
case_16143,RMG_receive,T14,2026-04-30 05:57:00,2026-04-30 06:01:00,2026-04-30 06:15:00,0.5,mixed,2,3,mid,0.34,0.8518,9.0,2,0.51,medium,0.44,1,10,low,0,0.63,T16,23.17,12.0,0,T16,1.63,19.07,0.333
case_16147,RMG_delivery,T12,2026-04-30 05:58:00,2026-04-30 06:01:00,2026-04-30 06:05:00,0.61,receive,1,1,mid,0.4471,0.8971,4.0,0,0.7129,high,0.58,1,5,high,0,9.0,T26,161.67,22.33,0,T26,21.17,121.17,1.0
case_16150,LL_delivery,LL,2026-04-30 05:59:00,2026-04-30 06:01:00,2026-04-30 06:25:00,0.5413,delivery,1,1,low,0.4187,0.7313,12.0,1,0.5613,medium,0.5313,0,6,high,1,9.13,T25,184.27,40.4,0,T25,25.87,141.2,1.0
case_16154,Gate In,Res.GateIn,2026-04-30 06:01:00,2026-04-30 06:01:00,2026-04-30 06:01:00,0.6133,receive,1,1,non_rmg,0.48,0.8567,,0,0.48,low,0.5833,1,4,very_high,0,26.0,VC,118.33,10.67,0,VC,26.0,86.0,1.0
case_16126,Gate Out,Res.GateOut,2026-04-30 05:50:00,2026-04-30 06:02:00,2026-04-30 06:02:00,0.6,receive,1,1,low,0.42,0.91,12.0,0,0.6367,medium,0.56,1,4,medium,0,6.37,T27,164.05,14.42,0,T27,14.95,148.1,1.0
case_16132,Gate Out,Res.GateOut,2026-04-30 05:59:00,2026-04-30 06:02:00,2026-04-30 06:02:00,0.6055,receive,1,1,top_3,0.4755,0.8445,3.0,0,0.6611,high,0.5711,1,5,medium,0,5.65,T18,136.1,18.35,0,T18,11.65,100.35,1.0
case_16034,Gate Out,Res.GateOut,2026-04-30 05:55:00,2026-04-30 06:02:00,2026-04-30 06:02:00,0.518,delivery,1,1,non_rmg,0.35,0.85,,1,0.35,low,0.468,0,2,very_high,0,15.83,VC,59.42,8.78,0,VC,15.83,37.02,0.0
case_16155,Gate In,Res.GateIn,2026-04-30 06:02:00,2026-04-30 06:02:00,2026-04-30 06:02:00,0.5556,delivery,1,1,top_3,0.4756,0.7412,1.0,1,0.7428,very_high,0.53,0,4,high,0,8.83,T21,169.73,23.23,0,T21,32.97,115.0,1.0
case_16119,Gate Out,Res.GateOut,2026-04-30 05:51:00,2026-04-30 06:03:00,2026-04-30 06:03:00,0.6328,receive,1,1,mid,0.47,0.8728,7.0,0,0.7282,very_high,0.6128,1,5,medium,0,6.7,T26,195.8,38.8,0,T26,31.6,135.3,1.0
case_16151,RMG_receive,T24,2026-04-30 06:00:00,2026-04-30 06:03:00,2026-04-30 06:07:00,0.5693,receive,1,1,mid,0.42,0.8507,7.0,0,0.61,medium,0.5293,1,5,high,0,10.43,T16,197.32,39.72,0,T16,20.73,153.32,1.0
case_16152,RMG_receive,T16,2026-04-30 06:00:00,2026-04-30 06:03:00,2026-04-30 06:11:00,0.51,delivery,1,1,non_rmg,0.35,0.8625,,1,0.8625,very_high,0.4538,0,2,very_high,0,39.5,MT,166.5,39.5,0,MT,35.5,112.5,0.0
case_16097,Gate Out,Res.GateOut,2026-04-30 05:51:00,2026-04-30 06:03:00,2026-04-30 06:03:00,0.51,receive,1,1,low,0.3498,0.8598,12.0,0,0.4798,low,0.46,1,5,low,0,3.47,T06,89.53,19.73,0,T06,13.2,82.33,1.0
case_16113,RMG_receive,T14,2026-04-30 05:40:00,2026-04-30 06:03:00,2026-04-30 06:11:00,0.6115,delivery,1,1,low,0.58,0.8069,13.0,1,0.6262,medium,0.5731,0,4,low,0,2.62,T12,90.12,17.7,0,T12,28.33,102.58,1.0
case_16114,Gate Out,Res.GateOut,2026-04-30 06:01:00,2026-04-30 06:03:00,2026-04-30 06:03:00,0.5602,receive,1,1,mid,0.3702,0.8802,10.0,0,0.5805,medium,0.5202,1,5,medium,0,6.13,T12,165.33,20.53,0,T12,14.67,139.8,1.0
case_16128,Gate Out,Res.GateOut,2026-04-30 05:53:00,2026-04-30 06:04:00,2026-04-30 06:04:00,0.6002,receive,1,1,mid,0.45,0.8403,10.0,0,0.67,high,0.5702,1,5,medium,0,7.0,T11,143.0,34.4,0,T11,16.73,100.27,1.0
case_16134,Gate Out,Res.GateOut,2026-04-30 05:59:00,2026-04-30 06:04:00,2026-04-30 06:04:00,0.6032,receive,1,1,top_3,0.4732,0.8468,3.0,0,0.6565,high,0.5665,1,4,low,0,3.9,T19,112.0,12.7,0,T19,18.0,68.8,1.0
case_16141,RMG_mixed,T13,2026-04-30 05:57:00,2026-04-30 06:04:00,2026-04-30 06:46:00,0.65,delivery,1,1,non_rmg,0.53,0.8175,,1,0.8175,very_high,0.6325,0,3,very_high,0,31.0,MT,198.0,31.0,0,MT,31.0,127.0,0.0
case_16095,Gate Out,Res.GateOut,2026-04-30 05:47:00,2026-04-30 06:04:00,2026-04-30 06:04:00,0.5807,receive,1,1,mid,0.3514,0.8693,6.0,0,0.6707,high,0.5614,1,5,low,0,1.0,T15,58.5,7.15,0,T15,3.57,63.92,1.0
case_16130,Gate Out,Res.GateOut,2026-04-30 05:53:00,2026-04-30 06:05:00,2026-04-30 06:05:00,0.5718,delivery,1,1,non_rmg,0.3818,0.8936,,1,0.8936,very_high,0.5318,0,3,very_high,0,28.57,MT,162.62,28.57,0,MT,23.3,137.45,0.0
case_16142,RMG_delivery,T14,2026-04-30 05:57:00,2026-04-30 06:05:00,2026-04-30 06:08:00,0.6,delivery,1,2,mid,0.42,0.91,7.0,2,0.6835,high,0.56,0,6,medium,0,7.0,T23,164.1,14.5,0,T23,14.9,148.2,0.5
case_16096,Gate Out,Res.GateOut,2026-04-30 05:58:00,2026-04-30 06:05:00,2026-04-30 06:05:00,0.583,mixed,2,2,mid,0.5461,0.813,9.0,1,0.6961,high,0.533,1,12,low,1,1.78,T19,33.13,4.52,0,T19,5.57,26.53,0.5
case_16127,Gate Out,Res.GateOut,2026-04-30 06:02:00,2026-04-30 06:06:00,2026-04-30 06:06:00,0.5481,delivery,1,1,non_rmg,0.46,0.74,,1,0.74,very_high,0.5181,0,2,very_high,0,26.0,MT,101.25,26.0,0,MT,31.0,84.5,0.0
case_16136,Gate Out,Res.GateOut,2026-04-30 05:56:00,2026-04-30 06:06:00,2026-04-30 06:06:00,0.637,receive,1,1,low,0.4841,0.877,12.0,0,0.6959,high,0.62,1,4,medium,0,5.18,T11,149.7,19.0,0,T11,26.45,117.42,1.0
case_16129,Gate Out,Res.GateOut,2026-04-30 05:56:00,2026-04-30 06:07:00,2026-04-30 06:07:00,0.59,delivery,1,1,mid,0.3944,0.75,5.0,1,0.7256,very_high,0.6,0,5,medium,0,6.17,T24,160.37,21.63,1,T24,41.97,125.0,1.0
case_16135,RMG_receive,T11,2026-04-30 05:53:00,2026-04-30 06:07:00,2026-04-30 06:13:00,0.6388,mixed,1,3,non_rmg,0.49,0.8777,,1,0.49,low,0.6188,2,15,very_high,0,26.67,VC,201.4,22.2,0,VC,26.67,156.27,1.0
case_16137,Gate Out,Res.GateOut,2026-04-30 05:58:00,2026-04-30 06:07:00,2026-04-30 06:07:00,0.5,delivery,1,1,non_rmg,0.34,0.85,,1,0.85,very_high,0.4401,0,3,very_high,0,11.95,MT,25.02,11.95,0,MT,2.0,21.85,0.0
case_16140,Gate Out,Res.GateOut,2026-04-30 06:01:00,2026-04-30 06:08:00,2026-04-30 06:08:00,0.65,receive,1,1,non_rmg,0.53,0.818,,0,0.818,very_high,0.632,1,4,very_high,0,28.62,MT,194.97,28.62,0,MT,33.17,131.98,1.0
case_16110,Gate Out,Res.GateOut,2026-04-30 06:02:00,2026-04-30 06:08:00,2026-04-30 06:08:00,0.6,delivery,1,1,low,0.4003,0.8348,12.0,1,0.6552,high,0.59,0,4,very_high,0,11.73,T16,169.27,10.53,0,T16,25.53,128.6,1.0
case_16125,Gate Out,Res.GateOut,2026-04-30 05:58:00,2026-04-30 06:09:00,2026-04-30 06:09:00,0.6,receive,1,1,low,0.4663,0.7273,15.0,0,0.4863,low,0.59,1,4,low,0,2.07,T06,99.0,2.47,0,T06,11.07,104.13,1.0
case_16149,RMG_receive,T26,2026-04-30 05:59:00,2026-04-30 06:09:00,2026-04-30 06:14:00,0.55,receive,1,1,mid,0.4659,0.7518,7.0,0,0.6659,high,0.52,1,5,medium,0,6.47,T19,139.67,22.63,0,T19,20.1,122.0,1.0
case_16155,RMG_receive,T21,2026-04-30 06:02:00,2026-04-30 06:09:00,2026-04-30 06:11:00,0.5556,delivery,1,1,top_3,0.4756,0.7412,1.0,1,0.7428,very_high,0.53,0,4,high,0,8.83,T21,169.73,23.23,0,T21,32.97,115.0,1.0
case_16112,Gate Out,Res.GateOut,2026-04-30 06:05:00,2026-04-30 06:09:00,2026-04-30 06:09:00,0.6103,receive,1,1,low,0.58,0.8093,18.0,0,0.3897,low,0.5707,1,5,medium,0,5.87,T13,75.13,14.8,0,T13,18.67,85.67,1.0
case_16124,Gate Out,Res.GateOut,2026-04-30 06:05:00,2026-04-30 06:10:00,2026-04-30 06:10:00,0.65,receive,1,1,low,0.53,0.8189,12.0,0,0.55,medium,0.6311,1,5,low,0,4.27,T13,190.07,24.77,0,T13,36.67,140.03,1.0
case_16138,RMG_delivery,T13,2026-04-30 05:54:00,2026-04-30 06:10:00,2026-04-30 06:17:00,0.56,receive,1,1,top_3,0.4,0.7461,3.0,0,0.6739,high,0.55,1,4,medium,0,6.57,T14,96.17,19.87,0,T14,11.1,87.43,1.0
case_16146,RMG_receive,T22,2026-04-30 05:58:00,2026-04-30 06:10:00,2026-04-30 06:28:00,0.64,receive,1,1,low,0.5217,0.8133,22.0,0,0.4467,low,0.62,1,5,medium,0,5.33,T12,111.33,18.33,0,T12,10.0,85.67,1.0
case_16156,Gate In,Res.GateIn,2026-04-30 06:10:00,2026-04-30 06:10:00,2026-04-30 06:10:00,0.556,receive,1,1,mid,0.41,0.8679,4.0,0,0.6021,medium,0.506,1,5,low,0,0.42,T14,22.58,8.83,0,T14,1.0,16.67,1.0
case_16157,Gate In,Res.GateIn,2026-04-30 06:10:00,2026-04-30 06:10:00,2026-04-30 06:10:00,0.61,receive,1,1,non_rmg,0.5742,0.8242,,0,0.8242,very_high,0.56,1,5,very_high,0,22.85,MT,169.72,22.85,0,MT,31.32,124.37,1.0
case_16158,Gate In,Res.GateIn,2026-04-30 06:10:00,2026-04-30 06:10:00,2026-04-30 06:10:00,0.6235,receive,1,1,low,0.5,0.8465,12.0,0,0.59,medium,0.6035,1,5,high,0,8.0,T25,137.83,14.42,0,T25,12.75,100.92,1.0
case_16159,Gate In,Res.GateIn,2026-04-30 06:10:00,2026-04-30 06:10:00,2026-04-30 06:10:00,0.64,mixed,2,2,low,0.5245,0.8189,20.0,1,0.47,low,0.62,1,9,medium,0,4.87,T06,114.62,19.0,0,T06,9.78,73.33,0.5
case_16121,Gate Out,Res.GateOut,2026-04-30 06:05:00,2026-04-30 06:11:00,2026-04-30 06:11:00,0.5546,delivery,1,1,low,0.47,0.7692,12.0,1,0.5208,medium,0.52,0,4,low,0,4.3,T13,162.65,24.65,0,T13,37.1,118.75,1.0
case_16147,RMG_mixed,T12,2026-04-30 06:05:00,2026-04-30 06:11:00,2026-04-30 06:26:00,0.61,receive,1,1,mid,0.4471,0.8971,4.0,0,0.7129,high,0.58,1,5,high,0,9.0,T26,161.67,22.33,0,T26,21.17,121.17,1.0
case_16160,Gate In,Res.GateIn,2026-04-30 06:11:00,2026-04-30 06:11:00,2026-04-30 06:11:00,0.61,receive,1,1,low,0.4482,0.8982,12.0,0,0.6318,medium,0.58,1,4,medium,0,5.73,T09,158.93,22.13,0,T09,25.2,118.93,1.0
case_16159,RMG_receive,T22,2026-04-30 06:10:00,2026-04-30 06:11:00,2026-04-30 06:20:00,0.64,mixed,2,2,low,0.5245,0.8189,20.0,1,0.47,low,0.62,1,9,medium,0,4.87,T06,114.62,19.0,0,T06,9.78,73.33,0.5
case_16161,Gate In,Res.GateIn,2026-04-30 06:11:00,2026-04-30 06:11:00,2026-04-30 06:11:00,0.6286,delivery,1,1,low,0.5048,0.8062,21.0,1,0.4462,low,0.6124,0,3,medium,0,6.7,T08,92.55,16.9,0,T08,16.05,80.25,1.0
case_16103,Gate Out,Res.GateOut,2026-04-30 06:09:00,2026-04-30 06:11:00,2026-04-30 06:11:00,0.6,delivery,1,2,top_3,0.39,0.86,1.0,2,0.7379,very_high,0.59,0,3,medium,0,4.87,T23,110.73,36.02,0,T23,9.02,83.42,0.0
case_16122,Gate Out,Res.GateOut,2026-04-30 06:02:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.5979,mixed,2,2,mid,0.47,0.8521,6.0,1,0.6079,medium,0.5579,1,10,low,0,2.3,T24,116.2,21.05,0,T24,21.0,93.65,0.5
case_16162,Gate In,Res.GateIn,2026-04-30 06:12:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.56,delivery,1,1,low,0.4775,0.78,11.0,1,0.6025,medium,0.52,0,4,high,0,8.0,T27,185.0,0.0,0,T27,34.0,152.0,1.0
case_16163,Gate In,Res.GateIn,2026-04-30 06:12:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.5506,mixed,1,2,mid,0.4706,0.7312,9.0,1,0.5997,medium,0.53,1,12,low,0,3.0,T27,154.33,23.7,0,T27,44.23,98.67,1.0
case_16164,Gate In,Res.GateIn,2026-04-30 06:12:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.5534,delivery,1,1,top_3,0.4066,0.74,3.0,1,0.6734,high,0.5434,0,4,high,0,8.17,T14,141.27,26.5,0,T14,24.07,107.1,1.0
case_16165,Gate In,Res.GateIn,2026-04-30 06:12:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.5232,mixed,1,2,mid,0.4068,0.8032,8.0,1,0.58,medium,0.4832,1,12,high,0,9.28,T13,98.78,12.15,0,T13,10.83,102.82,1.0
case_16166,Gate In,Res.GateIn,2026-04-30 06:12:00,2026-04-30 06:12:00,2026-04-30 06:12:00,0.59,delivery,1,1,low,0.47,0.7005,15.0,1,0.5795,medium,0.5995,0,4,medium,0,6.8,T25,69.0,9.4,0,T25,6.8,55.8,1.0
case_16142,Gate Out,Res.GateOut,2026-04-30 06:08:00,2026-04-30 06:13:00,2026-04-30 06:13:00,0.6,delivery,1,2,mid,0.42,0.91,7.0,2,0.6835,high,0.56,0,6,medium,0,7.0,T23,164.1,14.5,0,T23,14.9,148.2,0.5
case_16144,RMG_delivery,T17,2026-04-30 05:57:00,2026-04-30 06:13:00,2026-04-30 06:27:00,0.634,receive,1,1,top_3,0.49,0.8679,1.0,0,0.78,very_high,0.614,1,5,high,0,7.25,T21,172.67,27.17,0,T21,28.0,142.83,1.0
case_16148,RMG_receive,T25,2026-04-30 05:59:00,2026-04-30 06:14:00,2026-04-30 06:25:00,0.5255,receive,1,1,low,0.4045,0.8055,11.0,0,0.5611,medium,0.4855,1,5,medium,0,6.65,T16,126.85,9.35,0,T16,16.48,119.98,1.0
case_16154,RMG_receive,T22,2026-04-30 06:01:00,2026-04-30 06:14:00,2026-04-30 06:19:00,0.6133,receive,1,1,non_rmg,0.48,0.8567,,0,0.48,low,0.5833,1,4,very_high,0,26.0,VC,118.33,10.67,0,VC,26.0,86.0,1.0
case_16153,RMG_mixed,T27,2026-04-30 06:00:00,2026-04-30 06:14:00,2026-04-30 06:24:00,0.5584,delivery,1,1,non_rmg,0.3684,0.8784,,1,0.3684,low,0.52,0,4,very_high,0,12.7,VC,162.35,24.2,0,VC,12.7,136.4,1.0
case_16160,RMG_delivery,T16,2026-04-30 06:11:00,2026-04-30 06:14:00,2026-04-30 06:20:00,0.61,receive,1,1,low,0.4482,0.8982,12.0,0,0.6318,medium,0.58,1,4,medium,0,5.73,T09,158.93,22.13,0,T09,25.2,118.93,1.0
case_16167,Gate In,Res.GateIn,2026-04-30 06:14:00,2026-04-30 06:14:00,2026-04-30 06:14:00,0.5627,delivery,2,2,low,0.3727,0.8827,17.0,2,0.48,low,0.5227,0,4,high,0,7.93,T08,197.73,40.87,0,T08,24.07,151.67,0.0
case_16157,RMG_receive,T12,2026-04-30 06:10:00,2026-04-30 06:15:00,2026-04-30 06:26:00,0.61,receive,1,1,non_rmg,0.5742,0.8242,,0,0.8242,very_high,0.56,1,5,very_high,0,22.85,MT,169.72,22.85,0,MT,31.32,124.37,1.0
case_16165,RMG_receive,T13,2026-04-30 06:12:00,2026-04-30 06:15:00,2026-04-30 06:39:00,0.5232,mixed,1,2,mid,0.4068,0.8032,8.0,1,0.58,medium,0.4832,1,12,high,0,9.28,T13,98.78,12.15,0,T13,10.83,102.82,1.0
case_16168,Gate In,Res.GateIn,2026-04-30 06:15:00,2026-04-30 06:15:00,2026-04-30 06:15:00,0.5822,receive,1,1,top_3,0.4222,0.8745,3.0,0,0.6545,high,0.5422,1,5,medium,0,7.0,T26,155.6,8.0,0,T26,23.8,116.2,1.0
case_16169,Gate In,Res.GateIn,2026-04-30 06:15:00,2026-04-30 06:15:00,2026-04-30 06:15:00,0.5527,receive,1,1,mid,0.41,0.8513,5.0,0,0.634,medium,0.5213,1,5,low,0,2.0,T21,28.47,5.4,0,T21,0.93,24.47,1.0
case_16170,Gate In,Res.GateIn,2026-04-30 06:15:00,2026-04-30 06:15:00,2026-04-30 06:15:00,0.5813,delivery,2,2,low,0.4674,0.7052,11.0,2,0.6,medium,0.58,0,4,low,0,3.0,T11,59.53,4.5,0,T11,9.2,42.73,0.0
case_16171,Gate In,Res.GateIn,2026-04-30 06:15:00,2026-04-30 06:15:00,2026-04-30 06:15:00,0.6336,delivery,1,1,low,0.5108,0.85,13.0,1,0.6736,high,0.6136,0,6,medium,1,6.3,T17,81.87,12.3,0,T17,14.6,75.33,1.0
case_16172,Gate In,Res.GateIn,2026-04-30 06:15:00,2026-04-30 06:15:00,2026-04-30 06:15:00,0.5829,receive,1,1,mid,0.3558,0.8671,7.0,0,0.6671,high,0.5658,1,5,medium,0,5.0,T14,87.65,5.6,0,T14,5.45,94.1,1.0
case_16120,Gate Out,Res.GateOut,2026-04-30 06:13:00,2026-04-30 06:16:00,2026-04-30 06:16:00,0.61,receive,1,1,low,0.4426,0.8674,11.0,0,0.6626,high,0.58,1,4,very_high,0,12.67,T14,165.83,29.8,0,T14,16.9,127.5,1.0
case_16151,Gate Out,Res.GateOut,2026-04-30 06:07:00,2026-04-30 06:16:00,2026-04-30 06:16:00,0.5693,receive,1,1,mid,0.42,0.8507,7.0,0,0.61,medium,0.5293,1,5,high,0,10.43,T16,197.32,39.72,0,T16,20.73,153.32,1.0
case_16155,Gate Out,Res.GateOut,2026-04-30 06:11:00,2026-04-30 06:16:00,2026-04-30 06:16:00,0.5556,delivery,1,1,top_3,0.4756,0.7412,1.0,1,0.7428,very_high,0.53,0,4,high,0,8.83,T21,169.73,23.23,0,T21,32.97,115.0,1.0
case_16164,RMG_mixed,T07,2026-04-30 06:12:00,2026-04-30 06:16:00,2026-04-30 06:31:00,0.5534,delivery,1,1,top_3,0.4066,0.74,3.0,1,0.6734,high,0.5434,0,4,high,0,8.17,T14,141.27,26.5,0,T14,24.07,107.1,1.0
case_16173,Gate In,Res.GateIn,2026-04-30 06:16:00,2026-04-30 06:16:00,2026-04-30 06:16:00,0.53,delivery,1,1,non_rmg,0.37,0.8501,,1,0.37,low,0.49,0,4,very_high,0,50.9,VC,151.65,27.35,0,VC,50.9,93.75,1.0
case_16133,Gate Out,Res.GateOut,2026-04-30 06:02:00,2026-04-30 06:17:00,2026-04-30 06:17:00,0.6,mixed,1,4,non_rmg,0.5606,0.81,,2,0.5606,medium,0.56,2,24,medium,0,6.0,VC,45.75,11.5,1,VC,6.0,39.5,1.0
case_16168,LL_delivery,LL,2026-04-30 06:15:00,2026-04-30 06:17:00,2026-04-30 06:23:00,0.5822,receive,1,1,top_3,0.4222,0.8745,3.0,0,0.6545,high,0.5422,1,5,medium,0,7.0,T26,155.6,8.0,0,T26,23.8,116.2,1.0
case_16174,Gate In,Res.GateIn,2026-04-30 06:18:00,2026-04-30 06:18:00,2026-04-30 06:18:00,0.64,delivery,1,1,non_rmg,0.46,0.8799,,1,0.46,low,0.6201,0,4,medium,0,4.87,VC,24.7,6.0,0,VC,4.87,18.77,1.0
case_16175,Gate In,Res.GateIn,2026-04-30 06:18:00,2026-04-30 06:18:00,2026-04-30 06:18:00,0.64,delivery,1,1,low,0.5392,0.8385,14.0,1,0.63,medium,0.6208,0,4,medium,0,6.3,T27,185.2,19.2,0,T27,25.4,147.4,1.0
case_16138,Gate Out,Res.GateOut,2026-04-30 06:17:00,2026-04-30 06:19:00,2026-04-30 06:19:00,0.56,receive,1,1,top_3,0.4,0.7461,3.0,0,0.6739,high,0.55,1,4,medium,0,6.57,T14,96.17,19.87,0,T14,11.1,87.43,1.0
case_16149,Gate Out,Res.GateOut,2026-04-30 06:14:00,2026-04-30 06:19:00,2026-04-30 06:19:00,0.55,receive,1,1,mid,0.4659,0.7518,7.0,0,0.6659,high,0.52,1,5,medium,0,6.47,T19,139.67,22.63,0,T19,20.1,122.0,1.0
case_16169,LL_delivery,LL,2026-04-30 06:15:00,2026-04-30 06:19:00,2026-04-30 06:24:00,0.5527,receive,1,1,mid,0.41,0.8513,5.0,0,0.634,medium,0.5213,1,5,low,0,2.0,T21,28.47,5.4,0,T21,0.93,24.47,1.0
case_16173,RMG_receive,T20,2026-04-30 06:16:00,2026-04-30 06:19:00,2026-04-30 06:33:00,0.53,delivery,1,1,non_rmg,0.37,0.8501,,1,0.37,low,0.49,0,4,very_high,0,50.9,VC,151.65,27.35,0,VC,50.9,93.75,1.0
case_16176,Gate In,Res.GateIn,2026-04-30 06:19:00,2026-04-30 06:19:00,2026-04-30 06:19:00,0.5639,receive,1,1,low,0.42,0.8561,11.0,0,0.5339,medium,0.5239,1,7,medium,1,5.3,T13,177.97,29.83,0,T13,19.83,139.6,1.0
case_16167,HO2_receive,HO2,2026-04-30 06:14:00,2026-04-30 06:20:00,2026-04-30 06:28:00,0.5627,delivery,2,2,low,0.3727,0.8827,17.0,2,0.48,low,0.5227,0,4,high,0,7.93,T08,197.73,40.87,0,T08,24.07,151.67,0.0
case_16156,HO2_delivery,HO2,2026-04-30 06:10:00,2026-04-30 06:21:00,2026-04-30 06:26:00,0.556,receive,1,1,mid,0.41,0.8679,4.0,0,0.6021,medium,0.506,1,5,low,0,0.42,T14,22.58,8.83,0,T14,1.0,16.67,1.0
case_16171,RMG_receive,T18,2026-04-30 06:15:00,2026-04-30 06:21:00,2026-04-30 06:25:00,0.6336,delivery,1,1,low,0.5108,0.85,13.0,1,0.6736,high,0.6136,0,6,medium,1,6.3,T17,81.87,12.3,0,T17,14.6,75.33,1.0
case_16177,Gate In,Res.GateIn,2026-04-30 06:21:00,2026-04-30 06:21:00,2026-04-30 06:21:00,0.6192,delivery,1,1,non_rmg,0.48,0.8683,,1,0.48,low,0.5892,0,5,very_high,0,19.33,VC,120.67,14.67,1,VC,19.33,96.33,1.0
case_16175,LL_delivery,LL,2026-04-30 06:18:00,2026-04-30 06:21:00,2026-04-30 06:30:00,0.64,delivery,1,1,low,0.5392,0.8385,14.0,1,0.63,medium,0.6208,0,4,medium,0,6.3,T27,185.2,19.2,0,T27,25.4,147.4,1.0
case_16178,Gate In,Res.GateIn,2026-04-30 06:21:00,2026-04-30 06:21:00,2026-04-30 06:21:00,0.589,receive,1,1,low,0.47,0.811,19.0,0,0.339,low,0.559,1,5,high,0,8.58,T07,100.67,8.25,0,T07,13.83,96.17,1.0
case_16179,Gate In,Res.GateIn,2026-04-30 06:21:00,2026-04-30 06:21:00,2026-04-30 06:21:00,0.5595,delivery,1,1,non_rmg,0.4995,0.69,,1,0.4995,low,0.5489,0,2,very_high,0,21.35,VC,153.08,32.38,0,VC,21.35,112.23,0.0
case_16180,Gate In,Res.GateIn,2026-04-30 06:21:00,2026-04-30 06:21:00,2026-04-30 06:21:00,0.51,delivery,1,1,mid,0.347,0.857,5.0,1,0.56,medium,0.46,0,4,low,0,2.8,T15,149.8,27.4,0,T15,14.4,112.8,1.0
case_16181,Gate In,Res.GateIn,2026-04-30 06:21:00,2026-04-30 06:21:00,2026-04-30 06:21:00,0.6,receive,1,1,top_3,0.4448,0.7748,3.0,0,0.7352,very_high,0.5952,1,5,low,0,4.08,T24,140.67,22.5,0,T24,24.0,104.5,1.0
case_16166,RMG_receive,T14,2026-04-30 06:12:00,2026-04-30 06:22:00,2026-04-30 06:36:00,0.59,delivery,1,1,low,0.47,0.7005,15.0,1,0.5795,medium,0.5995,0,4,medium,0,6.8,T25,69.0,9.4,0,T25,6.8,55.8,1.0
case_16182,Gate In,Res.GateIn,2026-04-30 06:22:00,2026-04-30 06:22:00,2026-04-30 06:22:00,0.621,receive,1,1,top_3,0.562,0.779,2.0,0,0.779,very_high,0.591,1,5,high,0,7.8,T20,173.6,27.0,0,T20,35.6,122.0,1.0
case_16106,Gate Out,Res.GateOut,2026-04-30 06:08:00,2026-04-30 06:22:00,2026-04-30 06:22:00,0.63,receive,2,2,low,0.58,0.7695,15.0,0,0.5805,medium,0.6005,2,10,high,0,9.78,T10,160.3,34.12,0,T10,22.52,132.47,1.0
case_16145,RMG_delivery,T09,2026-04-30 05:58:00,2026-04-30 06:23:00,2026-04-30 06:40:00,0.55,delivery,1,1,low,0.4662,0.7523,12.0,1,0.4253,low,0.52,0,2,medium,0,6.87,T06,140.67,22.53,0,T06,20.4,125.0,0.0
case_16152,Gate Out,Res.GateOut,2026-04-30 06:11:00,2026-04-30 06:23:00,2026-04-30 06:23:00,0.51,delivery,1,1,non_rmg,0.35,0.8625,,1,0.8625,very_high,0.4538,0,2,very_high,0,39.5,MT,166.5,39.5,0,MT,35.5,112.5,0.0
case_16183,Gate In,Res.GateIn,2026-04-30 06:23:00,2026-04-30 06:23:00,2026-04-30 06:23:00,0.59,receive,1,1,low,0.41,0.91,12.0,0,0.5837,medium,0.55,1,4,high,0,7.45,T13,130.52,10.35,0,T13,9.52,115.6,1.0
case_16184,Gate In,Res.GateIn,2026-04-30 06:23:00,2026-04-30 06:23:00,2026-04-30 06:23:00,0.559,delivery,1,1,low,0.419,0.8281,13.0,1,0.571,medium,0.52,0,3,medium,0,6.62,T13,160.7,31.22,0,T13,17.77,136.53,1.0
case_16185,Gate In,Res.GateIn,2026-04-30 06:23:00,2026-04-30 06:23:00,2026-04-30 06:23:00,0.5809,delivery,1,1,mid,0.4709,0.84,10.0,1,0.64,high,0.5409,0,4,high,0,8.8,T11,104.0,9.6,0,T11,9.1,85.7,1.0
case_16186,Gate In,Res.GateIn,2026-04-30 06:23:00,2026-04-30 06:23:00,2026-04-30 06:23:00,0.5651,receive,1,1,mid,0.3851,0.8149,10.0,0,0.6351,medium,0.55,1,5,medium,0,5.0,T26,170.8,17.55,0,T26,35.45,127.55,1.0
case_16075,RMG_receive,T06,2026-04-30 05:18:00,2026-04-30 06:24:00,2026-04-30 06:39:00,0.65,receive,1,1,mid,0.53,0.8128,4.0,0,0.8072,very_high,0.6372,1,5,medium,0,4.87,T14,159.2,27.4,0,T14,36.73,131.07,1.0
case_16182,RMG_delivery,T06,2026-04-30 06:22:00,2026-04-30 06:24:00,2026-04-30 06:47:00,0.621,receive,1,1,top_3,0.562,0.779,2.0,0,0.779,very_high,0.591,1,5,high,0,7.8,T20,173.6,27.0,0,T20,35.6,122.0,1.0
